NPC;-PRICE;26;0;172.1906;Keyworx;Geminey;0h 0m 23s ;23.44398
NPC;-PRICE;16;0;112.8782;Crystalis Broadcasting;Jermicus;4h 29m 47s ;16187.74
NPC;BAL;437;0;96.86453;Starbase Corporate Center;Void Starcross;4h 40m 21s ;16821.04
NPC;BAL;8;0;114.3236;Blargg's;Beacon Spita;4h 40m 21s ;16821.04
NPC;+QTY;1861;911;81.1725;Lammassu Financial;Void Starcross;4h 47m 5s ;17225.82
NPC;+QTY;884;882;130.2099;Imperium Republica ;Gate of Alpharis;4h 50m 45s ;17445.84
NPC;+STOCK;865;847;90.77566;Acrondia Hub;Temple Gates;4h 51m 20s ;17480.54
NPC;-PRICE;56;0;127.5955;Valuestar Hub;Jelumus;4h 51m 22s ;17482.65
NPC;+PRICE;22;0;149.9352;Janca Refinery;Canndelis;4h 52m 11s ;17531.62
NPC;+PRICE;21;0;117.7675;Gunstellar;Adrenal;5h 41m 50s ;20510.81
NPC;-LOCAL;328;0;154.125;StarShepards Headquarters;Void Starcross;5h 59m 41s ;21581.04
NPC;BAL;8;0;125.6649;Blargg's;Beacon Spita;6h 1m 51s ;21711.47
NPC;+QTY;2438;577;81.1725;Lammassu Financial;Void Starcross;6h 44m 29s ;24269.91
NPC;-QTY;0;-16;112.2843;Crystalis Broadcasting;Jermicus;7h 28m 42s ;26922.34
NPC;+QTY;987;978;85.02692;Ferce;Allabentoris;7h 55m 5s ;28505.1
NPC;+QTY;1758;771;85.02692;Ferce;Allabentoris;7h 55m 5s ;28505.1
NPC;+STOCK;1728;844;124.1594;Imperium Republica ;Gate of Alpharis;9h 25m 28s ;33928.45
NPC;+PRICE;56;0;133.9978;Valuestar Hub;Jelumus;9h 36m 0s ;34560.29
NPC;+PRICE;8;0;126.8542;Blargg's;Beacon Spita;9h 36m 0s ;34560.29
NPC;-QTY;0;-15;70.39231;Astrox Security Patrol;Felishar;9h 48m 4s ;35284.71
NPC;-QTY;0;-33;190.1967;Temple of the Void;Vindicati;9h 48m 4s ;35284.71
NPC;-QTY;0;-17;106.7641;Biomate University;Void Starcross;9h 48m 4s ;35284.71
NPC;+QTY;805;782;138.2741;PharmaLife;Carioullis;10h 9m 19s ;36559.19
NPC;+QTY;2431;757;82.50568;StarGypsy Warehouse;Void Starcross;10h 9m 19s ;36559.19
NPC;+QTY;2592;834;85.02734;Ferce;Allabentoris;10h 9m 19s ;36559.19
NPC;+QTY;868;847;118.3423;Gunstellar;Adrenal;10h 9m 19s ;36559.19
NPC;-LOCAL;74;74;154.125;StarShepards Headquarters;Void Starcross;10h 9m 47s ;36587.3
NPC;+PRICE;868;0;122.4052;Gunstellar;Adrenal;11h 29m 25s ;41365.69
NPC;+PRICE;34;0;146.94;Vo Industries;Brimstone;11h 29m 25s ;41365.69
NPC;+STOCK;877;877;101.6741;Biomate University;Void Starcross;12h 16m 20s ;44180.46
NPC;+STOCK;3357;919;77.30254;Lammassu Financial;Void Starcross;12h 16m 20s ;44180.46
NPC;+STOCK;875;801;159.4015;StarShepards Headquarters;Void Starcross;12h 16m 20s ;44180.46
NPC;+STOCK;2360;759;52.63568;Proctors Center;Void Starcross;12h 16m 20s ;44180.46
NPC;+QTY;902;883;92.26436;Quantex;Dellis Primeria;12h 33m 5s ;45185.51
NPC;+QTY;962;905;127.9323;Astrox Security Patrol;Kilotorish;12h 33m 5s ;45185.51
NPC;-PRICE;2360;0;50.17022;Proctors Center;Void Starcross;12h 34m 48s ;45288.88
NPC;+QTY;1602;727;159.4145;StarShepards Headquarters;Void Starcross;12h 51m 8s ;46268.94
NPC;-LOCAL;0;0;177.415;Temple of the Void;Vindicati;12h 51m 19s ;46279.07
NPC;+STOCK;706;706;184.1497;Temple of the Void;Vindicati;12h 57m 36s ;46656.88
NPC;-LOCAL;0;0;193.2467;Temple of the Void;Vindicati;13h 32m 8s ;48728.66
NPC;+STOCK;1705;828;95.59393;Biomate University;Void Starcross;14h 1m 15s ;50475.31
NPC;+STOCK;4107;750;74.66222;Lammassu Financial;Void Starcross;14h 1m 15s ;50475.31
NPC;+STOCK;3357;926;75.6066;StarGypsy Warehouse;Void Starcross;14h 1m 15s ;50475.31
NPC;+STOCK;2380;778;152.7112;StarShepards Headquarters;Void Starcross;14h 1m 15s ;50475.31
NPC;+STOCK;3204;844;44.97932;Proctors Center;Void Starcross;14h 1m 15s ;50475.31
NPC;+PRICE;868;0;129.2303;Gunstellar;Adrenal;14h 10m 55s ;51055.01
NPC;+PRICE;15;0;147.2554;Psybermind;Ion Child;14h 10m 55s ;51055.01
