// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Star Shepards Hub
STATION;type;Engineering Facility
STATION;owner;Bemdee Tudoe
STATION;faction;Temple
STATION;material;station_material_Temple.png
STATION;color;.60 , .20 , .80 , 1
STATION;level;1
STATION;icon;star_shepards.png
STATION;filename;sector_95_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;2-1-1-4-8-0-3-1-5-3-3-8-0
STATION;interior_seed;4-3-45-9
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;26983.29
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;False
SERVICES;storage;True
SERVICES;fabricator;False
SERVICES;contracts;True
SERVICES;admin;False
// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Astrox Opera House;0.26,0.07;51000;Musical Entertainment;entertain_opera.png;Provide a private opera concert for your entire crew at the famous 'Astrox Opera House', drinks and food included. 26% Morale , 7% Loyalty bonus.
ENTERTAINMENT;BioSynth Wildlife Park;0.05,0.05;26000;Rest and Relaxation;entertain_park.png;A weekend package to the local wildlife BioSynth park for your entire crew, included petting zoo. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;Evening of Drinks;0.05,0.0;1500;Alcholic Drinks;entertain_bar.png;Pick up the tab for an evening of drinks for your crew, they earned it. 5% Morale Boost.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;3;1.00;npc_ship_data_(support_frigate_1).txt
MERC;7;1.30;npc_ship_data_(battle_shuttle_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Shortage: (2) Items ;108x860,106x801;27537;101554.90
ITEM;120;0;1.23;200.21
ITEM;600;4;0.56;4684.66
ITEM;42;45;1.21;150.27
ITEM;52;10;1.14;237.16
ITEM;2111;38;1.17;7390674.00
ITEM;62;36;0.56;381.15
ITEM;2129;18;0.74;4906390.00
ITEM;2117;43;0.74;5352426.00
ITEM;77;17;0.92;976.97
ITEM;164;33;0.96;17.23
ITEM;114;0;1.23;4.35
ITEM;113;0;1.33;11.60
ITEM;119;0;1.35;150.71
ITEM;693;18;0.97;5396.19
ITEM;703;38;0.67;5487.10
ITEM;710;42;0.68;6336.07
ITEM;117;0;1.31;85.23
ITEM;152;99;0.91;13.57
ITEM;2344;8;1.05;154.18
ITEM;156;52;0.68;15.38
ITEM;640;2;0.84;6644.66
ITEM;749;15;1.28;347309.40
ITEM;124;0;1.27;119.27
ITEM;122;0;1.30;252.09
ITEM;100;22;1.05;2.17
ITEM;408;9;1.15;15.24
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;55;1.19
SKILL;7;1.04
SKILL;56;0.90
SKILL;7;1.36
SKILL;58;1.13
SKILL;233;0.71
SKILL;230;1.63
SKILL;45;0.76
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
MISSION;151;120;190084;FABRICATE#7#2373#sector_20_station_0.txt#sector_41_station_0.txt#null#null#null#null;Produce a light container of <color='yellow'>7</color> <color='yellow'>Micro Processors</color> at the Medicore University fabricator in <color='cyan'>Cliffs of Drameria</color>;9;The Temple Faction has commissioned a production liaison, <i>Qedo Oume</i> at Mazu Starship. After an audit, <color='yellow'>7</color> items of <color='yellow'>Micro Processors</color> were deemed required. Head on over to <color='cyan'>Cliffs of Drameria</color> and manufacture these <color='yellow'>Micro Processors</color> at Medicore University.;22356;10719
MISSION;33;45;202098;TRANSPORT#16#1510#sector_14_station_0.txt#sector_0_station_0.txt#null#null#null#null;Transport <color='yellow'>16</color> units of <color='yellow'>Basic Engine Cores</color> from Imperium Republica  in <color='cyan'>Gate of Alpharis</color> to Biomate University in <color='cyan'>Void Starcross</color>;11;A Transport request has been posted by <i>Rastvo Wenbornine</i>. <color='yellow'>16</color> <color='yellow'>Basic Engine Cores</color> needs to be picked up at the storage facility at Imperium Republica  in <color='cyan'>Gate of Alpharis</color>. Once the medium shipment has been loaded, transport it to Biomate University in <color='cyan'>Void Starcross</color> where <i>Rastvo Wenbornine</i> will be waiting to receive it.;28942;6030
MISSION;63;45;616546;HARVEST#116#1#sector_0.txt#sector_77_station_0.txt#null#null#null#null;Extract special <color='yellow'>Special Adamyte Ore</color> in <color='cyan'>Void Starcross</color> and return to Lacuna Bandits in <color='cyan'>Ballast Crow</color> with minimum of <color='yellow'>116</color>;11;The Orthodox faction has reported that a special medium load of <color='yellow'>Special Adamyte Ore</color> has been scanned in the <color='cyan'>Void Starcross</color> system. <i>Jansed Binbino</i> is credited with the find, but His claim is currently invalid. Hurry up and harvest the <color='yellow'>Special Adamyte Ore</color> and return to Lacuna Bandits, in the <color='cyan'>Ballast Crow</color>.;28942;6030
MISSION;43;45;271909;SCAN_PILOT#sector_0_station_0.txt#sector_78.txt#Sir Dieas Feiqo#npc_ship_data_(VVS_Jaeger)#14#null#null#null;Recon <color='yellow'><i>Sir Dieas Feiqo</i></color> in <color='cyan'>Bitcola</color> and return to Biomate University in <color='cyan'>Void Starcross</color>;10;<i>Zaxi Daewoyo</i> is currently under contract to provide scan data records for a <color='yellow'><i>Sir Dieas Feiqo</i></color> located in the <color='cyan'>Bitcola</color>. After a recent injury, He has decided to sub-contract this task while in recovery. Head over to Biomate University in <color='cyan'>Void Starcross</color> with the scan data for <color='yellow'><i>Sir Dieas Feiqo</i></color> in <color='cyan'>Bitcola</color>.;37924;10719
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;1.07;ship_data_(support_escort_1).txt
SHIP;2;0.98;ship_data_(pirate_carrier_1).txt
SHIP;3;1.08;ship_data_(excavation_cruiser_1).txt
SHIP;4;1.08;ship_data_(transport_frigate_1).txt
SHIP;5;0.98;ship_data_(support_carrier_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>

