// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;The Dunes
STATION;type;Tavern Station
STATION;owner;Gorejid Foemepae
STATION;faction;Labor
STATION;material;station_material_Labor.png
STATION;color;1 , .80 , .7 , 1
STATION;level;4
STATION;icon;dunes_resort.png
STATION;filename;sector_4_station_0.txt
STATION;max_hp;25000
STATION;hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;2-3-1-2-0-0-9-1-5-2-0-4-0
STATION;interior_seed;4-6-0-7
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;13213.63
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;False
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;False
SERVICES;fabricator;True
SERVICES;contracts;False
SERVICES;admin;False
// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Pod Racing event;0.25,0.0;40000;Sport Racing Event;entertain_race.png;All expense paid trip to the weekly 'Astrox Pod Racing' (APR) event. 25% Morale Boost.
ENTERTAINMENT;Bottle of Whiskey;0.025,0.0;850;Whiskey;entertain_bar.png;Purchase a bottle of whiskey for each of your fleet members. 2.5% Morale bonus.
ENTERTAINMENT;Deathmatch League;0.15,0.08;68500;Sport Fighting Event;entertain_fight.png;Tickets to the Deathmatch League, where your entire fleet will enjoy a evening of bloodsport. 15% Morale , 8% Loyalty bonus.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;1;1.41;npc_ship_data_(battle_frigate_1).txt
MERC;2;1.05;npc_ship_data_(support_cruiser_1).txt
MERC;1;0.75;npc_ship_data_(pirate_carrier_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
SELLORDER;Market Stock: (1) Items ;2042x178;316477;44079.37
ITEM;1513;24;0.58;118569.00
ITEM;1653;0;1.32;353369.70
ITEM;1633;0;1.40;373369.70
ITEM;2128;61;0.55;1062527.00
ITEM;2116;131;0.95;1879420.00
ITEM;2122;20;0.72;1221040.00
ITEM;2241;13;0.96;2731158.00
ITEM;213;183;1.05;226.05
ITEM;600;2;1.09;8285.81
ITEM;42;80;0.94;117.75
ITEM;1624;0;1.35;866087.20
ITEM;1754;38;0.71;514360.00
ITEM;1644;0;1.25;671739.40
ITEM;1654;0;1.33;711739.40
ITEM;1634;0;1.26;676739.40
ITEM;62;7;0.73;469.11
ITEM;2117;9;0.59;4309026.00
ITEM;2123;72;0.54;3328246.00
ITEM;77;23;0.99;1028.66
ITEM;2341;29;0.72;305132.80
ITEM;3;280;1.01;21.04
ITEM;2049;40;0.74;4534.30
ITEM;154;95;1.15;54.62
ITEM;114;462;1.06;2.99
ITEM;21;220;1.19;45.83
ITEM;113;340;0.58;4.35
ITEM;216;246;0.70;208.80
ITEM;693;5;1.14;6168.44
ITEM;703;49;1.20;9055.81
ITEM;720;14;1.01;6622.13
ITEM;159;382;0.57;32.07
ITEM;725;77;1.15;18655.31
ITEM;710;3;1.04;9069.50
ITEM;2442;8;1.10;75717.98
ITEM;323;6;0.78;1564.60
ITEM;152;254;0.81;12.03
ITEM;156;20;0.99;21.12
ITEM;642;12;0.60;14871.27
ITEM;640;12;0.72;5695.81
ITEM;162;275;0.71;29.17
ITEM;744;77;0.89;245921.90
ITEM;749;35;0.82;228421.90
ITEM;754;29;1.02;278421.90
ITEM;1300;8;0.80;12511.63
ITEM;22;40;0.68;46.96
ITEM;2434;13;0.96;49014.38
ITEM;663;7;0.71;30151.14
ITEM;662;7;1.09;25375.89
ITEM;100;517;1.20;1.94
ITEM;408;11;0.69;9.48
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;64;0.84
SKILL;12;0.99
SKILL;44;0.58
SKILL;211;0.83
SKILL;220;1.10
SKILL;223;1.20
SKILL;54;1.06
SKILL;228;1.75
SKILL;33;1.95
SKILL;41;1.28
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
MISSION;132;45;650333;SALVAGE#123#23#sector_47.txt#sector_3_station_0.txt#null#null#null#null;Dismantle <color='yellow'>Special Metal Fragment</color> in <color='cyan'>Adrenal</color> and return with <color='yellow'>123</color> to Daemon Ammunitions in <color='cyan'>Starfort Ramos</color>;12;<i>Fonbin Becksed</i> has discovered a light cache of <color='yellow'>Special Metal Fragment</color> in <color='cyan'>Adrenal</color>. He is currently unable to dismantle the <color='yellow'>Special Metal Fragment</color>, and has requested a pilot to head over and salvage the <color='yellow'>123</color> <color='yellow'>Special Metal Fragment</color>. Once complete, head over and meet <i>Fonbin Becksed</i> at the Daemon Ammunitions station located in the <color='cyan'>Starfort Ramos</color>.;27564;15505
MISSION;62;45;392441;HARVEST#110#4#sector_18.txt#sector_0_station_3.txt#null#null#null#null;Excavate special <color='yellow'>Special Lokken Ore</color> in <color='cyan'>Gendaria</color> and return with <color='yellow'>110</color> to StarShepards Headquarters in <color='cyan'>Void Starcross</color>;12;<i>Xulgo Nortisoi</i> has discovered a light deposit of <color='yellow'>Special Lokken Ore</color> in <color='cyan'>Gendaria</color>. He is currently unable to mine the <color='yellow'>Special Lokken Ore</color>, and has requested a pilot to head over and harvest the <color='yellow'>110</color> <color='yellow'>Special Lokken Ore</color>. Once complete, head over and meet <i>Xulgo Nortisoi</i> at the StarShepards Headquarters station located in the <color='cyan'>Void Starcross</color>.;31526;13782
MISSION;102;120;574806;KILL_RECOVER#sector_0_station_5.txt#sector_5.txt#Overseer Fayou Ambordie#npc_ship_data_(VVS_Pigeon)#7#33#2039#null;Hijack and kill <color='yellow'><i>Overseer Fayou Ambordie</i></color> in <color='cyan'>Enoch Estates</color> and steal <color='yellow'>33</color> <color='yellow'>Fuel Injectors</color>. Return to Proctors Center in <color='cyan'>Void Starcross</color>;12;The Labor faction has been following an escaped fugitive named <color='yellow'><i>Overseer Fayou Ambordie</i></color>. He was recently seen around the <color='cyan'>Enoch Estates</color> system, but his exact location is unknown. <color='yellow'><i>Overseer Fayou Ambordie</i></color> is carrying some cargo that was taken from the security facility. Return the <color='yellow'>Fuel Injectors</color> by any means, and head back to Proctors Center in <color='cyan'>Void Starcross</color>.;26798;8039
MISSION;71;45;309828;ESCORT#sector_14_station_1.txt#sector_47_station_0.txt#Chairman Xayo Wemosna#npc_ship_data_(transport_shuttle_1)#19#null#null#null;<color='yellow'><i>Chairman Xayo Wemosna</i></color> requests an escort from Horizons in <color='cyan'>Gate of Alpharis</color> to Gunstellar in <color='cyan'>Adrenal</color>;13;The Astrox Security Patrol has posted a contract for the safe delivery of a <color='yellow'><i>Chairman Xayo Wemosna</i></color>, wanted for questioning in a non-violent incident a few cycles ago in the <color='cyan'>Gate of Alpharis</color> system. Escort <color='yellow'><i>Chairman Xayo Wemosna</i></color> from Horizons to Gunstellar in the <color='cyan'>Adrenal</color> system.;11375;5250
MISSION;40;45;688524;SCAN_PILOT#sector_0_station_0.txt#sector_78.txt#Colonel Salow Kinxega#npc_ship_data_(transport_escort_1)#8#null#null#null;Locate and scan <color='yellow'><i>Colonel Salow Kinxega</i></color> in <color='cyan'>Bitcola</color> and return to Biomate University in <color='cyan'>Void Starcross</color>;14;<i>Witso Ribaj</i> has requested a location verification on a recent employee. <color='yellow'><i>Colonel Salow Kinxega</i></color> is supposed to be running a survey in <color='cyan'>Bitcola</color>. Please verify the location of this pilot by scanning their ship and return to Biomate University in <color='cyan'>Void Starcross</color>.;8540;3500
MISSION;130;45;444479;SALVAGE#38#20#sector_35.txt#sector_56_station_0.txt#null#null#null#null;Salvage <color='yellow'>Special Junk Part</color> in <color='cyan'>Felishar</color> and return with <color='yellow'>38</color> to Transporteers in <color='cyan'>Hunu</color>;13;A local prospector, <i>Wajoh Vohea</i> of the Contractor faction has located a light quantity of special <color='yellow'>Special Junk Part</color> in the <color='cyan'>Felishar</color> sector. Head over there and salvage all of the special <color='yellow'>Special Junk Part</color>, and meet <i>Wajoh Vohea</i> back at Transporteers station located in the <color='cyan'>Hunu</color>.;8921;3375
MISSION;80;60;515953;RECOVER#357#157#sector_14.txt#sector_16_station_0.txt#null#null#null#null;Recover a light quantity of <color='yellow'>357</color> <color='yellow'>Metal Brackets</color> in <color='cyan'>Gate of Alpharis</color>, and return to Rendo Labs in <color='cyan'>Entropy</color>;12;The Labor faction has lost track of a light crate somewhere in the <color='cyan'>Gate of Alpharis</color> system. Head over there and recover the crate containing <color='yellow'>357</color> units of <color='yellow'>Metal Brackets</color>, and dock at the Rendo Labs in the <color='cyan'>Entropy</color> sector. <i>Cohom Namoledee</i> has been instructed to wait for the lost cargo at the Rendo Labs station.;7313;3375
MISSION;130;45;481796;SALVAGE#39#24#sector_41.txt#sector_0_station_1.txt#null#null#null#null;Salvage <color='yellow'>Special Electronic Fragment</color> in <color='cyan'>Volox</color> and return with <color='yellow'>39</color> to Lammassu Financial in <color='cyan'>Void Starcross</color>;12;A local prospector, <i>Wenfou Fabino</i> of the Labor faction has located a light quantity of special <color='yellow'>Special Electronic Fragment</color> in the <color='cyan'>Volox</color> sector. Head over there and salvage all of the special <color='yellow'>Special Electronic Fragment</color>, and meet <i>Wenfou Fabino</i> back at Lammassu Financial station located in the <color='cyan'>Void Starcross</color>.;8438;4500
MISSION;32;45;829038;TRANSPORT#9#1732#sector_41_station_0.txt#sector_0_station_5.txt#null#null#null#null;Move light cargo from Mazu Starship in <color='cyan'>Volox</color> and dock with <color='yellow'>9</color> <color='yellow'>Basic Missile Explosive Mods</color> at Proctors Center in <color='cyan'>Void Starcross</color>;13;<i>Komles Whooa</i> was unable to complete a large shipment from Mazu Starship to Proctors Center. A light shipment containing <color='yellow'>9</color> <color='yellow'>Basic Missile Explosive Mods</color> is located at the storage bay at Mazu Starship in <color='cyan'>Volox</color>. Retrieve the <color='yellow'>Basic Missile Explosive Mods</color> and transport them to Proctors Center in <color='cyan'>Void Starcross</color>.;18950;6891
MISSION;121;45;615964;CHAT_PILOT#sector_15_station_0.txt#sector_78.txt#Miner Farmole Mefimes#npc_ship_data_(ATC_Supremacy)#18#missions_debt_collection.txt#0#null;Chat with <color='yellow'><i>Miner Farmole Mefimes</i></color> about his debt in <color='cyan'>Bitcola</color> and return to Crystalis Broadcasting in <color='cyan'>Jermicus</color>;13;<i>Arstad Zetadacoo</i> has requested that debt be collected from <color='yellow'><i>Miner Farmole Mefimes</i></color>. After 3 payments to the Contractor faction for transport fines, <color='yellow'><i>Miner Farmole Mefimes</i></color> has refused to make any further payments. Last known sighting of <color='yellow'><i>Miner Farmole Mefimes</i></color> was in the vicinity of the <color='cyan'>Bitcola</color> system. Have a chat with them, collect the debt, and return to the Crystalis Broadcasting in the <color='cyan'>Jermicus</color> system to deliver the payment.;14945;6125
MISSION;90;90;621663;KILL_PILOT#sector_41_station_0.txt#sector_15.txt#Czar Faejel Sipar#npc_ship_data_(kj_frigate_1)#3#null#null#null;Hunt down a low level <color='yellow'><i>Czar Faejel Sipar</i></color> in <color='cyan'>Jermicus</color> and return to Mazu Starship in <color='cyan'>Volox</color>;12;<i>Risvo Aoheadue</i> has put out a kill contract for <color='yellow'><i>Czar Faejel Sipar</i></color>. Wanted for capital crimes against the Labor faction for raiding multiple transports. Last known sighting of <color='yellow'><i>Czar Faejel Sipar</i></color> was in the vicinity of the <color='cyan'>Jermicus</color> system. After <color='yellow'><i>Czar Faejel Sipar</i></color> is dispatched, return to the Mazu Starship in the <color='cyan'>Volox</color> system to collect the bounty payment.;12810;5250
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;0.8905023;ship_data_(StinVec_SOLV_B_EDN1_StellarDragon).txt
SHIP;1;0.93;ship_data_(battle_utility_1).txt
SHIP;2;1.01;ship_data_(excavation_utility_1).txt
SHIP;3;1.04;ship_data_(support_shuttle_1).txt
SHIP;4;0.98;ship_data_(pirate_carrier_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>


