// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;1
STATION;name;StarShepards Headquarters
STATION;type;Worship Center
STATION;owner;Temple Of the Void
STATION;faction;Temple
STATION;material;station_material_Temple.png
STATION;color; 1.0 , 0.0 , 1.0 , 1.0
STATION;level;9
STATION;icon;star_shepards.png
STATION;filename;sector_0_station_3.txt
STATION;max_hp;25000
STATION;dockfee;25
STATION;lease;1
STATION;seed;2-2-0-1-4-0-4-1-3-0-0-4-1-3-6-1-5-1-1-3-1-3-0
STATION;interior_seed;3-3-15-3
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;1270.047
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;True
SERVICES;admin;True
// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Pod Racing event;0.25,0.0;40000;Sport Racing Event;entertain_race.png;All expense paid trip to the weekly 'Astrox Pod Racing' (APR) event. 25% Morale Boost.
ENTERTAINMENT;Astrox Opera House;0.26,0.07;51000;Musical Entertainment;entertain_opera.png;Provide a private opera concert for your entire crew at the famous 'Astrox Opera House', drinks and food included. 26% Morale , 7% Loyalty bonus.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;1;1.63;npc_ship_data_(support_shuttle_1).txt
MERC;3;1.63;npc_ship_data_(support_escort_1).txt
MERC;9;1.93;npc_ship_data_(support_utility_1).txt
MERC;12;1.23;npc_ship_data_(support_utility_2).txt
MERC;15;1.47;npc_ship_data_(support_frigate_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Shortage: (1) Items ;404x122;332.00;11763.15
ITEM;1701;34;0.62;18718.36
ITEM;2295;54;0.90;308620.30
ITEM;1700;10;1.16;32218.36
ITEM;2113;289;1.13;52866.84
ITEM;1055;69;1.19;9231.14
ITEM;2119;437;0.79;32155.70
ITEM;2177;46;0.67;55911.41
ITEM;1560;56;0.87;26965.83
ITEM;736;120;1.06;297183.60
ITEM;1610;24;0.83;16298.48
ITEM;1590;79;0.86;19774.69
ITEM;1785;99;0.78;455244.90
ITEM;208;11;0.80;147.82
ITEM;8;25;1.23;316.68
ITEM;115;1004;1.24;37.96
ITEM;664;6;0.98;72790.63
ITEM;665;10;0.95;123938.00
ITEM;668;39;1.06;731959.60
ITEM;727;31;1.09;18281.02
ITEM;311;0;1.40;243.47
ITEM;729;25;1.18;19631.02
ITEM;116;225;1.19;75.84
ITEM;109;283;0.63;3.40
ITEM;353;9;0.70;3621.36
ITEM;406;3;1.17;1.43
ITEM;403;0;1.55;2.30
ITEM;101;674;1.09;2.19
ITEM;168;595;1.06;30.84
ITEM;623;27;1.19;49473.64
ITEM;606;28;1.08;243028.10
ITEM;110;574;0.81;15.07
ITEM;605;34;0.54;76832.23
ITEM;603;31;0.89;38218.84
ITEM;325;6;0.57;225.66
ITEM;404;0;1.16;1.77
ITEM;300;82;0.80;92.46
ITEM;1779;87;1.14;697873.70
ITEM;301;8;0.73;21.73
ITEM;2030;335;0.96;1488.17
ITEM;332;17;0.55;1890.04
ITEM;2413;76;0.92;15768.77
ITEM;28;668;0.66;1155.43
ITEM;666;24;0.87;200805.50
ITEM;661;34;1.21;16399.50
ITEM;108;190;1.03;15.49
ITEM;2002;48;0.62;229.32
ITEM;2003;126;0.70;279.21
ITEM;628;42;0.54;411771.20
ITEM;660;30;0.68;5661.14
ITEM;2416;54;0.61;14783.55
ITEM;112;876;0.69;27.25
ITEM;2004;245;1.13;466.49
ITEM;7;473;0.99;158.02
ITEM;1478;84;1.05;552531.70
ITEM;643;28;0.63;28464.68
ITEM;2036;78;1.02;2781.66
ITEM;11;569;0.94;150.96
ITEM;24;2;0.97;192.71
ITEM;2387;8;0.65;3174.90
ITEM;738;135;1.20;1345344.00
ITEM;27;253;0.85;843.39
ITEM;322;19;0.91;686.94
ITEM;151;624;0.83;11.60
ITEM;204;697;0.54;72.70
ITEM;2038;708;0.74;2545.41
ITEM;343;68;1.16;8014.87
ITEM;341;74;1.21;7059.68
ITEM;324;8;0.51;1594.92
ITEM;1002;10;0.88;2017.47
ITEM;1052;45;0.69;1801.22
ITEM;2124;229;0.79;10106.08
ITEM;2160;3;0.52;12974.69
ITEM;2112;-99;1.01;13664.81
ITEM;2112;226;0.77;10724.81
ITEM;1050;39;0.57;1397.47
ITEM;2118;24;0.99;11187.34
ITEM;1054;11;1.07;2876.96
ITEM;2130;69;1.23;16304.81
ITEM;2006;672;1.09;546.52
ITEM;123;1095;1.19;131.04
ITEM;313;0;1.25;505.43
ITEM;2;748;1.10;14.19
ITEM;2041;387;1.06;3016.13
ITEM;604;44;1.03;76073.23
ITEM;405;0;1.40;2.10
ITEM;2042;307;0.94;2982.83
ITEM;648;20;0.91;639597.60
ITEM;602;9;1.03;24840.95
ITEM;2007;847;0.90;507.44
ITEM;2389;54;0.64;3792.17
ITEM;2008;877;0.59;389.99
ITEM;673;160;0.97;79108.88
ITEM;675;25;0.65;42208.38
ITEM;731;41;1.19;217591.20
ITEM;759;11;1.03;191191.20
ITEM;679;8;0.64;62267.48
ITEM;671;99;0.73;54234.81
ITEM;2044;221;1.04;3946.93
ITEM;102;443;0.70;2.58
ITEM;627;35;1.17;456967.50
ITEM;331;24;0.56;148.49
ITEM;646;40;0.66;158582.90
ITEM;1521;51;1.03;46349.38
ITEM;1531;46;0.66;39436.72
ITEM;746;50;1.12;56193.05
ITEM;1641;9;0.73;42936.72
ITEM;621;2;0.64;9417.00
ITEM;1631;68;1.06;59436.71
ITEM;1541;33;0.53;30301.78
ITEM;730;50;0.84;43593.05
ITEM;2126;329;0.74;117062.00
ITEM;1205;51;1.00;55307.98
ITEM;1162;10;1.12;33653.39
ITEM;2114;1;0.99;164454.00
ITEM;751;88;1.07;53943.05
ITEM;2120;433;0.87;122345.00
ITEM;1561;34;1.12;67431.66
ITEM;1611;23;0.61;25116.97
ITEM;1501;33;0.90;43206.84
ITEM;305;49;0.74;202.59
ITEM;2045;136;0.61;2744.25
ITEM;105;1210;0.86;7.65
ITEM;2009;76;1.07;715.48
ITEM;2010;479;1.24;623.64
ITEM;2011;226;0.68;405.33
ITEM;20;105;0.77;18.87
ITEM;219;91;0.98;280.65
ITEM;304;28;0.78;685.73
ITEM;742;104;0.78;90873.44
ITEM;747;88;0.61;73873.44
ITEM;2012;435;0.73;473.43
ITEM;677;93;0.70;37095.30
ITEM;733;106;1.09;121873.40
ITEM;2451;38;0.67;255595.00
ITEM;2046;820;1.24;5593.05
ITEM;211;112;0.82;154.98
ITEM;2014;384;0.97;732.94
ITEM;752;172;0.78;90873.44
ITEM;2469;84;1.19;421995.00
ITEM;758;114;0.63;75873.44
ITEM;712;139;0.71;60388.88
ITEM;209;283;0.67;107.83
ITEM;691;25;0.25;3029.88
ITEM;692;9;0.25;2272.41
ITEM;690;29;0.74;6081.14
ITEM;2182;50;1.00;141091.80
ITEM;4;176;1.11;38.95
ITEM;104;1046;1.23;5.07
ITEM;166;712;1.05;68.91
ITEM;350;86;1.14;8273.58
ITEM;320;62;0.85;1389.69
ITEM;352;85;1.07;10774.48
ITEM;680;66;1.15;34525.83
ITEM;672;89;0.75;21190.25
ITEM;674;25;0.35;8545.21
ITEM;676;103;0.67;11943.72
ITEM;750;155;1.05;17681.02
ITEM;670;25;0.63;15835.00
ITEM;23;831;0.76;91.69
ITEM;2481;2;0.93;677590.00
ITEM;2015;596;0.95;791.56
ITEM;25;482;0.59;214.31
ITEM;321;48;1.22;3447.91
ITEM;121;1142;1.19;52.66
ITEM;106;92;0.54;6.21
ITEM;601;32;1.06;14562.00
ITEM;150;156;0.63;8.35
ITEM;303;82;1.00;1031.53
ITEM;342;76;1.12;4977.96
ITEM;107;736;0.53;7.34
ITEM;644;43;0.89;66881.95
ITEM;206;215;0.54;87.97
ITEM;407;16;0.90;5.66
ITEM;103;1042;0.60;1.57
ITEM;330;72;0.63;1155.93
ITEM;607;42;1.21;471041.80
ITEM;6;88;0.64;65.81
ITEM;118;558;1.13;6.76
ITEM;170;823;1.02;77.54
ITEM;1025;72;1.06;392446.40
ITEM;1114;52;0.57;230678.80
ITEM;2146;86;0.79;1516544.00
ITEM;1633;82;1.22;269746.90
ITEM;1174;5;0.77;323679.20
ITEM;1543;80;0.51;117527.10
ITEM;1072;49;1.18;432062.90
ITEM;2128;357;0.70;1367982.00
ITEM;2116;352;0.53;1186216.00
ITEM;2122;-99;0.68;1213607.00
ITEM;2122;440;0.76;1333657.00
ITEM;1563;71;0.98;239486.60
ITEM;600;42;0.53;4611.14
ITEM;1524;26;0.70;265195.00
ITEM;1754;82;0.87;639190.00
ITEM;1772;0;1.35;1863744.00
ITEM;1767;0;1.23;1823859.00
ITEM;1777;0;1.35;1754027.00
ITEM;1762;0;1.22;1916182.00
ITEM;2247;78;0.99;5584722.00
ITEM;1514;51;0.69;288194.50
ITEM;1005;57;0.96;1258012.00
ITEM;2111;209;0.65;4499065.00
ITEM;2282;67;0.78;4361925.00
ITEM;1006;59;1.25;1737929.00
ITEM;1051;88;1.06;1248692.00
ITEM;2123;206;0.72;4457713.00
ITEM;1405;9;0.52;1362910.00
ITEM;1614;43;0.52;176455.80
ITEM;77;353;0.54;634.78
ITEM;1787;86;0.63;9502881.00
ITEM;402;755;0.57;10061.78
ITEM;3;885;1.04;22.28
ITEM;2049;231;0.94;5812.69
ITEM;164;673;0.84;15.61
ITEM;114;1060;1.03;3.00
ITEM;21;259;0.78;32.44
ITEM;113;808;1.05;7.60
ITEM;119;875;0.82;78.56
ITEM;722;163;0.51;3832.41
ITEM;216;114;1.04;307.47
ITEM;693;25;0.25;1893.67
ITEM;703;151;0.91;7271.14
ITEM;217;15;0.85;283.23
ITEM;723;49;1.11;7432.41
ITEM;755;110;1.22;8092.41
ITEM;725;68;0.79;13781.02
ITEM;626;14;0.63;152551.10
ITEM;608;4;0.98;682699.90
ITEM;323;89;0.84;1734.81
ITEM;1450;44;0.54;7021.71
ITEM;2186;35;1.20;69758.55
ITEM;117;976;1.01;54.57
ITEM;156;540;0.81;18.30
ITEM;2400;48;0.88;9852.31
ITEM;625;35;0.54;76832.23
ITEM;642;19;1.14;27199.13
ITEM;340;17;0.85;1446.96
ITEM;640;33;1.18;9161.14
ITEM;645;8;0.52;74534.39
ITEM;162;182;1.07;43.51
ITEM;647;14;0.81;330299.30
ITEM;744;101;0.92;262183.60
ITEM;749;132;0.85;244683.60
ITEM;734;59;1.00;282183.60
ITEM;754;154;1.09;304683.60
ITEM;124;146;0.96;75.13
ITEM;2402;74;1.20;10594.00
ITEM;2021;703;0.95;946.14
ITEM;5;859;0.73;44.55
ITEM;1300;18;0.63;10622.28
ITEM;333;66;0.91;7841.15
ITEM;22;191;0.57;42.41
ITEM;624;25;0.92;68851.51
ITEM;663;33;0.68;30340.48
ITEM;662;22;0.66;16908.89
ITEM;100;773;0.73;1.29
ITEM;26;464;1.16;653.25
ITEM;408;59;0.69;9.91
ITEM;9;695;0.76;341.77
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;234;1.04
SKILL;212;1.93
SKILL;102;1.66
SKILL;225;1.15
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
MISSION;131;45;384109;SALVAGE#54#20#sector_3.txt#sector_77_station_0.txt#null#null#null#null;Salvage <color='yellow'>Special Junk Part</color> in <color='cyan'>Starfort Ramos</color> and return with <color='yellow'>54</color> to Lacuna Bandits in <color='cyan'>Ballast Crow</color>;11;While collecting some junk in the <color='cyan'>Starfort Ramos</color> system, <i>Ciecoo Moyi</i> discovered a light haul of <color='yellow'>54</color> <color='yellow'>Special Junk Part</color>. Unable to collect the material alone, <i>Ciecoo Moyi</i> has requested that a capable pilot salvage the <color='yellow'>Special Junk Part</color> and drop it off at the Lacuna Bandits station located in the <color='cyan'>Ballast Crow</color>.;7927;1969
MISSION;50;30;997752;SCAN_STRUCTURE#sector_95_station_0.txt#sector_1.txt#Shlick Diamond's#structure_raider_hideout.txt#1#null#null#null;Locate and scan the <color='yellow'>Shlick Diamond's</color> structure in <color='cyan'>Dellis Primeria</color> and return to Star Shepards Hub in <color='cyan'>Temple Gates</color>;9;A recent construction permit was delivered by the Temple faction. They are demanding a survey of a new structure that has been constructed by <i>Leiimes Qujag</i>. Scan the <color='yellow'>Shlick Diamond's</color> structure and return back to the Star Shepards Hub located in the <color='cyan'>Temple Gates</color> with the survey data. Once the data is verified, payment will be rendered.;4636;1500
MISSION;60;45;840632;HARVEST#72#1#sector_96.txt#sector_0_station_2.txt#null#null#null#null;Harvest special <color='yellow'>Special Adamyte Ore</color> in <color='cyan'>Arch of Mori</color> and return with <color='yellow'>72</color> ore to StarGypsy Warehouse in <color='cyan'>Void Starcross</color>;10;A local prospector, <i>Leitel Yanpae</i> of the Missionary faction has located a light quantity of special <color='yellow'>Special Adamyte Ore</color> in the <color='cyan'>Arch of Mori</color> sector. Head over there and harvest all of the special <color='yellow'>Special Adamyte Ore</color>, and meet <i>Leitel Yanpae</i> back at StarGypsy Warehouse station located in the <color='cyan'>Void Starcross</color>.;5216;1688
MISSION;81;60;729883;RECOVER#4#8#sector_3.txt#sector_0_station_3.txt#null#null#null#null;Locate a light <color='yellow'>Crate</color> in the <color='cyan'>Starfort Ramos</color> sector, and return to StarShepards Headquarters in <color='cyan'>Void Starcross</color>;9;<i>Bornine Renojid</i> has lost track of a shipment crate from his last haul. It has been reported found in <color='cyan'>Starfort Ramos</color>. In an effort to save time, <i>Bornine Renojid</i> has sub-contracted the task of returning the light shipment to StarShepards Headquarters in <color='cyan'>Void Starcross</color>. The Temple faction is aware of the situation and has sent a representative to StarShepards Headquarters.;7927;1969
MISSION;150;120;310872;FABRICATE#3#2444#sector_15_station_0.txt#sector_56_station_1.txt#null#null#null#null;Dock at the Crystalis Broadcasting station fabricator in <color='cyan'>Jermicus</color> and manufacture a light shipment of <color='yellow'>3</color> <color='yellow'>Weapon Systems Packages</color>;9;<i>Xulbast Xulro</i> runs a Temple production company at ValueStar. After having some issues with a manufacturing plant, <color='yellow'>3</color> items of <color='yellow'>Weapon Systems Packages</color> were marked as low supply. Head on over to <color='cyan'>Jermicus</color> and fabricate these <color='yellow'>Weapon Systems Packages</color> at Crystalis Broadcasting.;9821;3500
MISSION;71;45;915057;ESCORT#sector_0_station_5.txt#sector_56_station_0.txt#Privateer Lasea Mosbel#npc_ship_data_(freighter_4)#8#null#null#null;<color='yellow'><i>Privateer Lasea Mosbel</i></color> requests an escort from Proctors Center in <color='cyan'>Void Starcross</color> to Transporteers in <color='cyan'>Hunu</color>;9;The Astrox Security Patrol has posted a contract for the safe delivery of a <color='yellow'><i>Privateer Lasea Mosbel</i></color>, wanted for questioning in a non-violent incident a few cycles ago in the <color='cyan'>Void Starcross</color> system. Escort <color='yellow'><i>Privateer Lasea Mosbel</i></color> from Proctors Center to Transporteers in the <color='cyan'>Hunu</color> system.;6300;1750
MISSION;50;30;663046;SCAN_STRUCTURE#sector_97_station_0.txt#sector_77.txt#Medical Facility#structure_medical_1.txt#1#null#null#null;Locate and scan the <color='yellow'>Medical Facility</color> structure in <color='cyan'>Ballast Crow</color> and return to Temple of the Void in <color='cyan'>Valley of Truths</color>;9;A recent construction permit was delivered by the Temple faction. They are demanding a survey of a new structure that has been constructed by <i>Ouze Johves</i>. Scan the <color='yellow'>Medical Facility</color> structure and return back to the Temple of the Void located in the <color='cyan'>Valley of Truths</color> with the survey data. Once the data is verified, payment will be rendered.;5358;1000
MISSION;60;45;944674;HARVEST#70#1#sector_3.txt#sector_95_station_0.txt#null#null#null#null;Harvest special <color='yellow'>Special Adamyte Ore</color> in <color='cyan'>Starfort Ramos</color> and return with <color='yellow'>70</color> ore to Star Shepards Hub in <color='cyan'>Temple Gates</color>;10;A local prospector, <i>Bidbaz Covofa</i> of the Missionary faction has located a light quantity of special <color='yellow'>Special Adamyte Ore</color> in the <color='cyan'>Starfort Ramos</color> sector. Head over there and harvest all of the special <color='yellow'>Special Adamyte Ore</color>, and meet <i>Bidbaz Covofa</i> back at Star Shepards Hub station located in the <color='cyan'>Temple Gates</color>.;4941;1125
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;1.1;ship_data_(support_shuttle_1).txt
SHIP;1;1.1;ship_data_(support_escort_1).txt
SHIP;1;1.1;ship_data_(support_escort_2).txt
SHIP;4;1.02;ship_data_(support_utility_1).txt
SHIP;4;1.02;ship_data_(support_utility_2).txt
SHIP;4;1.02;ship_data_(support_frigate_1).txt
</HANGAR>
// OFFICES;office_name;npc_name;faction_id;faction_req;level;img;scripting_file;scripting_id;
<OFFICE>
OFFICE;(Tutorial Office) Camera Basics;Ratamaq Guru;1;0.0;26;station.png;male_2.png;accessory_18.png;tutorial_camera_basics.txt;2
OFFICE;(Tutorial Office) Navigation Basics;Arji Darn;1;0.0;26;station.png;male_3.png;accessory_18.png;tutorial_navigation_basics.txt;2
OFFICE;(Tutorial Office) Life Support Basics;Carter Burke;1;0.0;26;station.png;male_4.png;accessory_19.png;tutorial_life_support.txt;2
OFFICE;(Tutorial Office) Basic Drones;Daniel Traek;1;0.0;43;station.png;male_4.png;accessory_17.png;tutorial_drones.txt;2
</OFFICE>
// STORAGE;item_id;Qty;0
<STORAGE>

