// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Medicore University
STATION;type;Academic University
STATION;owner;Horebac Lockigalewhi
STATION;faction;Alpha
STATION;material;station_material_Alpha.png
STATION;color;1 , .46, .19, 1
STATION;level;9
STATION;icon;ad_image_8.png
STATION;filename;sector_20_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;3-0-0-1-1-1-0-1-2-8-2-2-0-3-3-3-7-90
STATION;interior_seed;4-1-0-2
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;55466.3
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;False
SERVICES;admin;False
// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Live Music Concert;0.20,0.07;25000;Musical Entertainment;entertain_show.png;Your crew is treated to an 'all expenses paid' night at a music venue of their choosing. 20% Morale , 7% Loyalty bonus.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;4;0.86;npc_ship_data_(pirate_shuttle_1).txt
MERC;7;1.45;npc_ship_data_(pirate_carrier_1).txt
MERC;9;1.59;npc_ship_data_(battle_frigate_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Shortage: (2) Items ;406x226,406x281;614;117123.80
ITEM;625;28;1.22;143775.90
ITEM;117;946;0.97;47.99
ITEM;323;68;1.06;1954.48
ITEM;608;40;0.99;628924.00
ITEM;626;35;0.59;124938.70
ITEM;725;98;1.13;17421.00
ITEM;755;57;0.62;3908.40
ITEM;2466;34;1.03;42456.00
ITEM;723;165;1.14;7028.40
ITEM;215;675;0.57;143.83
ITEM;217;525;1.16;344.77
ITEM;720;27;1.11;6848.40
ITEM;693;104;0.97;5007.00
ITEM;216;701;0.83;226.62
ITEM;2016;404;0.65;550.01
ITEM;722;28;0.92;5708.40
ITEM;119;886;1.19;101.14
ITEM;113;238;0.63;4.27
ITEM;2440;29;0.85;72633.53
ITEM;21;241;1.25;45.75
ITEM;114;79;1.10;2.93
ITEM;154;264;1.01;45.74
ITEM;726;178;1.00;15471.00
ITEM;3;525;0.54;10.89
ITEM;77;383;0.75;741.72
ITEM;2123;-99;1.15;6204935.00
ITEM;2123;152;1.02;5522151.00
ITEM;2117;189;1.10;7130790.00
ITEM;1165;63;0.68;822009.20
ITEM;1634;7;0.62;260560.00
ITEM;1115;40;0.95;1133989.00
ITEM;2111;313;0.87;5207754.00
ITEM;1005;9;0.74;891338.10
ITEM;1654;31;1.17;480560.00
ITEM;1514;7;0.62;229292.80
ITEM;1754;74;1.10;724096.00
ITEM;1624;69;0.78;389472.00
ITEM;1524;74;0.63;211648.00
ITEM;52;166;0.65;129.36
ITEM;42;344;0.68;81.04
ITEM;600;16;0.55;4069.80
ITEM;1593;1;0.86;142624.00
ITEM;2261;52;1.09;1937779.00
ITEM;2122;421;0.61;962500.90
ITEM;2128;375;0.72;1240327.00
ITEM;1072;41;0.66;228257.40
ITEM;1543;63;0.85;162177.60
ITEM;1026;10;0.55;174492.70
ITEM;1174;62;0.57;216594.20
ITEM;2281;49;0.59;1491360.00
ITEM;1114;13;0.90;307490.50
ITEM;2246;63;0.97;2499495.00
ITEM;1623;46;1.16;285936.00
ITEM;118;220;0.63;3.55
ITEM;6;759;0.53;48.06
ITEM;607;2;1.01;366422.80
ITEM;330;8;0.73;1159.99
ITEM;103;231;0.57;1.30
ITEM;407;19;1.05;7.45
ITEM;644;26;1.12;75591.71
ITEM;107;868;0.53;6.26
ITEM;342;11;0.66;2756.20
ITEM;303;57;0.65;622.72
ITEM;150;133;0.77;8.82
ITEM;601;35;1.09;13737.15
ITEM;106;694;0.93;8.93
ITEM;121;999;1.00;41.18
ITEM;321;74;0.57;1537.42
ITEM;212;807;0.58;109.86
ITEM;25;108;0.84;259.83
ITEM;2015;550;1.24;932.94
ITEM;728;1;1.06;16371.00
ITEM;160;556;0.83;25.84
ITEM;23;204;0.92;98.16
ITEM;157;192;0.73;16.32
ITEM;214;228;1.12;250.34
ITEM;711;51;0.71;17793.60
ITEM;670;75;1.23;26489.40
ITEM;678;14;1.04;28927.80
ITEM;2473;17;1.09;89712.00
ITEM;756;94;1.04;16071.00
ITEM;750;25;0.54;8571.00
ITEM;674;4;1.26;23245.20
ITEM;740;139;0.99;15321.00
ITEM;680;101;1.00;27847.80
ITEM;352;41;0.67;6304.33
ITEM;320;5;1.06;1549.66
ITEM;350;60;0.70;4769.55
ITEM;203;409;0.91;93.04
ITEM;2430;44;0.96;49018.78
ITEM;2048;259;0.58;3023.01
ITEM;104;0;0.54;2.13
ITEM;2347;18;0.60;111.76
ITEM;4;678;0.52;17.34
ITEM;2350;89;0.50;125.41
ITEM;1460;9;0.94;24285.00
ITEM;700;105;0.64;6042.60
ITEM;692;58;1.14;7028.40
ITEM;701;66;0.71;6672.60
ITEM;2429;53;1.23;56698.67
ITEM;2047;555;1.13;5220.39
ITEM;2372;1;0.90;1257.39
ITEM;209;456;0.63;89.29
ITEM;758;119;1.16;119140.00
ITEM;752;120;1.22;125140.00
ITEM;2014;137;1.15;788.09
ITEM;733;75;1.04;107140.00
ITEM;677;57;0.67;31563.00
ITEM;2457;87;0.78;259648.00
ITEM;304;30;0.82;642.47
ITEM;219;43;0.95;248.42
ITEM;20;165;0.64;14.10
ITEM;2011;694;0.73;381.61
ITEM;2009;439;1.11;681.26
ITEM;105;771;0.89;7.13
ITEM;2045;669;1.00;3831.45
ITEM;305;73;1.22;291.83
ITEM;1064;79;1.26;37967.16
ITEM;757;130;1.15;53163.00
ITEM;2120;35;1.12;141046.50
ITEM;1060;42;1.24;31149.30
ITEM;751;89;1.13;52263.00
ITEM;1162;51;1.15;31838.73
ITEM;2126;275;0.57;81038.65
ITEM;1062;75;1.10;30491.23
ITEM;730;25;0.82;38313.00
ITEM;2102;28;0.88;111646.50
ITEM;1014;2;1.20;30169.30
ITEM;1112;49;0.93;25909.73
ITEM;1013;4;0.74;20789.23
ITEM;621;5;0.89;11287.15
ITEM;2289;82;1.00;618840.00
ITEM;746;8;1.22;56313.00
ITEM;741;126;0.64;30213.00
ITEM;646;29;1.19;245574.70
ITEM;331;38;0.55;125.35
ITEM;627;1;1.14;412164.10
ITEM;102;666;0.58;1.90
ITEM;679;76;0.56;47903.40
ITEM;753;6;0.82;140481.00
ITEM;675;81;0.57;32475.60
ITEM;681;128;1.03;85973.40
ITEM;2008;383;0.91;510.80
ITEM;602;44;0.63;14179.09
ITEM;648;28;0.75;481144.70
ITEM;405;68;1.12;1.27
ITEM;604;2;0.91;61804.79
ITEM;2;641;0.68;8.22
ITEM;313;63;1.17;353.25
ITEM;123;1169;0.83;85.60
ITEM;2130;138;1.17;14416.80
ITEM;2118;441;0.70;7314.00
ITEM;1050;53;0.59;1242.80
ITEM;2112;298;0.89;11056.80
ITEM;1003;43;1.07;2643.36
ITEM;2136;84;0.83;8614.00
ITEM;2148;87;0.75;20628.96
ITEM;1200;58;0.59;2485.60
ITEM;1052;68;1.15;2599.08
ITEM;2100;12;0.78;8114.00
ITEM;1002;27;1.19;2442.80
ITEM;1170;126;0.81;2019.36
ITEM;1170;-99;0.81;2019.36
ITEM;735;85;0.92;7135500.00
ITEM;324;21;0.85;2200.86
ITEM;2040;780;0.53;1294.93
ITEM;341;46;0.71;3909.70
ITEM;343;64;1.19;7596.11
ITEM;2343;15;0.88;110.28
ITEM;322;7;0.91;622.57
ITEM;27;17;1.04;923.24
ITEM;702;86;1.12;11514.00
ITEM;738;35;0.77;811417.50
ITEM;2005;208;0.67;285.93
ITEM;24;295;1.11;200.19
ITEM;11;385;0.52;77.89
ITEM;2419;33;0.78;21613.26
ITEM;643;31;1.02;39444.32
ITEM;7;360;0.59;87.77
ITEM;112;507;1.20;40.98
ITEM;2416;78;1.16;23842.30
ITEM;2034;643;0.67;1403.67
ITEM;660;33;0.78;5679.80
ITEM;628;11;0.67;431885.00
ITEM;108;902;0.57;8.04
ITEM;2033;127;0.98;1840.05
ITEM;661;12;0.55;7122.15
ITEM;666;11;1.09;225468.70
ITEM;2032;451;0.90;1540.46
ITEM;28;458;1.20;1803.89
ITEM;2031;16;1.11;1716.16
ITEM;332;18;0.60;1758.23
ITEM;301;76;1.03;26.85
ITEM;1778;20;0.83;491047.10
ITEM;300;24;0.72;74.80
ITEM;2363;40;0.72;558.29
ITEM;200;628;1.09;83.26
ITEM;404;7;0.65;0.75
ITEM;325;51;1.20;397.69
ITEM;603;39;0.75;29315.00
ITEM;605;28;0.53;64500.37
ITEM;110;1281;0.89;14.79
ITEM;606;4;1.19;245574.70
ITEM;623;36;0.93;36067.88
ITEM;101;368;0.69;1.30
ITEM;403;71;0.92;1.05
ITEM;406;0;2.50;3.48
ITEM;353;60;1.25;5599.40
ITEM;109;660;0.60;2.83
ITEM;116;551;0.68;40.91
ITEM;729;130;1.16;17871.00
ITEM;311;8;0.64;85.74
ITEM;727;87;1.05;16221.00
ITEM;668;30;0.68;438042.40
ITEM;665;4;0.64;77138.48
ITEM;664;26;1.19;80187.36
ITEM;115;778;0.78;22.50
ITEM;8;272;1.28;305.65
ITEM;2173;19;0.79;10924700.00
ITEM;208;601;0.69;114.82
ITEM;400;803;1.12;1842.24
ITEM;2326;37;0.89;5528400.00
ITEM;1785;55;0.62;325700.00
ITEM;2131;-99;0.96;41638.80
ITEM;2131;306;0.86;37438.80
ITEM;1059;74;0.90;7823.76
ITEM;2208;22;0.72;189352.80
ITEM;1500;41;0.52;11579.40
ITEM;1610;59;0.85;14983.80
ITEM;736;53;1.09;280350.00
ITEM;2119;52;0.90;32599.00
ITEM;2113;99;0.63;27778.80
ITEM;2295;72;0.76;237420.00
ITEM;1701;81;1.15;29535.00
ITEM;1201;59;0.64;9399.60
ITEM;1730;54;0.73;19035.00
ITEM;60;88;0.67;78.91
ITEM;1712;15;1.22;31285.00
ITEM;1630;39;0.51;13535.00
ITEM;1111;53;1.13;8942.78
ITEM;312;1;0.64;47.41
ITEM;620;23;1.23;8829.80
ITEM;1650;52;1.07;27535.00
ITEM;1570;66;0.58;15896.40
ITEM;2319;38;0.80;3093117.00
ITEM;1750;87;0.75;31256.00
ITEM;2029;146;0.93;1807.52
ITEM;1530;34;1.07;27535.00
ITEM;1722;58;0.65;17035.00
ITEM;50;398;0.74;28.93
ITEM;40;297;0.76;17.81
ITEM;169;92;1.22;88.52
ITEM;167;779;1.00;66.33
ITEM;153;871;0.69;10.56
ITEM;351;48;0.76;4385.08
ITEM;302;66;0.79;37.41
ITEM;2409;12;1.08;17268.93
ITEM;2027;618;0.70;1136.45
ITEM;111;919;0.60;14.59
ITEM;163;709;0.73;30.40
ITEM;310;49;0.74;105.39
ITEM;667;33;1.17;422719.80
ITEM;401;400;0.82;4086.72
ITEM;76;264;1.07;464.66
ITEM;2024;473;0.87;1052.29
ITEM;737;5;0.91;529537.50
ITEM;1602;5;0.56;42580.80
ITEM;2121;302;1.14;502237.80
ITEM;641;14;1.27;15942.15
ITEM;1021;77;0.87;92754.06
ITEM;1103;68;0.97;85870.05
ITEM;2127;91;0.51;255337.80
ITEM;2157;1;1.04;551235.30
ITEM;2280;54;0.85;1057680.00
ITEM;1632;44;0.74;77140.00
ITEM;1113;72;0.82;80308.30
ITEM;622;26;0.84;18681.07
ITEM;1582;74;1.01;116636.80
ITEM;1761;66;0.72;486580.40
ITEM;2314;47;0.96;7287516.00
ITEM;1766;44;0.57;368394.20
ITEM;2334;84;0.65;34070.00
ITEM;41;22;0.55;29.44
ITEM;1;143;1.05;7.57
ITEM;2000;1289;0.56;11.39
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;53;1.50
SKILL;7;0.97
SKILL;6;1.91
SKILL;231;1.43
SKILL;41;1.46
SKILL;228;1.93
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
MISSION;52;30;621908;SCAN_STRUCTURE#sector_2_station_0.txt#sector_35.txt#Recon Center#structure_recon_1.txt#1#null#null#null;Track and scan the target <color='yellow'>Recon Center</color> structure in <color='cyan'>Felishar</color> and return to Oro Omniplex Center in <color='cyan'>Merces Academy</color>;1;The Science faction has commissioned scientific survey of a strange vibration taking place at <color='yellow'>Recon Center</color> in the <color='cyan'>Felishar</color> sector. Head over to <color='cyan'>Felishar</color> and scan the <color='yellow'>Recon Center</color> structure. Once complete, return to the Oro Omniplex Center station located in the <color='cyan'>Merces Academy</color> with the scan data.;22418;7656
MISSION;131;45;947654;SALVAGE#66#20#sector_14.txt#sector_47_station_0.txt#null#null#null#null;Salvage <color='yellow'>Special Junk Part</color> in <color='cyan'>Gate of Alpharis</color> and return with <color='yellow'>66</color> to Gunstellar in <color='cyan'>Adrenal</color>;2;While collecting some junk in the <color='cyan'>Gate of Alpharis</color> system, <i>Sifou Zetapivel</i> discovered a light haul of <color='yellow'>66</color> <color='yellow'>Special Junk Part</color>. Unable to collect the material alone, <i>Sifou Zetapivel</i> has requested that a capable pilot salvage the <color='yellow'>Special Junk Part</color> and drop it off at the Gunstellar station located in the <color='cyan'>Adrenal</color>.;9845;2954
MISSION;142;90;924575;REFINE#2#28#sector_69_station_0.txt#sector_0_station_5.txt#null#null#null#null;Refine <color='yellow'>2</color> <color='yellow'>Computer Components</color> at Mass Market station refinery in <color='cyan'>Dorando Corridor</color>;0;<i>Rames Lelvescae</i> from Proctors Center Station has commissioned a refinery run . He has required a small batch of <color='yellow'>2</color> <color='yellow'>Computer Components</color> to be processed. Set your GPS autopilot to <color='cyan'>Dorando Corridor</color> and refine these <color='yellow'>Computer Components</color> to Mass Market refinery immediately.;39049;16079
MISSION;120;45;676110;CHAT_PILOT#sector_63_station_0.txt#sector_56.txt#Liaison Nortisfe Ninexad#npc_ship_data_(transport_carrier_1)#17#missions_debt_collection.txt#0#null;Collect a small debt from <color='yellow'><i>Liaison Nortisfe Ninexad</i></color> in <color='cyan'>Hunu</color> and return to Lammassu Hub in <color='cyan'>Numbu</color>;1;<i>Binyit Xulemi</i> has requested that debt be collected from <color='yellow'><i>Liaison Nortisfe Ninexad</i></color>. After 3 payments to the Science faction for transport fines, <color='yellow'><i>Liaison Nortisfe Ninexad</i></color> has refused to make any further payments. Last known sighting of <color='yellow'><i>Liaison Nortisfe Ninexad</i></color> was in the vicinity of the <color='cyan'>Hunu</color> system. Have a chat with them, collect the debt, and return to the Lammassu Hub in the <color='cyan'>Numbu</color> system to deliver the payment.;9150;2500
MISSION;41;45;323222;SCAN_PILOT#sector_0_station_1.txt#sector_107.txt#Lieutenant Visou Xiar#npc_ship_data_(excavation_escort_3)#11#null#null#null;Find <color='yellow'><i>Lieutenant Visou Xiar</i></color> in <color='cyan'>Daefore</color>, scan their ship, and return to Lammassu Financial in <color='cyan'>Void Starcross</color>;1;<color='yellow'><i>Lieutenant Visou Xiar</i></color> has recently been paroled for a capital crime, and their parole officer has received information about a possible raid in <color='cyan'>Daefore</color>. Head to <color='cyan'>Daefore</color> and perform a scan of <color='yellow'><i>Lieutenant Visou Xiar</i></color>'s ship and return to Lammassu Financial in <color='cyan'>Void Starcross</color> with the scan data for review.;21350;8750
MISSION;10;30;706213;DELIVERY#95#108#sector_1_station_0.txt#sector_60_station_0.txt#null#null#null#null;Dock at Quantex in <color='cyan'>Dellis Primeria</color> to deliver a light shipment of <color='yellow'>95</color> <color='yellow'>Copperi Cubexs</color>;1;<i>Wenved Ilekilexul</i> runs a Science shipping company at Biomart. After having some issues with a transport ship, <color='yellow'>95</color> items of <color='yellow'>Copperi Cubexs</color> were left behind. Head on over to <color='cyan'>Dellis Primeria</color> and deliver these <color='yellow'>Copperi Cubexs</color> to Quantex.;8000;3000
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;0.97;ship_data_(support_carrier_1).txt
SHIP;2;0.99;ship_data_(pirate_escort_1).txt
SHIP;3;0.90;ship_data_(excavation_utility_1).txt
SHIP;4;1.10;ship_data_(pirate_utility_1).txt
SHIP;5;0.99;ship_data_(excavation_escort_1).txt
SHIP;6;1.07;ship_data_(support_shuttle_1).txt
SHIP;7;0.93;ship_data_(recon_utility_1).txt
SHIP;8;0.97;ship_data_(transport_carrier_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>

