// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Tella's
STATION;type;Entertainment Hub
STATION;owner;Jidzangee Akleinortis
STATION;faction;Pirate
STATION;material;station_material_Pirate.png
STATION;color;1 , .1 , .1 , 1
STATION;level;2
STATION;icon;tellas.png
STATION;filename;sector_78_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;2-3-0-2-1-0-2-0-5-3-2-6-90
STATION;interior_seed;3-8-45-1
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;81687.44
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;True
SERVICES;admin;True
// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Private Party;0.10,0.0;2700;Party;entertain_bar.png;Throw a private party at the local station pub for your entire fleet. 10% Morale Boost.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;6;1.40;npc_ship_data_(battle_carrier_1).txt
MERC;1;1.77;npc_ship_data_(recon_carrier_1).txt
MERC;2;0.67;npc_ship_data_(transport_escort_1).txt
MERC;3;0.55;npc_ship_data_(support_frigate_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
SELLORDER;Market Items: (1) Items ;2003x913;124920.00;89339.30
ITEM;680;7;0.89;26540.16
ITEM;104;61;0.55;2.40
ITEM;158;0;1.07;27.42
ITEM;1460;11;0.61;17574.22
ITEM;304;16;0.80;673.83
ITEM;219;150;0.25;86.82
ITEM;20;165;0.97;22.32
ITEM;2009;36;0.84;556.85
ITEM;2427;1;1.07;43201.96
ITEM;305;0;0.83;215.24
ITEM;1591;18;1.24;53318.75
ITEM;1501;1;0.99;45484.69
ITEM;1561;19;0.96;56860.31
ITEM;1601;8;1.03;40426.88
ITEM;1616;5;0.60;26332.81
ITEM;2120;18;0.75;103263.70
ITEM;2126;93;0.77;116285.00
ITEM;1541;0;1.05;52576.56
ITEM;621;1;0.60;8488.87
ITEM;1581;0;2.50;181507.80
ITEM;1571;0;2.50;168543.00
ITEM;2284;15;0.55;385781.30
ITEM;746;17;0.81;40633.59
ITEM;1531;2;1.05;57148.44
ITEM;1521;1;0.68;30918.75
ITEM;331;0;2.50;698.81
ITEM;102;0;1.16;3.90
ITEM;2008;150;0.25;186.09
ITEM;2007;0;0.75;415.81
ITEM;405;0;0.69;0.86
ITEM;2;0;1.17;14.59
ITEM;2006;150;0.25;153.80
ITEM;1160;5;0.74;1832.53
ITEM;1200;15;1.13;4891.88
ITEM;1052;0;1.06;2536.53
ITEM;151;0;1.12;14.68
ITEM;738;5;0.54;640880.90
ITEM;2005;51;0.25;139.81
ITEM;2417;6;0.95;22959.91
ITEM;2004;150;0.25;127.10
ITEM;660;6;1.12;8490.78
ITEM;2003;150;0.25;115.55
ITEM;2002;0;0.66;230.62
ITEM;661;5;1.22;16083.87
ITEM;332;22;1.05;3986.11
ITEM;301;0;1.03;28.41
ITEM;2325;1;1.25;8219791.00
ITEM;300;18;0.70;78.94
ITEM;404;10;0.54;0.70
ITEM;168;91;0.67;19.79
ITEM;101;52;1.03;2.02
ITEM;403;17;0.59;0.75
ITEM;406;5;0.90;1.09
ITEM;2200;17;0.97;1700750.00
ITEM;75;9;0.75;158.06
ITEM;1500;8;0.52;12872.34
ITEM;736;27;1.02;278242.20
ITEM;1600;14;1.22;23633.44
ITEM;1615;19;1.05;21716.41
ITEM;1055;14;0.63;5060.78
ITEM;1009;12;0.50;4980.94
ITEM;1101;16;0.95;7300.78
ITEM;2295;12;0.90;297890.60
ITEM;1161;18;1.23;10186.86
ITEM;1201;9;1.15;17401.56
ITEM;2125;52;0.72;31299.30
ITEM;1057;0;1.16;9647.86
ITEM;1008;0;0.83;6460.78
ITEM;1007;0;0.67;5874.86
ITEM;620;3;1.24;9330.78
ITEM;1650;0;1.22;32824.22
ITEM;1580;6;1.06;40441.63
ITEM;1570;21;1.09;38538.32
ITEM;1640;0;1.23;33074.22
ITEM;2319;4;1.20;4810325.00
ITEM;1750;5;0.86;38118.75
ITEM;1530;0;0.61;17574.22
ITEM;2299;16;0.71;240890.60
ITEM;1720;12;0.25;8574.22
ITEM;1722;0;0.25;8574.22
ITEM;1721;12;0.25;8574.22
ITEM;1620;1;1.01;33089.06
ITEM;40;76;0.65;16.72
ITEM;2345;10;0.59;99.71
ITEM;153;175;1.07;17.03
ITEM;302;0;1.14;56.15
ITEM;163;0;0.50;23.68
ITEM;2001;150;0.25;95.50
ITEM;2210;5;0.81;910192.50
ITEM;2265;2;0.56;532822.50
ITEM;2121;12;0.59;292822.80
ITEM;641;0;0.61;8611.37
ITEM;2115;90;0.72;418272.40
ITEM;2127;85;0.97;501322.70
ITEM;61;85;0.80;226.04
ITEM;1582;0;2.50;363015.60
ITEM;1572;23;1.05;148996.90
ITEM;1;32;1.10;8.35
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;222;0.90
SKILL;26;0.82
SKILL;65;0.63
SKILL;23;1.29
SKILL;42;0.99
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
MISSION;120;45;726709;CHAT_PILOT#sector_95_station_1.txt#sector_38.txt#Leader Resttim Caeno#npc_ship_data_(pirate_shuttle_1)#14#missions_debt_collection.txt#0#null;Collect a small debt from <color='yellow'><i>Leader Resttim Caeno</i></color> in <color='cyan'>Equalias Val</color> and return to Acrondia Hub in <color='cyan'>Temple Gates</color>;6;<i>Nalianortis Heabid</i> has requested that debt be collected from <color='yellow'><i>Leader Resttim Caeno</i></color>. After 3 payments to the Pirate faction for transport fines, <color='yellow'><i>Leader Resttim Caeno</i></color> has refused to make any further payments. Last known sighting of <color='yellow'><i>Leader Resttim Caeno</i></color> was in the vicinity of the <color='cyan'>Equalias Val</color> system. Have a chat with them, collect the debt, and return to the Acrondia Hub in the <color='cyan'>Temple Gates</color> system to deliver the payment.;6588;2500
MISSION;102;120;948904;KILL_RECOVER#sector_0_station_5.txt#sector_16.txt#Colonel Pitaf Wofoe#npc_ship_data_(pirate_utility_3)#7#1#1560#null;Hijack and kill <color='yellow'><i>Colonel Pitaf Wofoe</i></color> in <color='cyan'>Entropy</color> and steal <color='yellow'>1</color> <color='yellow'>Basic Shield Generator</color>. Return to Proctors Center in <color='cyan'>Void Starcross</color>;7;The Outlaw faction has been following an escaped fugitive named <color='yellow'><i>Colonel Pitaf Wofoe</i></color>. He was recently seen around the <color='cyan'>Entropy</color> system, but his exact location is unknown. <color='yellow'><i>Colonel Pitaf Wofoe</i></color> is carrying some cargo that was taken from the security facility. Return the <color='yellow'>Basic Shield Generator</color> by any means, and head back to Proctors Center in <color='cyan'>Void Starcross</color>.;35308;13399
MISSION;92;90;548475;KILL_PILOT#sector_14_station_0.txt#sector_56.txt#Fabricator Galeino Seddue#npc_ship_data_(support_frigate_1)#7#null#null#null;Execute <color='yellow'><i>Fabricator Galeino Seddue</i></color> in <color='cyan'>Hunu</color> and return to Imperium Republica  in <color='cyan'>Gate of Alpharis</color>;6;A low level criminal has finally hit the radar of the Astrox Security Patrol. A new kill contract has been issued for <color='yellow'><i>Fabricator Galeino Seddue</i></color> located in <color='cyan'>Hunu</color>. <color='yellow'><i>Fabricator Galeino Seddue</i></color> has been know to pull some sneaky tricks during combat, so be careful when engaging him. After his ship has been destroyed, head to Imperium Republica  station in the <color='cyan'>Gate of Alpharis</color> system.;27463;9188
MISSION;141;90;455098;REFINE#12#22#sector_1_station_0.txt#sector_66_station_1.txt#null#null#null#null;Refine a light container of <color='yellow'>12</color> <color='yellow'>Undamaged Parts</color> at the Quantex station in <color='cyan'>Dellis Primeria</color>;6;The Pirate Faction has commissioned a refinery liaison, <i>Whasad Visfou</i> at Xellon. After an audit, <color='yellow'>12</color> items of <color='yellow'>Undamaged Parts</color> were left unused. Head on over to <color='cyan'>Dellis Primeria</color> and refine these <color='yellow'>Undamaged Parts</color> at the Quantex refinery.;28912;11813
MISSION;80;60;210344;RECOVER#1000#407#sector_15.txt#sector_0_station_1.txt#null#null#null#null;Recover a light quantity of <color='yellow'>1000</color> <color='yellow'>Ornaments</color> in <color='cyan'>Jermicus</color>, and return to Lammassu Financial in <color='cyan'>Void Starcross</color>;6;The Pirate faction has lost track of a light crate somewhere in the <color='cyan'>Jermicus</color> system. Head over there and recover the crate containing <color='yellow'>1000</color> units of <color='yellow'>Ornaments</color>, and dock at the Lammassu Financial in the <color='cyan'>Void Starcross</color> sector. <i>Tajni Farma</i> has been instructed to wait for the lost cargo at the Lammassu Financial station.;7412;2813
MISSION;21;120;303301;COLLECT#8#22#sector_57_station_0.txt#sector_35_station_0.txt#null#null#null#null;Gather a collection of <color='yellow'>8</color> <color='yellow'>Undamaged Parts</color> and dock the light shipment at OmniTrust in <color='cyan'>Ponze</color>;7;<i>Vedved Zeahdee</i> has requested an small collection of <color='yellow'>8</color> <color='yellow'>Undamaged Parts</color> in preparation for an upcoming exploration run. Backed by the Outlaws after these items have been collected, return to the OmniTrust Station located in the <color='cyan'>Ponze</color> Sector.;11792;4813
MISSION;111;60;819760;KILL_RAIDERS#sector_95_station_1.txt#sector_56.txt#1#20#npc_ship_data_(freighter_4)#random#random#random;Kill <color='yellow'>1 Raider</color> level 20 Raider Ship(s) in <color='cyan'>Hunu</color>. Return to Acrondia Hub in <color='cyan'>Temple Gates</color>;6;A medium group of thugs decided to set up camp in the <color='cyan'>Hunu</color> system. <i>Zaefar Anlauo</i>, who has recently been elected as Overseer of <color='cyan'>Hunu</color> by the Pirates, has requesting this contract to maintain in good standing with his constituents. Wipe out the level 20 raiders and return to the Acrondia Hub station.;14386;4813
MISSION;44;45;186294;SCAN_PILOT#sector_0_station_0.txt#sector_63.txt#Captain Binfast Bidjo#npc_ship_data_(ATC_Jericho_MK2)#20#null#null#null;Scan <color='yellow'><i>Captain Binfast Bidjo</i></color> recently spotted in <color='cyan'>Numbu</color> and return to Biomate University in <color='cyan'>Void Starcross</color>;6;In <color='cyan'>Numbu</color>, a pilot named <color='yellow'><i>Captain Binfast Bidjo</i></color> is suspected to be operating under a false identity. He is believed to be the wanted criminal <i>Deera Vitel</i> by the Pirate faction. Before ASP can take action, they have requested we transfer a hard copy of a recent scan. Return to Biomate University in <color='cyan'>Void Starcross</color> with an up to date scan record.;97260;32827
MISSION;124;45;336501;CHAT_PILOT#sector_0_station_1.txt#sector_1.txt#Fabricator Xenfar Samel#npc_ship_data_(ATC_Anubis)#10#missions_arrest_escort.txt#0#null;Arrest <color='yellow'><i>Fabricator Xenfar Samel</i></color> over an outstanding warrant in <color='cyan'>Dellis Primeria</color> and return to Lammassu Financial in <color='cyan'>Void Starcross</color>;6;<i>Lesuo Sihgalefae</i> of the Pirate faction has sent out a warrent for the arrest of <color='yellow'><i>Fabricator Xenfar Samel</i></color>. Last known sighting of <color='yellow'><i>Fabricator Xenfar Samel</i></color> was in the area of <color='cyan'>Dellis Primeria</color>. Bring them back alive to the Lammassu Financial in the <color='cyan'>Void Starcross</color> system to complete this contract.;70343;23448
MISSION;64;45;127701;HARVEST#163#4#sector_61.txt#sector_0_station_3.txt#null#null#null#null;In <color='cyan'>Ambervellis Drea</color>, Extract special <color='yellow'>Special Lokken Ore</color> and return to StarShepards Headquarters in <color='cyan'>Void Starcross</color> with at least <color='yellow'>163</color>;6;A local company in <color='cyan'>Ambervellis Drea</color> has requested a medium harvest of <color='yellow'>163</color> <color='yellow'>Special Lokken Ore</color>. This is a rare find, and the client has requested someone bring the resource back to StarShepards Headquarters station located in the <color='cyan'>Void Starcross</color>. A Pirate faction representative will be waiting to take the resources from you.;102983;31655
MISSION;133;45;671414;SALVAGE#93#23#sector_61.txt#sector_78_station_0.txt#null#null#null#null;Dismantle <color='yellow'>Special Metal Fragment</color> in <color='cyan'>Ambervellis Drea</color> and return to Tella's in <color='cyan'>Bitcola</color> with minimum of <color='yellow'>93</color>;6;The Pirate faction has reported that a special medium load of <color='yellow'>Special Metal Fragment</color> has been scanned in the <color='cyan'>Ambervellis Drea</color> system. <i>Couti Fogen</i> is credited with the find, but His claim is currently invalid. Hurry up and salvage the <color='yellow'>Special Metal Fragment</color> and return to Tella's, in the <color='cyan'>Bitcola</color>.;58848;18089
MISSION;65;45;667838;HARVEST#189#7#sector_25.txt#sector_56_station_0.txt#null#null#null#null;Return to Transporteers in <color='cyan'>Hunu</color> after mining special <color='yellow'>Special Dynex Ore</color> from <color='cyan'>Jonahmi</color>. <color='yellow'>189</color> required.;6;In the <color='cyan'>Jonahmi</color> system, scan records have revealed that <color='yellow'>189</color> special <color='yellow'>Special Dynex Ore</color> are located in the sector. <i>Daetel Vakqe</i> has requested help from the Pirate faction, and in turn, they have commissioned a contract order. Once the medium load of <color='yellow'>Special Dynex Ore</color> has been harvested, bring it to Transporteers station located in the <color='cyan'>Hunu</color>.;193877;73858
MISSION;115;60;441206;KILL_RAIDERS#sector_56_station_1.txt#sector_100.txt#2#40#npc_ship_data_(recon_escort_2)#npc_ship_data_(ATC_Gladiator)#random#random;Frag <color='yellow'>2 Raiders</color> level 40 Skilled Raider(s) in <color='cyan'>Grace</color> and return to ValueStar in <color='cyan'>Hunu</color>;7;A large group of raiders have been pestering the locals of <color='cyan'>Grace</color>, and resident <i>Dornou Uepeido</i> has had enough. In an effort to rid the sector of these thugs, locals have raised the funds needed to retain the contract. Destroy all <color='yellow'>2 Raiders</color> raiders and head back to the ValueStar in the <color='cyan'>Hunu</color> system to collect the bounty payment.;214396;67704
MISSION;35;45;618950;TRANSPORT#426#111#sector_14_station_1.txt#sector_14_station_0.txt#null#null#null#null;A medium shipment of <color='yellow'>426</color> <color='yellow'>Aluminium Shards</color> need transported from Horizons in <color='cyan'>Gate of Alpharis</color> to Imperium Republica  in <color='cyan'>Gate of Alpharis</color>;6;Horizons's <i>Sadnalia Bacgillabino</i> has some old inventory that needs to be moved to the <color='cyan'>Gate of Alpharis</color> Sector. Dock at the Horizons in <color='cyan'>Gate of Alpharis</color> and load <color='yellow'>426</color> <color='yellow'>Aluminium Shards</color> from the storage bay. <i>Sadnalia Bacgillabino</i> will be waiting at the dock at Imperium Republica  in <color='cyan'>Gate of Alpharis</color> to sign for the transport shipment.;129252;9232
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;0.91;ship_data_(excavation_utility_3).txt
SHIP;2;1.05;ship_data_(battle_frigate_1).txt
SHIP;3;1.02;ship_data_(battle_cruiser_1).txt
SHIP;4;1.02;ship_data_(titan).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>

