// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;1
STATION;name;ValueStar
STATION;type;Trade Floor Facility
STATION;owner;Binofesiv Sedkeesed
STATION;faction;Trade
STATION;material;station_material_Trade.png
STATION;color;.70 , 1, .23 , 1
STATION;level;8
STATION;icon;valuestar.png
STATION;filename;sector_56_station_1.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;4-7-1-3-9-3-8-0-7-7-3-6-0-6-7-1-5-1-6-5-1-0-0
STATION;interior_seed;5-0-15-1
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;37566.63
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;False
SERVICES;admin;False
// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;StarLuck Casino;0.05,0.05;24000;Gambling;entertain_casino.png;A weekend package to the local casino for your entire crew, complete with pocket money. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;Live Music Concert;0.20,0.07;25000;Musical Entertainment;entertain_show.png;Your crew is treated to an 'all expenses paid' night at a music venue of their choosing. 20% Morale , 7% Loyalty bonus.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;8;0.60;npc_ship_data_(excavation_shuttle_1).txt
MERC;3;1.84;npc_ship_data_(pirate_escort_1).txt
MERC;3;1.34;npc_ship_data_(pirate_shuttle_1).txt
MERC;6;0.72;npc_ship_data_(pirate_shuttle_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Low Inventory: (1) Items ;310x103;23950;49125.37
ITEM;1640;43;0.87;23128.05
ITEM;1570;69;1.12;30553.17
ITEM;620;6;0.75;5635.85
ITEM;312;20;1.05;97.55
ITEM;2143;42;0.80;32922.19
ITEM;1630;3;0.82;21878.05
ITEM;1712;12;0.78;20878.05
ITEM;1540;40;0.69;17137.80
ITEM;60;365;1.11;131.08
ITEM;1057;40;0.82;6738.44
ITEM;2125;68;1.20;48322.20
ITEM;1701;15;0.96;25378.05
ITEM;2295;9;1.11;349536.60
ITEM;2113;161;0.76;34235.12
ITEM;1600;16;1.09;20612.19
ITEM;201;56;1.06;91.08
ITEM;1560;77;1.14;32268.29
ITEM;75;243;0.85;169.71
ITEM;1059;8;1.08;9535.02
ITEM;2131;161;0.93;41375.12
ITEM;2253;26;0.99;250829.30
ITEM;208;548;0.95;159.98
ITEM;8;301;1.07;262.23
ITEM;115;281;0.70;20.94
ITEM;664;5;0.97;67301.30
ITEM;665;30;0.70;86757.46
ITEM;311;0;2.50;407.89
ITEM;116;482;0.95;57.80
ITEM;109;123;0.66;3.20
ITEM;353;46;1.09;5003.90
ITEM;406;30;0.64;0.76
ITEM;403;0;2.50;3.51
ITEM;101;129;0.62;1.22
ITEM;168;653;0.95;26.07
ITEM;623;30;0.79;31705.59
ITEM;606;3;0.99;210132.20
ITEM;110;222;0.73;12.60
ITEM;605;21;0.96;116629.40
ITEM;603;12;0.80;32080.75
ITEM;325;18;0.85;292.32
ITEM;404;0;2.50;3.51
ITEM;200;411;0.53;43.45
ITEM;300;49;1.13;117.98
ITEM;301;56;0.95;25.43
ITEM;2030;150;0.25;417.07
ITEM;332;32;0.63;1907.83
ITEM;2031;42;0.80;1285.73
ITEM;2032;150;0.25;504.65
ITEM;666;33;0.81;173941.40
ITEM;661;10;0.60;8025.24
ITEM;2033;93;0.92;1774.05
ITEM;108;245;0.99;13.97
ITEM;2385;34;0.89;3184.12
ITEM;660;2;1.24;9065.85
ITEM;2034;26;0.72;1551.21
ITEM;112;462;0.88;31.12
ITEM;2004;508;0.73;290.97
ITEM;7;729;0.90;134.91
ITEM;643;33;0.69;27953.99
ITEM;2035;150;0.25;671.69
ITEM;2036;150;0.25;738.85
ITEM;2037;150;0.25;812.74
ITEM;11;582;0.89;133.50
ITEM;24;70;0.70;132.44
ITEM;27;237;1.00;909.21
ITEM;322;35;0.76;539.06
ITEM;204;462;0.76;88.61
ITEM;2038;42;0.79;2476.22
ITEM;343;53;0.80;5318.16
ITEM;341;21;1.13;6249.62
ITEM;2039;150;0.25;983.41
ITEM;324;43;0.86;2285.06
ITEM;735;91;0.82;6563414.00
ITEM;2154;34;0.76;9781.46
ITEM;1002;14;0.86;1830.24
ITEM;2124;179;0.84;9846.34
ITEM;2118;9;1.00;10551.22
ITEM;1400;72;1.21;5060.49
ITEM;2130;114;0.87;11101.46
ITEM;313;0;2.50;939.10
ITEM;2;691;0.97;11.84
ITEM;604;16;0.60;43010.06
ITEM;405;0;2.50;3.51
ITEM;602;38;0.77;17688.96
ITEM;2007;160;0.61;328.08
ITEM;673;48;1.14;86048.77
ITEM;2464;43;1.20;803278.00
ITEM;675;115;0.53;31596.58
ITEM;753;10;1.07;185645.10
ITEM;2426;66;1.22;43062.14
ITEM;102;655;0.60;2.04
ITEM;627;25;0.92;343102.50
ITEM;331;21;1.14;257.67
ITEM;646;22;1.18;248333.60
ITEM;1531;12;0.25;15256.09
ITEM;746;30;1.05;49730.48
ITEM;1571;50;1.06;57986.34
ITEM;1581;79;1.01;59646.82
ITEM;621;16;1.05;13537.74
ITEM;1013;47;0.56;16577.54
ITEM;1172;54;1.09;33666.59
ITEM;1541;28;0.66;32895.61
ITEM;730;136;1.14;53780.48
ITEM;2126;277;0.96;136787.70
ITEM;2114;32;0.95;147752.90
ITEM;751;2;0.97;46130.48
ITEM;2120;309;1.17;150077.40
ITEM;757;99;1.22;57380.48
ITEM;1601;1;0.59;23224.39
ITEM;2254;36;0.59;309658.50
ITEM;305;45;0.64;162.10
ITEM;105;548;1.03;8.40
ITEM;2009;352;1.23;767.04
ITEM;2010;224;1.23;585.54
ITEM;20;457;0.53;12.29
ITEM;304;14;0.56;464.17
ITEM;742;93;0.79;84512.19
ITEM;747;68;1.02;107512.20
ITEM;2012;252;0.78;460.41
ITEM;677;53;1.04;49280.48
ITEM;733;101;1.00;105512.20
ITEM;2014;564;0.70;503.73
ITEM;2469;55;0.59;206439.00
ITEM;758;94;0.67;72512.19
ITEM;2475;78;0.53;187239.00
ITEM;691;13;1.22;10200.98
ITEM;692;13;0.76;4890.73
ITEM;690;122;1.08;7945.85
ITEM;4;323;0.67;22.80
ITEM;155;249;0.87;16.39
ITEM;104;1124;0.96;3.79
ITEM;166;51;1.02;62.85
ITEM;2366;23;0.96;1002.94
ITEM;350;45;0.75;5250.30
ITEM;320;68;0.82;1242.57
ITEM;352;38;1.20;11281.30
ITEM;680;57;0.54;16068.29
ITEM;740;134;0.92;14626.83
ITEM;674;64;0.52;10352.19
ITEM;676;131;0.92;14626.83
ITEM;670;37;0.67;15227.56
ITEM;711;26;0.72;18602.93
ITEM;23;69;0.51;58.30
ITEM;161;313;0.81;28.55
ITEM;728;15;0.72;11626.83
ITEM;210;93;0.70;112.14
ITEM;25;355;1.19;371.26
ITEM;321;43;0.95;2569.49
ITEM;121;154;1.12;46.92
ITEM;106;226;1.15;11.20
ITEM;601;6;1.16;14885.24
ITEM;150;708;0.51;6.22
ITEM;303;66;0.63;626.12
ITEM;342;56;1.22;5083.15
ITEM;107;1099;0.86;10.20
ITEM;644;37;0.90;62705.66
ITEM;2369;58;1.14;1571.59
ITEM;407;41;0.64;3.82
ITEM;103;971;1.16;2.62
ITEM;330;9;0.84;1363.72
ITEM;607;24;0.74;279768.40
ITEM;6;716;0.72;66.36
ITEM;118;302;0.99;5.61
ITEM;2276;34;0.67;2088351.00
ITEM;1533;28;0.81;173024.40
ITEM;1543;39;0.63;126062.40
ITEM;2122;387;0.81;1298224.00
ITEM;1404;13;0.83;531294.40
ITEM;1603;2;0.52;82817.55
ITEM;1074;48;1.07;405212.70
ITEM;213;346;0.67;143.32
ITEM;600;25;0.84;6265.85
ITEM;42;344;0.72;88.29
ITEM;2332;31;1.04;219024.40
ITEM;52;396;0.96;192.71
ITEM;1524;65;0.78;267239.00
ITEM;1624;76;0.97;492058.50
ITEM;1534;12;0.25;122048.80
ITEM;2227;75;0.51;2712585.00
ITEM;1754;58;1.16;777678.00
ITEM;2111;101;0.55;3496035.00
ITEM;2105;53;0.74;4176130.00
ITEM;1544;12;0.25;112284.90
ITEM;62;272;0.63;390.20
ITEM;1053;75;0.52;664542.40
ITEM;2129;361;1.19;7193575.00
ITEM;1210;50;0.51;1187250.00
ITEM;1105;47;0.61;698669.30
ITEM;2123;270;0.69;3913520.00
ITEM;2341;18;0.53;219420.70
ITEM;3;63;0.52;10.96
ITEM;2479;71;0.54;47609.75
ITEM;207;265;1.11;168.58
ITEM;114;520;1.02;2.78
ITEM;21;790;0.86;32.67
ITEM;113;542;0.87;5.97
ITEM;722;112;1.19;7470.73
ITEM;2016;596;1.09;924.31
ITEM;693;143;1.11;5825.61
ITEM;703;94;0.88;6545.85
ITEM;720;31;0.71;4590.73
ITEM;217;737;0.70;218.52
ITEM;626;24;0.64;139761.20
ITEM;323;18;0.79;1513.44
ITEM;117;1184;0.59;30.91
ITEM;152;227;1.02;14.31
ITEM;2018;59;0.54;581.24
ITEM;625;1;1.04;125820.70
ITEM;642;26;0.82;18760.86
ITEM;340;64;0.74;1175.51
ITEM;640;17;0.73;5495.85
ITEM;645;28;0.58;72970.42
ITEM;162;797;0.77;29.95
ITEM;647;23;1.18;434585.00
ITEM;749;62;0.59;161280.50
ITEM;760;141;1.00;263780.50
ITEM;2477;73;1.23;1644956.00
ITEM;124;389;1.19;85.93
ITEM;2401;21;0.55;6500.82
ITEM;2020;556;0.95;801.42
ITEM;2402;1;1.25;10405.74
ITEM;5;471;0.63;35.54
ITEM;1300;31;0.70;10571.71
ITEM;333;52;0.78;6304.13
ITEM;22;45;0.77;50.08
ITEM;624;16;0.57;41040.50
ITEM;663;32;0.68;27578.83
ITEM;662;30;0.55;12972.60
ITEM;100;128;0.64;1.04
ITEM;26;419;0.72;392.90
ITEM;408;25;0.67;8.77
ITEM;2174;35;1.22;19503140.00
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;16;0.55
SKILL;226;0.72
SKILL;213;1.24
SKILL;225;1.32
SKILL;16;1.12
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
MISSION;130;45;858879;SALVAGE#65#21#sector_78.txt#sector_78_station_0.txt#null#null#null#null;Salvage <color='yellow'>Special Scrap Part</color> in <color='cyan'>Bitcola</color> and return with <color='yellow'>65</color> to Tella's in <color='cyan'>Bitcola</color>;5;A local prospector, <i>Tuse Gazeno</i> of the Commerce faction has located a light quantity of special <color='yellow'>Special Scrap Part</color> in the <color='cyan'>Bitcola</color> sector. Head over there and salvage all of the special <color='yellow'>Special Scrap Part</color>, and meet <i>Tuse Gazeno</i> back at Tella's station located in the <color='cyan'>Bitcola</color>.;6725;2250
MISSION;12;30;984132;DELIVERY#4#1511#sector_1_station_0.txt#sector_13_station_0.txt#null#null#null#null;Light delivery of <color='yellow'>Improved Engine Cores</color> to Quantex Station in <color='cyan'>Dellis Primeria</color>;4;<i>Borzils Whoemigilla</i> from Gemini Mining Station has commissioned a delivery . He has required a small transport delivery of <color='yellow'>4</color> <color='yellow'>Improved Engine Cores</color>. Set your GPS autopilot to <color='cyan'>Dellis Primeria</color> and deliver these <color='yellow'>Improved Engine Cores</color> to Quantex immediately.;14394;4594
MISSION;62;45;151016;HARVEST#89#1#sector_95.txt#sector_35_station_0.txt#null#null#null#null;Excavate special <color='yellow'>Special Adamyte Ore</color> in <color='cyan'>Temple Gates</color> and return with <color='yellow'>89</color> to Astrox Security Patrol in <color='cyan'>Felishar</color>;3;<i>Paeyer Optuam</i> has discovered a light deposit of <color='yellow'>Special Adamyte Ore</color> in <color='cyan'>Temple Gates</color>. He is currently unable to mine the <color='yellow'>Special Adamyte Ore</color>, and has requested a pilot to head over and harvest the <color='yellow'>89</color> <color='yellow'>Special Adamyte Ore</color>. Once complete, head over and meet <i>Paeyer Optuam</i> at the Astrox Security Patrol station located in the <color='cyan'>Felishar</color>.;19757;5168
MISSION;51;30;564681;SCAN_STRUCTURE#sector_0_station_1.txt#sector_16.txt#Community Farming Center#structure_farm_1.txt#1#null#null#null;Find the target <color='yellow'>Community Farming Center</color> structure in <color='cyan'>Entropy</color>, scan, and return to Lammassu Financial in <color='cyan'>Void Starcross</color>;3;<i>Dauo Komtafyer</i> has requested that someone verify the location of <color='yellow'>Community Farming Center</color> in the <color='cyan'>Entropy</color> sector. After a recent mix-up at the zoning office, the Trade reps are concerned that construction guidelines were not followed properly. Return to the Lammassu Financial station located in the <color='cyan'>Void Starcross</color> with the scan data.;11102;3500
MISSION;112;60;449369;KILL_RAIDERS#sector_12_station_0.txt#sector_64.txt#1#20#npc_ship_data_(advanced_destroyer_1)#random#random#random;Destroy <color='yellow'>1 Raider</color> level 20 Raider(s) in <color='cyan'>Gemini Shoal</color> and return to Gek Mining in <color='cyan'>Alias Outpost</color>;3;A large Raider gang has been seen lurking around in <color='cyan'>Gemini Shoal</color>. Their leader, <i>Ninesed Eiao</i>, is a wanted criminal and the Trade faction has requested a bounty on <i>Ninesed Eiao</i> and his crew. Travel to the <color='cyan'>Gemini Shoal</color> and clear out the <color='yellow'>1 Raider</color>, level 20 Raiders that have been lurking around. Dock at the Gek Mining station in <color='cyan'>Alias Outpost</color> when complete.;40113;8422
MISSION;141;90;574910;REFINE#5#25#sector_35_station_0.txt#sector_78_station_0.txt#null#null#null#null;Refine a light container of <color='yellow'>5</color> <color='yellow'>Module Fragments</color> at the Astrox Security Patrol station in <color='cyan'>Felishar</color>;5;The Commerce Faction has commissioned a refinery liaison, <i>Sivla Akyoufie</i> at Tella's. After an audit, <color='yellow'>5</color> items of <color='yellow'>Module Fragments</color> were left unused. Head on over to <color='cyan'>Felishar</color> and refine these <color='yellow'>Module Fragments</color> at the Astrox Security Patrol refinery.;16800;5250
MISSION;102;120;874562;KILL_RECOVER#sector_1_station_0.txt#sector_79.txt#Ensign Doemel Witjanco#npc_ship_data_(ATC_Storm)#7#8#2056#null;Hijack and kill <color='yellow'><i>Ensign Doemel Witjanco</i></color> in <color='cyan'>Dragon Sea</color> and steal <color='yellow'>8</color> <color='yellow'>Battery Arrays</color>. Return to Quantex in <color='cyan'>Dellis Primeria</color>;4;The Financial faction has been following an escaped fugitive named <color='yellow'><i>Ensign Doemel Witjanco</i></color>. He was recently seen around the <color='cyan'>Dragon Sea</color> system, but his exact location is unknown. <color='yellow'><i>Ensign Doemel Witjanco</i></color> is carrying some cargo that was taken from the security facility. Return the <color='yellow'>Battery Arrays</color> by any means, and head back to Quantex in <color='cyan'>Dellis Primeria</color>.;41847;10719
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;1.02;ship_data_(battle_utility_1).txt
SHIP;2;1.02;ship_data_(recon_shuttle_1).txt
SHIP;3;1.04;ship_data_(pirate_frigate_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>

