// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Valuestar Hub
STATION;type;Market Center
STATION;owner;Bosadjan Wagen
STATION;faction;Trade
STATION;material;station_material_Trade.png
STATION;color;.70 , 1, .23 , 1
STATION;level;8
STATION;icon;valuestar.png
STATION;filename;sector_62_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;3-7-0-5-0-3-5-1-6-5-3-9-1-4-7-3-2-90
STATION;interior_seed;5-0-45-3
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;34752.5
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;False
SERVICES;fabricator;False
SERVICES;contracts;True
SERVICES;admin;False
// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Live Music Concert;0.20,0.07;25000;Musical Entertainment;entertain_show.png;Your crew is treated to an 'all expenses paid' night at a music venue of their choosing. 20% Morale , 7% Loyalty bonus.
ENTERTAINMENT;BioSynth Wildlife Park;0.05,0.05;26000;Rest and Relaxation;entertain_park.png;A weekend package to the local wildlife BioSynth park for your entire crew, included petting zoo. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;Private Party;0.10,0.0;2700;Party;entertain_bar.png;Throw a private party at the local station pub for your entire fleet. 10% Morale Boost.
ENTERTAINMENT;Deathmatch League;0.15,0.08;68500;Sport Fighting Event;entertain_fight.png;Tickets to the Deathmatch League, where your entire fleet will enjoy a evening of bloodsport. 15% Morale , 8% Loyalty bonus.
ENTERTAINMENT;Bottle of Whiskey;0.025,0.0;850;Whiskey;entertain_bar.png;Purchase a bottle of whiskey for each of your fleet members. 2.5% Morale bonus.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;4;1.56;npc_ship_data_(battle_cruiser_1).txt
MERC;3;0.50;npc_ship_data_(excavation_utility_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Demands: (1) Items ;60x981;131701;114074.00
ITEM;75;0;2.50;599.24
ITEM;1059;52;0.83;7448.81
ITEM;2131;44;0.67;30524.03
ITEM;1785;30;0.99;523381.30
ITEM;400;7;0.60;1050.82
ITEM;208;666;1.12;187.29
ITEM;2371;72;0.91;1539.09
ITEM;8;457;1.08;264.95
ITEM;115;809;0.55;16.83
ITEM;664;2;0.50;36552.57
ITEM;665;22;0.87;106477.60
ITEM;727;89;0.91;14501.44
ITEM;2480;69;0.51;181364.00
ITEM;311;69;0.86;117.08
ITEM;729;153;0.75;12101.44
ITEM;116;507;1.02;61.92
ITEM;109;1051;1.14;5.36
ITEM;353;72;1.16;5316.95
ITEM;406;61;1.19;1.37
ITEM;403;51;1.10;1.27
ITEM;101;228;0.86;1.65
ITEM;168;542;0.83;23.00
ITEM;623;16;0.56;23138.46
ITEM;606;22;1.25;262737.70
ITEM;110;931;0.62;10.86
ITEM;605;8;0.72;89243.80
ITEM;603;26;0.97;38520.02
ITEM;325;30;0.61;215.34
ITEM;404;15;0.70;0.83
ITEM;300;20;1.01;106.20
ITEM;1779;10;0.57;344753.80
ITEM;2192;79;1.08;7104766.00
ITEM;301;56;1.15;30.53
ITEM;2031;430;1.20;1889.62
ITEM;666;30;0.78;168239.50
ITEM;661;15;0.70;9270.34
ITEM;108;452;1.15;16.13
ITEM;2003;368;0.67;244.85
ITEM;660;26;0.80;5997.34
ITEM;2034;172;1.07;2254.92
ITEM;112;659;0.53;19.53
ITEM;2004;779;1.20;465.76
ITEM;7;29;1.18;174.69
ITEM;643;37;0.56;23138.46
ITEM;11;675;1.23;181.76
ITEM;24;611;0.62;118.70
ITEM;738;62;1.00;1069972.00
ITEM;702;54;0.75;8067.63
ITEM;27;481;0.83;764.13
ITEM;322;73;1.06;738.54
ITEM;204;384;0.81;94.23
ITEM;2038;155;0.53;1719.23
ITEM;343;27;0.89;5888.09
ITEM;341;14;0.78;4412.58
ITEM;324;11;0.70;1889.64
ITEM;1052;73;1.17;2698.88
ITEM;1200;47;1.16;4867.05
ITEM;313;27;0.73;231.33
ITEM;2167;59;0.89;5443885.00
ITEM;2;379;1.13;13.71
ITEM;604;17;1.19;81852.45
ITEM;405;72;0.87;1.02
ITEM;602;38;0.71;16437.85
ITEM;2007;459;0.65;348.62
ITEM;2008;289;0.88;508.29
ITEM;681;42;0.95;81547.76
ITEM;673;26;0.76;58806.90
ITEM;675;14;0.96;54905.18
ITEM;759;97;0.82;144665.80
ITEM;671;32;0.65;44526.04
ITEM;102;1082;1.19;3.88
ITEM;627;21;1.07;396458.20
ITEM;331;5;0.87;199.81
ITEM;646;33;0.74;160197.10
ITEM;1531;71;1.01;53338.13
ITEM;746;22;0.67;32704.31
ITEM;2214;21;0.82;462930.60
ITEM;621;8;1.03;13312.84
ITEM;1172;-99;0.62;19896.82
ITEM;1172;99;0.67;21366.82
ITEM;2156;21;1.06;164164.10
ITEM;1014;18;1.19;30545.68
ITEM;2102;17;0.82;107403.40
ITEM;2126;269;1.11;157221.30
ITEM;1015;3;0.95;29598.82
ITEM;2114;314;0.62;99484.09
ITEM;2120;341;0.62;82903.41
ITEM;1402;70;0.90;46881.36
ITEM;1611;10;0.78;28449.92
ITEM;2254;14;0.94;478446.00
ITEM;305;42;1.20;293.08
ITEM;105;866;0.80;6.63
ITEM;2009;685;0.92;582.99
ITEM;2010;622;0.92;445.04
ITEM;20;729;0.79;17.78
ITEM;304;56;1.10;872.89
ITEM;747;91;0.74;79676.25
ITEM;2012;736;0.99;577.09
ITEM;677;28;0.73;35404.31
ITEM;733;12;0.73;78676.25
ITEM;211;286;0.54;97.48
ITEM;752;81;1.09;114676.30
ITEM;2475;53;0.72;248564.00
ITEM;712;15;1.01;76806.90
ITEM;209;304;0.56;83.26
ITEM;701;51;1.21;11400.86
ITEM;691;14;0.59;5174.10
ITEM;692;9;1.15;7240.58
ITEM;700;68;1.06;10050.86
ITEM;690;22;0.66;5017.34
ITEM;4;60;1.21;39.83
ITEM;104;987;1.15;4.50
ITEM;166;444;0.84;52.42
ITEM;203;48;0.74;78.74
ITEM;350;42;0.63;4478.47
ITEM;320;22;1.14;1699.26
ITEM;352;54;0.67;6532.29
ITEM;672;28;0.82;21042.30
ITEM;740;107;0.60;9851.44
ITEM;745;6;0.88;14051.44
ITEM;674;25;0.25;5521.73
ITEM;676;40;0.87;13901.44
ITEM;750;109;0.99;15701.44
ITEM;670;25;0.83;18622.01
ITEM;23;291;0.69;77.04
ITEM;160;498;0.73;23.60
ITEM;728;5;0.60;9851.44
ITEM;210;745;0.79;125.74
ITEM;2397;55;0.70;5553.12
ITEM;25;301;1.00;315.09
ITEM;321;54;0.54;1525.56
ITEM;121;150;1.25;52.18
ITEM;106;995;0.53;5.45
ITEM;601;21;1.25;16007.84
ITEM;303;26;1.21;1157.67
ITEM;342;76;0.91;3853.90
ITEM;107;242;0.93;11.00
ITEM;644;24;1.13;77913.33
ITEM;407;50;0.52;3.17
ITEM;103;863;0.65;1.53
ITEM;330;73;1.24;1975.62
ITEM;607;29;0.78;294419.90
ITEM;2171;44;0.82;8817412.00
ITEM;6;411;0.77;70.78
ITEM;118;1123;0.77;4.44
ITEM;170;31;0.99;70.66
ITEM;1753;26;0.97;328564.00
ITEM;1026;72;1.27;398194.60
ITEM;2128;310;1.07;1859933.00
ITEM;1206;75;1.03;652329.20
ITEM;2164;40;1.07;3381696.00
ITEM;1164;44;0.62;223425.00
ITEM;1070;11;0.59;194109.60
ITEM;2122;167;0.78;1255667.00
ITEM;1593;77;1.21;202682.00
ITEM;213;189;0.57;123.88
ITEM;2376;31;1.13;2346.23
ITEM;600;19;0.97;7187.34
ITEM;42;16;1.05;158.28
ITEM;52;0;2.50;606.72
ITEM;1524;61;0.92;312564.00
ITEM;2227;75;1.09;5504460.00
ITEM;62;0;2.50;1820.19
ITEM;2165;31;0.77;8684623.00
ITEM;1006;7;0.96;1281655.00
ITEM;2117;398;0.90;6030115.00
ITEM;1405;14;0.96;2136091.00
ITEM;1604;66;0.51;163227.60
ITEM;1564;19;1.00;456521.40
ITEM;2267;31;0.71;2502713.00
ITEM;77;99;1.05;1313.20
ITEM;3;584;1.01;20.33
ITEM;726;29;1.11;17501.44
ITEM;164;575;0.76;13.16
ITEM;154;554;0.96;44.66
ITEM;114;258;0.77;2.14
ITEM;21;568;0.84;32.01
ITEM;2440;40;1.23;106038.20
ITEM;113;721;1.06;7.20
ITEM;721;101;1.20;7540.58
ITEM;2460;23;1.04;43870.50
ITEM;216;712;0.81;228.03
ITEM;693;25;0.85;4533.81
ITEM;720;119;0.92;5860.58
ITEM;217;638;0.73;227.67
ITEM;755;128;0.63;4120.58
ITEM;159;693;1.02;52.03
ITEM;725;11;1.21;19001.44
ITEM;626;1;0.60;132048.70
ITEM;117;1186;1.04;52.56
ITEM;152;330;0.59;8.61
ITEM;156;505;0.87;18.06
ITEM;2348;17;0.78;163.17
ITEM;625;32;0.74;91541.64
ITEM;642;3;0.66;15365.96
ITEM;340;49;1.05;1636.24
ITEM;640;7;1.03;7607.34
ITEM;645;22;0.82;100733.00
ITEM;2365;22;0.56;553.85
ITEM;647;23;1.23;452755.10
ITEM;744;88;0.61;166690.60
ITEM;754;79;0.83;221690.60
ITEM;760;120;1.18;309190.60
ITEM;124;595;1.08;78.45
ITEM;2020;546;0.80;683.13
ITEM;5;1013;1.12;61.05
ITEM;333;51;1.10;8732.11
ITEM;22;467;0.79;51.39
ITEM;624;19;0.89;62156.85
ITEM;663;19;1.02;40395.82
ITEM;662;2;0.85;19439.18
ITEM;100;578;1.16;1.83
ITEM;26;510;0.68;373.46
ITEM;408;60;0.62;8.19
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;53;1.64
SKILL;12;0.48
SKILL;23;0.85
SKILL;227;1.69
SKILL;225;1.11
SKILL;24;1.13
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
MISSION;31;45;962914;TRANSPORT#89#340#sector_95_station_0.txt#sector_61_station_0.txt#null#null#null#null;Head to Star Shepards Hub in <color='cyan'>Temple Gates</color>, pick up <color='yellow'>89</color> <color='yellow'>Textile Fabrics</color> for a light shipment to Transporteers Hub in <color='cyan'>Ambervellis Drea</color>;4;The Financial faction advisor <i>Kilebo Sawgot</i> has placed a light shipment transport order to move <color='yellow'>89</color> <color='yellow'>Textile Fabrics</color> from the Star Shepards Hub storage in <color='cyan'>Temple Gates</color>, to the Transporteers Hub in <color='cyan'>Ambervellis Drea</color>.;11223;4923
MISSION;140;90;822648;REFINE#28#3#sector_56_station_0.txt#sector_65_station_0.txt#null#null#null#null;Dock at the Transporteers station refinery in <color='cyan'>Hunu</color> and process a light shipment of <color='yellow'>28</color> <color='yellow'>Quazor Ores</color>;4;<i>Sihpei Sedmolexon</i> runs a Financial shipping company at CoraVault Hub. After having some issues with a transport ship, <color='yellow'>28</color> items of <color='yellow'>Quazor Ores</color> were left behind. Head on over to <color='cyan'>Hunu</color> and refine these <color='yellow'>Quazor Ores</color> at the Transporteers refinery.;8550;3750
MISSION;70;45;426922;ESCORT#sector_14_station_1.txt#sector_0_station_0.txt#Senator Foelocki Lasyouso#npc_ship_data_(MCL_01)#7#null#null#null;Escort <color='yellow'><i>Senator Foelocki Lasyouso</i></color> from Horizons in <color='cyan'>Gate of Alpharis</color> to Biomate University in <color='cyan'>Void Starcross</color>;4;A wealthy council member from the Financial faction has set up an escort for his oldest son <color='yellow'><i>Senator Foelocki Lasyouso</i></color>. He was recently released from a rehab center for bliss addiction, and <i>Xeile Arsvesada</i>, his father, would prefer he doesn't travel alone. You can meet up with <color='yellow'><i>Senator Foelocki Lasyouso</i></color> at the Horizons station before heading over to Biomate University.;4200;1000
MISSION;51;30;423598;SCAN_STRUCTURE#sector_57_station_0.txt#sector_2.txt#Recon Center#structure_recon_1.txt#1#null#null#null;Find the target <color='yellow'>Recon Center</color> structure in <color='cyan'>Merces Academy</color>, scan, and return to OmniTrust in <color='cyan'>Ponze</color>;3;<i>Kaddfast Meyiyi</i> has requested that someone verify the location of <color='yellow'>Recon Center</color> in the <color='cyan'>Merces Academy</color> sector. After a recent mix-up at the zoning office, the Trade reps are concerned that construction guidelines were not followed properly. Return to the OmniTrust station located in the <color='cyan'>Ponze</color> with the scan data.;15372;7000
MISSION;51;30;234121;SCAN_STRUCTURE#sector_57_station_0.txt#sector_14.txt#Medical Facility#structure_medical_1.txt#1#null#null#null;Find the target <color='yellow'>Medical Facility</color> structure in <color='cyan'>Gate of Alpharis</color>, scan, and return to OmniTrust in <color='cyan'>Ponze</color>;3;<i>Ahzan Kaddjelan</i> has requested that someone verify the location of <color='yellow'>Medical Facility</color> in the <color='cyan'>Gate of Alpharis</color> sector. After a recent mix-up at the zoning office, the Trade reps are concerned that construction guidelines were not followed properly. Return to the OmniTrust station located in the <color='cyan'>Ponze</color> with the scan data.;13237;5250
MISSION;90;90;400511;KILL_PILOT#sector_56_station_1.txt#sector_68.txt#Father Nobem Seryanine#npc_ship_data_(ATC_Claw)#3#null#null#null;Hunt down a low level <color='yellow'><i>Father Nobem Seryanine</i></color> in <color='cyan'>Kriox</color> and return to ValueStar in <color='cyan'>Hunu</color>;3;<i>Aswhe Galekinqa</i> has put out a kill contract for <color='yellow'><i>Father Nobem Seryanine</i></color>. Wanted for capital crimes against the Trade faction for raiding multiple transports. Last known sighting of <color='yellow'><i>Father Nobem Seryanine</i></color> was in the vicinity of the <color='cyan'>Kriox</color> system. After <color='yellow'><i>Father Nobem Seryanine</i></color> is dispatched, return to the ValueStar in the <color='cyan'>Hunu</color> system to collect the bounty payment.;7686;1500
MISSION;80;60;967083;RECOVER#15#320#sector_58.txt#sector_56_station_1.txt#null#null#null#null;Recover a light quantity of <color='yellow'>15</color> <color='yellow'>Media Recordings</color> in <color='cyan'>Lins</color>, and return to ValueStar in <color='cyan'>Hunu</color>;3;The Trade faction has lost track of a light crate somewhere in the <color='cyan'>Lins</color> system. Head over there and recover the crate containing <color='yellow'>15</color> units of <color='yellow'>Media Recordings</color>, and dock at the ValueStar in the <color='cyan'>Hunu</color> sector. <i>Vajqe Heageela</i> has been instructed to wait for the lost cargo at the ValueStar station.;7823;2813
MISSION;72;45;738338;ESCORT#sector_60_station_0.txt#sector_0_station_3.txt#Liaison Foemole Fotelao#npc_ship_data_(ATC_Turtle)#17#null#null#null;A ship in Biomart in <color='cyan'>Veloxi</color> needs an escort to StarShepards Headquarters in <color='cyan'>Void Starcross</color>;3;After being selected for an academic grant, Dr. <color='yellow'><i>Liaison Foemole Fotelao</i></color> has requested an escort to the StarShepards Headquarters station in the <color='cyan'>Void Starcross</color> system. <color='yellow'><i>Liaison Foemole Fotelao</i></color> has posted his pick-up location as Biomart in <color='cyan'>Veloxi</color>. Be sure to protect the doctor at all cost, and under no circumstances are you to abandon him.;15925;6125
MISSION;90;90;871697;KILL_PILOT#sector_58_station_0.txt#sector_68.txt#Govenor Telvaj Xulkol#npc_ship_data_(battle_utility_2)#3#null#null#null;Hunt down a low level <color='yellow'><i>Govenor Telvaj Xulkol</i></color> in <color='cyan'>Kriox</color> and return to CoraVault in <color='cyan'>Lins</color>;4;<i>Jagsad Astdiear</i> has put out a kill contract for <color='yellow'><i>Govenor Telvaj Xulkol</i></color>. Wanted for capital crimes against the Financial faction for raiding multiple transports. Last known sighting of <color='yellow'><i>Govenor Telvaj Xulkol</i></color> was in the vicinity of the <color='cyan'>Kriox</color> system. After <color='yellow'><i>Govenor Telvaj Xulkol</i></color> is dispatched, return to the CoraVault in the <color='cyan'>Lins</color> system to collect the bounty payment.;7686;1500
MISSION;91;90;457021;KILL_PILOT#sector_1_station_0.txt#sector_95.txt#Mr. Jaliszo Paxiemi#npc_ship_data_(excavation_frigate_1)#5#null#null#null;Assassinate in-experienced <color='yellow'><i>Mr. Jaliszo Paxiemi</i></color> in <color='cyan'>Temple Gates</color> and return to Quantex in <color='cyan'>Dellis Primeria</color>;4;The Financial faction has released a kill contract for the criminal <color='yellow'><i>Mr. Jaliszo Paxiemi</i></color>. Wanted for capital crimes including theft and hijacking, the ASP has approved the contract and have released <color='yellow'><i>Mr. Jaliszo Paxiemi</i></color>'s last known location. Head to <color='cyan'>Temple Gates</color>, and eliminate <color='yellow'><i>Mr. Jaliszo Paxiemi</i></color>'s ship. Once complete, head to <color='cyan'>Dellis Primeria</color> and dock at Quantex for payment.;20816;7875
MISSION;152;120;282369;FABRICATE#9#2404#sector_0_station_4.txt#sector_56_station_1.txt#null#null#null#null;Manufacture <color='yellow'>9</color> <color='yellow'>Uranium Cores</color> at Starbase Corporate Center station fabricator in <color='cyan'>Void Starcross</color>;3;<i>Gorevo Yivi</i> from ValueStar Station has commissioned a production run . He has required a small manufacturing run of <color='yellow'>9</color> <color='yellow'>Uranium Cores</color>. Set your GPS autopilot to <color='cyan'>Void Starcross</color> and produce these <color='yellow'>Uranium Cores</color> on site at the Starbase Corporate Center immediately.;24118;5360
MISSION;90;90;576756;KILL_PILOT#sector_16_station_0.txt#sector_60.txt#Sir Bastza Risdorn#npc_ship_data_(recon_shuttle_1)#3#null#null#null;Hunt down a low level <color='yellow'><i>Sir Bastza Risdorn</i></color> in <color='cyan'>Veloxi</color> and return to Rendo Labs in <color='cyan'>Entropy</color>;5;<i>Ristel Risvifall</i> has put out a kill contract for <color='yellow'><i>Sir Bastza Risdorn</i></color>. Wanted for capital crimes against the Commerce faction for raiding multiple transports. Last known sighting of <color='yellow'><i>Sir Bastza Risdorn</i></color> was in the vicinity of the <color='cyan'>Veloxi</color> system. After <color='yellow'><i>Sir Bastza Risdorn</i></color> is dispatched, return to the Rendo Labs in the <color='cyan'>Entropy</color> system to collect the bounty payment.;11712;3000
MISSION;20;120;614029;COLLECT#2#1750#sector_0_station_0.txt#sector_60_station_0.txt#null#null#null#null;Collect a light shipment of <color='yellow'>Basic Drone Command Bays</color> and return to Biomate University in <color='cyan'>Void Starcross</color>;5;The Commerce Faction's fabrication representative <i>Astpea Whaveoi</i> is running a bit short on some items needed for an upcoming production run at Biomate University Station in <color='cyan'>Void Starcross</color>. Perhaps you can collect <color='yellow'>2</color> <color='yellow'>Basic Drone Command Bays</color> and bring them by the fabricator at Biomate University.;8800;2750
MISSION;151;120;939022;FABRICATE#5#2342#sector_57_station_0.txt#sector_0_station_5.txt#null#null#null#null;Produce a light container of <color='yellow'>5</color> <color='yellow'>Nuts And Bolts</color> at the OmniTrust fabricator in <color='cyan'>Ponze</color>;4;The Financial Faction has commissioned a production liaison, <i>Jelate Nortisto</i> at Proctors Center. After an audit, <color='yellow'>5</color> items of <color='yellow'>Nuts And Bolts</color> were deemed required. Head on over to <color='cyan'>Ponze</color> and manufacture these <color='yellow'>Nuts And Bolts</color> at OmniTrust.;18069;4594
MISSION;127;45;158238;CHAT_PILOT#sector_0_station_3.txt#sector_3.txt#Scribe Nixad Madwenwen#npc_ship_data_(ATC_Arrow_MK3)#12#missions_transfer_pilot.txt#0#null;Transfer a legal document to <color='yellow'><i>Scribe Nixad Madwenwen</i></color> in <color='cyan'>Starfort Ramos</color>. Return with confirmation at StarShepards Headquarters in <color='cyan'>Void Starcross</color>;4;<color='yellow'><i>Scribe Nixad Madwenwen</i></color> is required to provide the Financial faction a signed legal document. <color='yellow'><i>Scribe Nixad Madwenwen</i></color> has returned this document unsigned. Last known sighting of <color='yellow'><i>Scribe Nixad Madwenwen</i></color> was in the area of <color='cyan'>Starfort Ramos</color>. Locate them and resolve this problem. Then return to StarShepards Headquarters in the <color='cyan'>Void Starcross</color> system to deliver confirmation.;453792;150795
MISSION;83;60;527460;RECOVER#38#2045#sector_14.txt#sector_61_station_0.txt#null#null#null#null;Reclaim a medium shipment <color='yellow'>crate</color> in <color='cyan'>Gate of Alpharis</color> and bring back to Transporteers Hub in <color='cyan'>Ambervellis Drea</color>;3;A medium shipping crate has come up missing from a mining operation move in <color='cyan'>Gate of Alpharis</color>. <i>Sitaf Tajemigot</i> is looking for an able pilot to scoop up the shipment of <color='yellow'>38</color> <color='yellow'>Ionization Plates</color>. Once the crate has been recovered, take it to the Transporteers Hub station located in the <color='cyan'>Ambervellis Drea</color> where <i>Sitaf Tajemigot</i> will be waiting with your payment.;54434;18089
MISSION;92;90;478081;KILL_PILOT#sector_2_station_0.txt#sector_79.txt#Enforcer Xaser Akhin#npc_ship_data_(battle_utility_1)#7#null#null#null;Execute <color='yellow'><i>Enforcer Xaser Akhin</i></color> in <color='cyan'>Dragon Sea</color> and return to Oro Omniplex Center in <color='cyan'>Merces Academy</color>;3;A low level criminal has finally hit the radar of the Astrox Security Patrol. A new kill contract has been issued for <color='yellow'><i>Enforcer Xaser Akhin</i></color> located in <color='cyan'>Dragon Sea</color>. <color='yellow'><i>Enforcer Xaser Akhin</i></color> has been know to pull some sneaky tricks during combat, so be careful when engaging him. After his ship has been destroyed, head to Oro Omniplex Center station in the <color='cyan'>Merces Academy</color> system.;44277;16079
MISSION;52;30;293241;SCAN_STRUCTURE#sector_40_station_0.txt#sector_14.txt#Industrial Machine#structure_machine_1.txt#1#null#null#null;Track and scan the target <color='yellow'>Industrial Machine</color> structure in <color='cyan'>Gate of Alpharis</color> and return to Legistron in <color='cyan'>Dogstar Prime</color>;5;The Commerce faction has commissioned scientific survey of a strange vibration taking place at <color='yellow'>Industrial Machine</color> in the <color='cyan'>Gate of Alpharis</color> sector. Head over to <color='cyan'>Gate of Alpharis</color> and scan the <color='yellow'>Industrial Machine</color> structure. Once complete, return to the Legistron station located in the <color='cyan'>Dogstar Prime</color> with the scan data.;33731;9188
MISSION;124;45;102887;CHAT_PILOT#sector_1_station_0.txt#sector_14.txt#Sir Nostracae Foewhatim#npc_ship_data_(Advanced_heavy_battlecuriser_10)#21#missions_arrest_escort.txt#0#null;Arrest <color='yellow'><i>Sir Nostracae Foewhatim</i></color> over an outstanding warrant in <color='cyan'>Gate of Alpharis</color> and return to Quantex in <color='cyan'>Dellis Primeria</color>;3;<i>Bavi Amsev</i> of the Trade faction has sent out a warrent for the arrest of <color='yellow'><i>Sir Nostracae Foewhatim</i></color>. Last known sighting of <color='yellow'><i>Sir Nostracae Foewhatim</i></color> was in the area of <color='cyan'>Gate of Alpharis</color>. Bring them back alive to the Quantex in the <color='cyan'>Dellis Primeria</color> system to complete this contract.;84674;28137
MISSION;96;90;243157;KILL_PILOT#sector_100_station_0.txt#sector_79.txt#Overseer Yitaj Rofast#npc_ship_data_(support_shuttle_1)#34#null#null#null;Exterminate Skilled <color='yellow'><i>Overseer Yitaj Rofast</i></color> in <color='cyan'>Dragon Sea</color> and return to Fellacore Research Center in <color='cyan'>Grace</color>;5;<i>Goan Qecooco</i> was the last unfortunate victim of the well know hijacker, <color='yellow'><i>Overseer Yitaj Rofast</i></color>. She has been hanging around in the <color='cyan'>Dragon Sea</color> sector and has finally caught the attention of the local Commerce magistrate. Dispatch <color='yellow'><i>Overseer Yitaj Rofast</i></color> and meet <i>Goan Qecooco</i> back at the Fellacore Research Center station in <color='cyan'>Grace</color>.;430845;150796
