// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Biomart
STATION;type;Auction Facility
STATION;owner;Leira Kolyitpi
STATION;faction;Trade
STATION;material;station_material_Trade.png
STATION;color;.70 , 1, .23 , 1
STATION;level;2
STATION;icon;biomart.png
STATION;filename;sector_60_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;3-0-1-2-4-0-9-1-2-2-1-3-0-6-2-0-2-0
STATION;interior_seed;5-2-45-3
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;11773.9
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;False
SERVICES;contracts;False
SERVICES;admin;False
// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Pod Racing event;0.25,0.0;40000;Sport Racing Event;entertain_race.png;All expense paid trip to the weekly 'Astrox Pod Racing' (APR) event. 25% Morale Boost.
ENTERTAINMENT;Live Music Concert;0.20,0.07;25000;Musical Entertainment;entertain_show.png;Your crew is treated to an 'all expenses paid' night at a music venue of their choosing. 20% Morale , 7% Loyalty bonus.
ENTERTAINMENT;Karaoke Night;0.15,0.05;15000;Musical Entertainment;entertain_show.png;Your fleet is treated to a night of karaoke at the local music tavern. 15% Morale , 5% Loyalty bonus.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;1;1.02;npc_ship_data_(battle_utility_1).txt
MERC;6;1.62;npc_ship_data_(excavation_utility_1).txt
MERC;8;1.59;npc_ship_data_(recon_carrier_1).txt
MERC;9;1.60;npc_ship_data_(excavation_escort_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Shortage: (1) Items ;330x142;365626.00;16679.70
MISSION;100;120;268147;KILL_RECOVER#sector_63_station_0.txt#sector_15.txt#Officer Whezeno Seqati#npc_ship_data_(ATC_Zephyr_Mk2)#3#1#1593#null;Kill and Rob <color='yellow'><i>Officer Whezeno Seqati</i></color> in <color='cyan'>Jermicus</color> and return to Lammassu Hub in <color='cyan'>Numbu</color> with <color='yellow'>1</color> of <color='yellow'>Premium Turn Thrust</color>;3;<i>Tucoo Fabel</i> was hijacked for <color='yellow'>1</color> <color='yellow'>Premium Turn Thrust</color> by a pilot named <color='yellow'><i>Officer Whezeno Seqati</i></color>. The Trade has approved a 'Kill and Recover' contract for the criminal <color='yellow'><i>Officer Whezeno Seqati</i></color>. Last seen in the <color='cyan'>Jermicus</color> system, <color='yellow'><i>Officer Whezeno Seqati</i></color> is considered to be un-prepared for combat. Take him out and return the <color='yellow'>Premium Turn Thrust</color> to Lammassu Hub in <color='cyan'>Numbu</color>.;15368;5250
MISSION;90;90;958573;KILL_PILOT#sector_16_station_0.txt#sector_56.txt#Professor Sipse Hinyouqu#npc_ship_data_(ATC_Vulture_MK2)#3#null#null#null;Hunt down a low level <color='yellow'><i>Professor Sipse Hinyouqu</i></color> in <color='cyan'>Hunu</color> and return to Rendo Labs in <color='cyan'>Entropy</color>;3;<i>Nuhjoh Woxobac</i> has put out a kill contract for <color='yellow'><i>Professor Sipse Hinyouqu</i></color>. Wanted for capital crimes against the Trade faction for raiding multiple transports. Last known sighting of <color='yellow'><i>Professor Sipse Hinyouqu</i></color> was in the vicinity of the <color='cyan'>Hunu</color> system. After <color='yellow'><i>Professor Sipse Hinyouqu</i></color> is dispatched, return to the Rendo Labs in the <color='cyan'>Entropy</color> system to collect the bounty payment.;9823;2250
MISSION;120;45;703225;CHAT_PILOT#sector_14_station_0.txt#sector_95.txt#Rookie Bacbor Imeswheafe#npc_ship_data_(battle_shuttle_1)#14#missions_debt_collection.txt#0#null;Collect a small debt from <color='yellow'><i>Rookie Bacbor Imeswheafe</i></color> in <color='cyan'>Temple Gates</color> and return to Imperium Republica  in <color='cyan'>Gate of Alpharis</color>;5;<i>Peitaj Borwadorn</i> has requested that debt be collected from <color='yellow'><i>Rookie Bacbor Imeswheafe</i></color>. After 3 payments to the Commerce faction for transport fines, <color='yellow'><i>Rookie Bacbor Imeswheafe</i></color> has refused to make any further payments. Last known sighting of <color='yellow'><i>Rookie Bacbor Imeswheafe</i></color> was in the vicinity of the <color='cyan'>Temple Gates</color> system. Have a chat with them, collect the debt, and return to the Imperium Republica  in the <color='cyan'>Gate of Alpharis</color> system to deliver the payment.;6588;2500
MISSION;92;90;374023;KILL_PILOT#sector_0_station_1.txt#sector_63.txt#Father Dofo Rimastrib#npc_ship_data_(pirate_frigate_5)#7#null#null#null;Execute <color='yellow'><i>Father Dofo Rimastrib</i></color> in <color='cyan'>Numbu</color> and return to Lammassu Financial in <color='cyan'>Void Starcross</color>;3;A low level criminal has finally hit the radar of the Astrox Security Patrol. A new kill contract has been issued for <color='yellow'><i>Father Dofo Rimastrib</i></color> located in <color='cyan'>Numbu</color>. <color='yellow'><i>Father Dofo Rimastrib</i></color> has been know to pull some sneaky tricks during combat, so be careful when engaging him. After his ship has been destroyed, head to Lammassu Financial station in the <color='cyan'>Void Starcross</color> system.;21858;4594
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;0.95;ship_data_(transport_escort_1).txt
SHIP;2;0.91;ship_data_(transport_utility_1).txt
SHIP;3;1.01;ship_data_(battle_carrier_1).txt
SHIP;4;1.05;ship_data_(recon_escort_1).txt
SHIP;5;1.06;ship_data_(recon_frigate_1).txt
SHIP;6;1.05;ship_data_(battle_carrier_1).txt
SHIP;7;1.03;ship_data_(support_frigate_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>

