// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;1
STATION;name;Horizons
STATION;type;Headquarters
STATION;owner;Serzokom Qireno
STATION;faction;Alpha
STATION;material;station_material_Alpha.png
STATION;color;1 , .40, .19, 1
STATION;level;2
STATION;icon;horizons.png
STATION;filename;sector_14_station_1.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;2-4-0-3-0-0-0-1-4-7-1-8-90
STATION;interior_seed;3-4-15-0
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;54822.54
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;False
SERVICES;contracts;False
SERVICES;admin;True
// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Bottle of Whiskey;0.025,0.0;850;Whiskey;entertain_bar.png;Purchase a bottle of whiskey for each of your fleet members. 2.5% Morale bonus.
ENTERTAINMENT;Live Music Concert;0.20,0.07;25000;Musical Entertainment;entertain_show.png;Your crew is treated to an 'all expenses paid' night at a music venue of their choosing. 20% Morale , 7% Loyalty bonus.
ENTERTAINMENT;Astrox Opera House;0.26,0.07;51000;Musical Entertainment;entertain_opera.png;Provide a private opera concert for your entire crew at the famous 'Astrox Opera House', drinks and food included. 26% Morale , 7% Loyalty bonus.
ENTERTAINMENT;Pod Racing event;0.25,0.0;40000;Sport Racing Event;entertain_race.png;All expense paid trip to the weekly 'Astrox Pod Racing' (APR) event. 25% Morale Boost.
ENTERTAINMENT;StarLuck Casino;0.05,0.05;24000;Gambling;entertain_casino.png;A weekend package to the local casino for your entire crew, complete with pocket money. 5% Morale Boost, 5% Loyalty Boost
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;8;0.67;npc_ship_data_(transport_escort_1).txt
MERC;8;1.28;npc_ship_data_(recon_carrier_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Needs Goods: (2) Items ;407x372,407x353;3978;93166.93
ITEM;2131;-99;1.18;47664.95
ITEM;1590;29;0.93;19236.8
ITEM;2445;11;0.94;19236.8
ITEM;2438;15;0.90;19236.8
ITEM;406;8;1.07;1.515677
ITEM;403;687;0.91;1.515677
ITEM;101;377;0.60;1.515677
ITEM;168;322;0.57;1.515677
ITEM;404;11;0.71;1.515677
ITEM;300;5;1.26;128.0621
ITEM;301;7;0.79;128.0621
ITEM;661;3;1.09;128.0621
ITEM;660;4;1.04;128.0621
ITEM;2416;3;0.77;16061.31
ITEM;151;131;0.55;7.034505
ITEM;735;1;0.67;7.034505
ITEM;1001;15;0.52;7.034505
ITEM;1170;15;0.89;7.034505
ITEM;2100;17;0.58;7.034505
ITEM;2124;1;1.13;7.034505
ITEM;1200;11;1.23;5039.181
ITEM;1100;14;0.54;5039.181
ITEM;2130;66;0.64;8003.045
ITEM;2;62;0.81;8003.045
ITEM;405;577;1.04;8003.045
ITEM;675;18;1.20;66505.52
ITEM;731;21;0.52;66505.52
ITEM;753;15;0.79;66505.52
ITEM;759;18;1.13;66505.52
ITEM;2426;19;0.77;66505.52
ITEM;102;268;1.04;66505.52
ITEM;1521;14;0.99;66505.52
ITEM;1581;15;1.12;66505.52
ITEM;621;8;0.56;7262.519
ITEM;2120;26;0.99;124888.9
ITEM;1601;16;1.01;124888.9
ITEM;305;927;0.87;209.3061
ITEM;20;195;0.64;209.3061
ITEM;304;11;1.18;209.3061
ITEM;677;20;0.61;209.3061
ITEM;712;30;1.01;209.3061
ITEM;158;193;1.18;209.3061
ITEM;155;42;0.50;209.3061
ITEM;104;29;0.66;209.3061
ITEM;166;93;1.01;60.80705
ITEM;672;29;1.19;29259.31
ITEM;676;30;1.00;29259.31
ITEM;732;4;0.67;29259.31
ITEM;756;30;1.24;29259.31
ITEM;711;38;0.51;29259.31
ITEM;157;94;0.84;29259.31
ITEM;160;41;0.75;29259.31
ITEM;161;40;1.03;29259.31
ITEM;728;32;1.24;29259.31
ITEM;2397;5;1.16;29259.31
ITEM;601;6;0.53;29259.31
ITEM;150;76;0.56;29259.31
ITEM;303;15;0.80;29259.31
ITEM;407;15;1.12;7.926735
ITEM;103;30;0.65;7.926735
ITEM;165;140;1.18;7.926735
ITEM;2128;43;1.00;7.926735
ITEM;2116;7;0.60;7.926735
ITEM;600;2;0.73;7.926735
ITEM;42;42;0.74;7.926735
ITEM;52;1578;0.75;7.926735
ITEM;62;30;0.72;7.926735
ITEM;2117;76;0.98;7.926735
ITEM;77;39;0.71;7.926735
ITEM;726;10;0.77;7.926735
ITEM;164;167;0.76;7.926735
ITEM;154;65;0.85;7.926735
ITEM;114;129;0.94;7.926735
ITEM;21;4375;0.94;7.926735
ITEM;2432;21;0.66;26410.46
ITEM;2442;4;0.98;26410.46
ITEM;156;132;1.16;26410.46
ITEM;640;6;1.14;26410.46
ITEM;162;152;0.70;26410.46
ITEM;2433;20;0.99;26410.46
ITEM;749;28;0.69;181031.2
ITEM;754;12;1.23;181031.2
ITEM;100;262;0.79;1.23212
ITEM;2444;5;0.82;1.23212
ITEM;408;17;1.05;1.23212
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;60;1.34
SKILL;231;1.28
SKILL;22;1.28
SKILL;228;1.58
SKILL;37;0.74
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
MISSION;121;45;291874;CHAT_PILOT#sector_0_station_1.txt#sector_60.txt#Captain Telweli Restbarkol#npc_ship_data_(freighter_1)#1#missions_debt_collection.txt#0#null;Chat with <color='yellow'><i>Captain Telweli Restbarkol</i></color> about his debt in <color='cyan'>Veloxi</color> and return to Lammassu Financial in <color='cyan'>Void Starcross</color>;2;<i>Velea Jeldornsev</i> has requested that debt be collected from <color='yellow'><i>Captain Telweli Restbarkol</i></color>. After 3 payments to the Civil faction for transport fines, <color='yellow'><i>Captain Telweli Restbarkol</i></color> has refused to make any further payments. Last known sighting of <color='yellow'><i>Captain Telweli Restbarkol</i></color> was in the vicinity of the <color='cyan'>Veloxi</color> system. Have a chat with them, collect the debt, and return to the Lammassu Financial in the <color='cyan'>Void Starcross</color> system to deliver the payment.;12075;4375
MISSION;22;120;584812;COLLECT#68#155#sector_56_station_0.txt#sector_56_station_1.txt#null#null#null#null;Return to Transporteers in <color='cyan'>Hunu</color> with a light collection of <color='yellow'>68</color> <color='yellow'>Lubricants</color>;0;A request has been made by the Overseer of Transporteers in <color='cyan'>Hunu</color> for the acquisition of <color='yellow'>68</color> <color='yellow'>Lubricants</color>. <i>Tizan Akwaar</i> will reimburse you for the cost of the items, as well as payment for your troubles.;20634;2106
MISSION;53;30;494851;SCAN_STRUCTURE#sector_3_station_0.txt#sector_0.txt#Public Energy Generator#structure_energy_gen_1.txt#1#null#null#null;Scan the <color='yellow'>Public Energy Generator</color> structure in <color='cyan'>Void Starcross</color> and return to Daemon Ammunitions in <color='cyan'>Starfort Ramos</color>;2;Space rats have infested the <color='yellow'>Public Energy Generator</color> structure over in <color='cyan'>Void Starcross</color>. <i>Tares Bastbunpei</i> has been trying to get help with the infestation, but until the structure is scanned, Civil union members are not going to come. Head back to the Daemon Ammunitions station located in the <color='cyan'>Starfort Ramos</color> with a scan report.;28941;5360
MISSION;42;45;528017;SCAN_PILOT#sector_100_station_0.txt#sector_56.txt#Senator Enoba Witwhixad#npc_ship_data_(ATC_Raven)#7#null#null#null;Track down and scan <color='yellow'><i>Senator Enoba Witwhixad</i></color> in <color='cyan'>Hunu</color> and return to Fellacore Research Center in <color='cyan'>Grace</color>;0;Alpha faction has requested that we verify the whereabouts of a <color='yellow'><i>Senator Enoba Witwhixad</i></color>. After a recent ban order from the high court minister <i>Zaate Qaqadale</i>, <color='cyan'>Hunu</color> officials are worried that <color='yellow'><i>Senator Enoba Witwhixad</i></color> might cause problems for the local merchants. Scan <color='yellow'><i>Senator Enoba Witwhixad</i></color>'s ship and return to Fellacore Research Center in <color='cyan'>Grace</color> with the scan record.;22044;4594
MISSION;141;90;700435;REFINE#3#26#sector_60_station_0.txt#sector_2_station_0.txt#null#null#null#null;Refine a light container of <color='yellow'>3</color> <color='yellow'>Weapons Components</color> at the Biomart station in <color='cyan'>Veloxi</color>;0;The Alpha Faction has commissioned a refinery liaison, <i>Ninelom Finostra</i> at Oro Omniplex Center. After an audit, <color='yellow'>3</color> items of <color='yellow'>Weapons Components</color> were left unused. Head on over to <color='cyan'>Veloxi</color> and refine these <color='yellow'>Weapons Components</color> at the Biomart refinery.;22313;9188
MISSION;80;60;901215;RECOVER#1#1644#sector_78.txt#sector_78_station_0.txt#null#null#null#null;Recover a light quantity of <color='yellow'>1</color> <color='yellow'>Prototype Energy Armor</color> in <color='cyan'>Bitcola</color>, and return to Tella's in <color='cyan'>Bitcola</color>;0;The Alpha faction has lost track of a light crate somewhere in the <color='cyan'>Bitcola</color> system. Head over there and recover the crate containing <color='yellow'>1</color> units of <color='yellow'>Prototype Energy Armor</color>, and dock at the Tella's in the <color='cyan'>Bitcola</color> sector. <i>Yelpei Zenoxadbe</i> has been instructed to wait for the lost cargo at the Tella's station.;9608;2250
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;0.91;ship_data_(recon_escort_1).txt
SHIP;2;1.02;ship_data_(excavation_cruiser_1).txt
SHIP;3;1.04;ship_data_(excavation_escort_1).txt
SHIP;4;0.92;ship_data_(pirate_carrier_1).txt
SHIP;5;0.90;ship_data_(transport_frigate_1).txt
SHIP;6;1.02;ship_data_(battle_cruiser_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>


