[s:30][c:yellow]Oro Omniplex Center[/c][/s]
Recon Sentry
Hasrastast Belbar
Labor
[c:lime]Dock fee 100[/c]
Timestamp: 59306.96
<Station Services>

[s:20][c:cyan]STATION ECONOMY[/c][/s]
[c:lime]SUPPLY[/c]
Basic 20mm
Advanced 20mm
Prototype 20mm
Basic 60mm
Advanced 60mm
Prototype 60mm
Basic Missile 
Advanced Missile
Prototype Missile 
Basic Torpedo 
Advanced Torpedo 
Prototype Torpedo 
[c:orange]DEMAND[/c]
Active Scanner
Basic Thruster
Improved Thruster
Advanced Thruster
Premium Thruster
Prototype Thruster
Basic Engine Core
Improved Engine Core
Advanced Engine Core
Premium Engine Core
Prototype Engine Core
Basic Afterburner
Improved Afterburner
Advanced Afterburner
Premium Afterburner
Prototype Afterburner

[s:20][c:cyan]SERVICES[/c][/s]
Lounge
Market
Refinery
Ship Garage
University
Ship Hangar
Storage
Fabricator
Mission Contracts


<Station Market Orders>
[c:red]SELL Order[/c] Market Inventory: (2) Items 
 (630) x Advanced Torpedo 
 (489) x Advanced 20mm
Buy items for [c:lime]181,425 discount.[/c]
[c:red]SELL Order[/c] Selling: (1) Items 
 (50) x Zai Ore
Buy items for [c:lime]16,861 discount.[/c]


<Station Market Items>
Visit station market to update prices.
Adamyte Ore  233 - z6
Basic Missile Launcher (Doc)  95 - z39,753
Basic Ore Harvester  19 - z17,115
Basic Ore Harvester (Doc)  26 - z54,777
Basic Projectile Energy Mod (Doc)  25 - z345,760
Basic Railgun (Doc)  128 - z38,746
Basic Salvage Collector  10 - z16,275
Basic Scan Booster  16 - z24,368
Basic Scan Emitter  16 - z17,326
Basic Sensor  208 - z110
Basic Shield Generator  1 - z28,418
Basic Skill Manual  42 - z255,634
Basic Torpedo   32 - z212
Basic Torpedo Launcher  18 - z9,849
Basic Torpedo Launcher (Doc)  69 - z53,866
Basic Warp Drive Fuel  278 - z1,988
Bomber Drone  54 - z17,738
Bottled Whiskey  29 - z124
Calcium  314 - z4
Candy Cane  21 - z1
Candy Corn  16 - z1
Carbon  195 - z2
Carbon Fiber  201 - z20
Chocolate Bars  2 - z1
Circuit Board  216 - z77
Cleaning Chemicals  17 - z77
Colored Dye  24 - z21
Containment Unit  3 - z13,751
Disposables  10 - z6,458
ECM Sensors Jammer (Doc)  24 - z743,001
Fasteners  3 - z11
Fiber Optic Cables  3 - z125
Generic Construction Platform  35 - z8,644,007
Generic Heavy Cannon  6 - z1,568
Generic Heavy Laser  17 - z2,404
Generic Heavy Laser (Doc)  27 - z14,218
Generic Railgun  10 - z2,910
Generic Torpedo Launcher  15 - z3,198
Gourmet Food Rations  22 - z242
Gradeon Ore  268 - z10
Gummy Bears  28 - z1
Ham Sandwich  2 - z14,418
Heavy Armor Bomb  44 - z92,545
Heavy Armor Repair  45 - z57,782
Heavy Combat Drone  49 - z104,368
Heavy Shield Bomb  21 - z51,235
Heavy Shield Charge  10 - z59,380
Hydrogen  177 - z2
Improved Afterburner  3 - z57,127
Improved Combat Drone  2 - z59,514
Improved Defense Drone  15 - z34,764
Improved Explosive Armor  29 - z46,127
Improved Filter  7 - z11,914
Improved Impact Armor (Doc)  12 - z733,521
Improved Light Turret  19 - z26,767
Improved Mass Reduction  21 - z37,377
Improved Ore Harvester  12 - z60,394
Improved Ore Harvester (Doc)  17 - z245,621
Improved Railgun (Doc)  60 - z170,893
Improved Repair Drone  32 - z59,964
Improved Rocket Launcher (Doc)  27 - z147,311
Improved Salvage Collector  27 - z60,884
Improved Scan Booster  15 - z36,576
Improved Scan Emitter  10 - z42,211
Improved Thruster  21 - z60,852
Improved Torpedo Launcher  1 - z19,773
Interior Lighting  9 - z241
Ionization Plate (Doc)  10 - z27,584
Junk Part  258 - z15
Kitchen Appliances  11 - z817
Large Combat Drone  43 - z127,253
Large Life Support Pack  31 - z35,214
Large Web Field  29 - z90,902
Light Armor Repair  48 - z8,820
Light Shield Charge  39 - z4,498
Liquid Coolant  265 - z27
Lubricant  97 - z15
Magnetic Quartz  49 - z3
Mechanical Belts  3 - z57
Mechanical Switch  234 - z66
Medium Armor Bomb  5 - z18,698
Medium Life Support Pack  51 - z9,338
Medium Mining Drone  35 - z10,388
Medium Salvage Drone  1 - z9,188
Medium Shield Charge  58 - z23,993
Metal Brackets  275 - z17
Metal Gears  3 - z32
Noodles  3 - z10,811
Nuts And Bolts  94 - z12
Office Furniture  5 - z1,017
Optical Interface  23 - z175
Ornament  15 - z7
Oxygen  188 - z2
Plastic Caps  112 - z51
Plastix Strands  415 - z7
Polymere  14 - z64
Polymere (Doc)  17 - z771
Premium Energy Armor (Doc)  9 - z1,830,083
Premium Explosive Armor (Doc)  6 - z1,446,083
Premium Missile Launcher (Doc)  92 - z2,150,078
Premium Rocket Launcher (Doc)  87 - z1,039,234
Protein Bar  3 - z6,178
Prototype 20mm  117 - z109
Prototype 60mm  39 - z133
Prototype Engine Core  12 - z516,898
Prototype Heavy Cannon (Doc)  11 - z6,889,756
Prototype Missile   35 - z429
Prototype Missile Launcher (Doc)  11 - z7,698,592
Prototype Pulse Laser (Doc)  26 - z6,788,634
Prototype Rocket Launcher (Doc)  90 - z3,532,277
Prototype Thruster (Doc)  10 - z2,631,019
Prototype Torpedo   21 - z781
Prototype Warp Drive Fuel (Doc)  6 - z889,960
Quazor Ore  170 - z16
Recon Scanner Drone  29 - z13,388
Regulator  160 - z96
Reinforced Rubber  71 - z17
Salt Crystal  60 - z3
Scrap Part  85 - z35
Silicon  348 - z6
Small Life Support Pack  51 - z5,613
Small Repair Drone  43 - z4,215
Small Storage Tank  3 - z51
Small Web Field  13 - z10,260
Steelium Pipes  37 - z22
Temperature Genie  1 - z17,419
Thermal Controller  13 - z5,268
Thermal Insulation  249 - z31
Thermal Sensor  153 - z57
Titan Defense Drone  43 - z205,634
Titan Mining Drone  47 - z150,634
Titan Mining Drone (Doc)  21 - z1,513,644
Undamaged Part  11 - z60
Waste Processor  10 - z26,637
Water  302 - z1
Wrapped Box  14 - z13


<Station University Skills>
Projectile Basic Operation
Laser Basic Operation
Beam Basic Operation
Launcher Basic Operation
Miner Basic Operation
Ship Cargo Stacker
Salvager Basic Operation
Max Mission Contracts
Fleet Commander
University Discount


<Station Missions>
[c:lime]SCAN[/c]
Track and scan the target <color='yellow'>Recon Center</color> structure in <color='cyan'>Ambervellis Drea</color> and return to OmniTrust in <color='cyan'>Ponze</color>

[c:lime]REFINE[/c]
Refine <color='yellow'>4</color> <color='yellow'>Weapons Components</color> at Starbase Corporate Center station refinery in <color='cyan'>Void Starcross</color>

[c:lime]FABRICATE[/c]
Produce a medium shipment of <color='yellow'>9</color> <color='yellow'>Metal Gears</color> in <color='cyan'>Lins</color> at the CoraVault station fabricator

[c:lime]COLLECT[/c]
Gather a collection of <color='yellow'>47</color> <color='yellow'>Plastix Strands</color> and dock the light shipment at Proctors Center in <color='cyan'>Void Starcross</color>

[c:lime]SCAN[/c]
Scan the <color='yellow'>Corporate Dock</color> structure in <color='cyan'>Bitcola</color> and return to Fellacore Research Center in <color='cyan'>Grace</color>

[c:lime]DELIVERY[/c]
Take medium shipment of <color='yellow'>6</color> <color='yellow'>Anti-Laser Pods</color> and deliver to <color='cyan'>Ambervellis Drea</color> and dock at Transporteers Hub Station

[c:lime]SCAN[/c]
Locate and scan the <color='yellow'>Shlick Diamond's</color> structure in <color='cyan'>Felishar</color> and return to Transporteers in <color='cyan'>Hunu</color>



<Station Ships>
SE-1 Prophet / Frigate    (Assault)
TE-1 Phoebus / Shuttle    (Transport)
EE-1 Mining Shuttle / Shuttle    (Excavation)
EE-2 Advanced Escort / Escort    (Excavation)
EE-3 Salvage Shuttle / Shuttle    (Excavation)
