// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Quah Relay Station
STATION;type;Data Relay Station
STATION;owner;Xigee Jagvis
STATION;faction;Alpha
STATION;material;station_material_Alpha.png
STATION;color;1 , .46, .19, 1
STATION;level;1
STATION;icon;quah.png
STATION;filename;sector_29_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;2-3-1-6-7-3-9-1-3-6-2-0-90
STATION;interior_seed;4-8-0-4
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;False
SERVICES;hangar;True
SERVICES;storage;False
SERVICES;fabricator;False
SERVICES;contracts;False
SERVICES;admin;False

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;StarLuck Casino;0.05,0.05;24000;Gambling;entertain_casino.png;A weekend package to the local casino for your entire crew, complete with pocket money. 5% Morale Boost, 5% Loyalty Boost
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;9;1.40;npc_ship_data_(support_escort_1).txt
MERC;6;0.64;npc_ship_data_(battle_carrier_1).txt
MERC;5;1.32;npc_ship_data_(transport_cruiser_1).txt
MERC;5;1.40;npc_ship_data_(excavation_escort_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Out of Stock: (2) Items ;320x110,323x416;27690;97922.74
ITEM;679;14;0.75;106573.9
ITEM;759;12;0.75;106573.9
ITEM;733;9;0.76;106573.9
ITEM;742;13;1.04;90811.56
ITEM;711;12;0.70;90811.56
ITEM;691;19;0.56;12843.47
ITEM;620;4;0.89;12843.47
ITEM;640;3;0.59;2290.578
ITEM;660;3;0.91;2290.578
ITEM;600;4;0.97;2290.578
ITEM;403;3;0.68;2290.578
ITEM;406;8;0.68;2290.578
ITEM;301;7;1.20;2290.578
ITEM;408;5;0.81;2290.578
ITEM;404;932;0.89;2290.578
ITEM;405;993;0.96;25.67158
ITEM;407;5;1.07;25.67158
ITEM;302;951;0.70;32.21215
ITEM;300;8;0.57;32.21215
ITEM;1;3293;0.70;9.089849
ITEM;20;21;1.01;9.089849
ITEM;103;95;0.99;9.089849
ITEM;101;11;0.72;9.089849
ITEM;100;10;0.86;9.089849
ITEM;158;215;0.55;18.94064
ITEM;152;48;0.83;18.94064
ITEM;155;18;1.03;18.94064
ITEM;157;7;0.61;18.94064
ITEM;164;82;0.57;18.94064
ITEM;150;0;1.22;18.94064
ITEM;151;0;0.91;18.94064
ITEM;156;2;1.13;18.94064
ITEM;153;2;0.98;18.94064
ITEM;168;6;1.10;18.94064
ITEM;2190;9;0.86;21843.47
ITEM;2339;6;0.99;65670.73
ITEM;2304;5;1.11;65670.73
ITEM;2120;7;0.63;65670.73
ITEM;2426;2;1.07;65670.73
ITEM;2334;4;1.19;65670.73
ITEM;2279;5;0.51;65670.73
ITEM;2284;1;0.53;65670.73
ITEM;2429;3;0.62;65670.73
ITEM;2406;3;1.07;562.8694
ITEM;2386;4;1.15;179.1883
ITEM;2416;6;1.06;179.1883
ITEM;2253;4;0.74;452438
ITEM;2210;6;1.24;452438
ITEM;2344;11;0.57;33528.55
ITEM;2220;3;1.24;33528.55
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;24;1.19
SKILL;14;1.40
SKILL;32;0.56
SKILL;63;0.66
SKILL;22;0.63
SKILL;55;1.24
SKILL;62;0.61
SKILL;43;1.76
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;1.251911;ship_data_(recon_battlecruiser_1).txt
SHIP;1;1.00;ship_data_(recon_dreadnought_1).txt
SHIP;2;0.95;ship_data_(pirate_escort_1).txt
SHIP;3;1.05;ship_data_(recon_carrier_1).txt
SHIP;4;0.94;ship_data_(excavation_utility_1).txt
SHIP;5;1.00;ship_data_(transport_cruiser_1).txt
SHIP;6;0.92;ship_data_(pirate_shuttle_1).txt
SHIP;7;0.93;ship_data_(constellation_destroyer_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>
