// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Stinkfinger
STATION;type;Headquarters
STATION;owner;Restimeslom Lelaseno
STATION;faction;Pirate
STATION;material;station_material_Pirate.png
STATION;color;1 , .1 , .1 , 1
STATION;level;6
STATION;icon;stinkfinger.png
STATION;filename;sector_86_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;4-4-0-4-2-3-4-0-3-7-2-6-1-5-0-0-2-1-2-5-1-0-0
STATION;interior_seed;5-8-45-1
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;False
SERVICES;university;True
SERVICES;hangar;False
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;False
SERVICES;admin;True

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;BioSynth Wildlife Park;0.05,0.05;26000;Rest and Relaxation;entertain_park.png;A weekend package to the local wildlife BioSynth park for your entire crew, included petting zoo. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;StarLuck Casino;0.05,0.05;24000;Gambling;entertain_casino.png;A weekend package to the local casino for your entire crew, complete with pocket money. 5% Morale Boost, 5% Loyalty Boost
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;6;1.84;npc_ship_data_(transport_utility_1).txt
MERC;2;1.46;npc_ship_data_(battle_utility_1).txt
MERC;7;1.73;npc_ship_data_(pirate_carrier_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Items Req: (2) Items ;218x593,210x283;275592;135083.50
ITEM;603;16;1.01;155468.1
ITEM;661;25;0.72;155468.1
ITEM;644;25;0.86;155468.1
ITEM;625;2;0.69;155468.1
ITEM;643;21;0.89;155468.1
ITEM;660;6;0.79;155468.1
ITEM;604;22;1.08;155468.1
ITEM;601;8;1.19;155468.1
ITEM;333;965;1.06;312.4271
ITEM;343;27;0.75;312.4271
ITEM;404;56;0.83;312.4271
ITEM;408;57;0.51;312.4271
ITEM;323;39;1.19;312.4271
ITEM;305;27;1.11;312.4271
ITEM;340;56;0.69;312.4271
ITEM;322;14;0.79;312.4271
ITEM;341;11;1.05;312.4271
ITEM;310;54;1.17;312.4271
ITEM;301;875;1.10;137.8209
ITEM;300;951;0.92;50.52079
ITEM;406;911;1.20;33.85917
ITEM;407;37;0.88;33.85917
ITEM;311;29;0.65;33.85917
ITEM;302;11;1.07;33.85917
ITEM;342;27;0.62;33.85917
ITEM;303;9;0.83;33.85917
ITEM;332;14;0.90;33.85917
ITEM;325;22;0.82;33.85917
ITEM;331;16;0.90;33.85917
ITEM;321;729;0.90;148.4641
ITEM;312;35;0.76;148.4641
ITEM;313;54;1.24;148.4641
ITEM;330;33;0.54;148.4641
ITEM;324;11;1.23;148.4641
ITEM;405;35;0.63;148.4641
ITEM;403;52;1.14;148.4641
ITEM;320;46;1.16;148.4641
ITEM;304;51;1.22;148.4641
ITEM;5;540;0.57;148.4641
ITEM;2;366;0.73;148.4641
ITEM;4;3801;0.83;67.88973
ITEM;25;341;1.20;67.88973
ITEM;20;495;0.59;67.88973
ITEM;23;455;0.73;67.88973
ITEM;1;499;1.04;67.88973
ITEM;6;1;0.89;67.88973
ITEM;24;3373;0.60;817.1039
ITEM;3;11;1.06;817.1039
ITEM;22;3611;0.65;189.7809
ITEM;21;4466;0.84;146.4462
ITEM;105;605;0.96;146.4462
ITEM;111;280;1.23;146.4462
ITEM;103;402;0.75;146.4462
ITEM;104;566;0.66;146.4462
ITEM;2000;122;0.62;146.4462
ITEM;113;11;0.68;146.4462
ITEM;106;656;0.78;146.4462
ITEM;108;639;0.86;11.43392
ITEM;101;392;1.19;11.43392
ITEM;115;509;1.25;31.52558
ITEM;102;152;0.61;1.255578
ITEM;109;1025;0.78;3.428379
ITEM;112;1027;1.24;31.70248
ITEM;118;266;1.13;5.622272
ITEM;107;529;0.57;5.622272
ITEM;114;364;1.13;5.622272
ITEM;100;64;0.89;5.622272
ITEM;110;436;1.10;5.622272
ITEM;207;165;1.09;5.622272
ITEM;219;119;0.68;5.622272
ITEM;164;230;0.58;10.76687
ITEM;201;290;1.17;81.04824
ITEM;2007;59;0.85;81.04824
ITEM;203;131;0.81;67.06309
ITEM;215;530;0.57;89.78842
ITEM;2016;145;1.22;89.78842
ITEM;165;130;1.10;65.98338
ITEM;168;276;0.71;65.98338
ITEM;163;233;1.20;40.95868
ITEM;2001;246;0.60;40.95868
ITEM;156;190;0.54;40.95868
ITEM;159;254;1.01;40.95868
ITEM;2005;164;0.57;40.95868
ITEM;2013;405;0.55;40.95868
ITEM;2019;480;1.15;40.95868
ITEM;217;85;0.78;40.95868
ITEM;205;128;0.77;40.95868
ITEM;200;680;1.25;70.81834
ITEM;204;278;0.58;70.81834
ITEM;2009;496;1.06;70.81834
ITEM;151;201;0.86;70.81834
ITEM;150;311;0.97;9.829436
ITEM;210;427;0.55;9.829436
ITEM;2010;116;0.75;9.829436
ITEM;2006;74;0.96;9.829436
ITEM;211;295;1.01;9.829436
ITEM;202;262;0.80;9.829436
ITEM;153;531;1.19;9.829436
ITEM;167;504;0.64;9.829436
ITEM;2014;140;1.21;9.829436
ITEM;212;47;0.79;9.829436
ITEM;169;159;1.06;90.84286
ITEM;166;548;0.70;90.84286
ITEM;154;446;0.70;90.84286
ITEM;400;437;1.24;1474.165
ITEM;214;63;0.97;1474.165
ITEM;2367;30;0.51;1474.165
ITEM;2221;55;0.92;1474.165
ITEM;2552;25;0.89;422404.9
ITEM;2442;6;0.61;422404.9
ITEM;2125;39;0.67;422404.9
ITEM;2379;26;1.00;422404.9
ITEM;2325;36;0.67;37658.25
ITEM;2103;37;0.58;56667.75
ITEM;2539;16;1.00;56667.75
ITEM;2375;16;0.96;100349.4
ITEM;2155;36;0.95;100349.4
ITEM;2299;8;1.19;100349.4
ITEM;2143;13;0.92;100349.4
ITEM;2362;35;0.59;100349.4
ITEM;2276;29;1.14;100349.4
ITEM;2371;31;0.61;100349.4
ITEM;2282;21;0.57;456807
ITEM;2265;35;1.10;456807
ITEM;2389;39;0.80;456807
ITEM;2224;51;0.97;456807
ITEM;2213;38;1.15;456807
ITEM;2532;41;0.60;456807
ITEM;2381;18;0.52;48539.82
ITEM;2134;3;0.54;48539.82
ITEM;2354;30;0.89;48539.82
ITEM;2260;38;1.23;5656046
ITEM;2142;53;0.67;5656046
ITEM;2332;19;1.21;5656046
ITEM;2311;40;0.83;5656046
ITEM;2353;49;1.22;5656046
ITEM;2369;1;0.83;5656046
ITEM;2397;37;0.83;5656046
ITEM;2182;54;0.58;30033.91
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;74;1.58
SKILL;2;1.13
SKILL;233;0.85
SKILL;72;0.63
SKILL;16;1.63
SKILL;71;0.50
SKILL;33;1.29
SKILL;230;1.26
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;1.02;ship_data_(excavation_utility_1).txt
SHIP;2;0.97;ship_data_(transport_utility_1).txt
SHIP;3;1.00;ship_data_(battle_cruiser_1).txt
SHIP;4;0.94;ship_data_(support_utility_1).txt
SHIP;5;1.02;ship_data_(battle_cruiser_1).txt
SHIP;6;1.07;ship_data_(recon_battlecruiser_1).txt
SHIP;7;1.03;ship_data_(recon_frigate_3).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>
