// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;PharmaLife
STATION;type;Distribution Warehouse
STATION;owner;Fura Geegacie
STATION;faction;Alpha
STATION;material;station_material_Alpha.png
STATION;color;1 , .46, .19, 1
STATION;level;3
STATION;icon;ad_image_10.png
STATION;filename;sector_23_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;4-3-0-6-4-0-9-1-4-1-3-1-1-5-4-1-1-1-2-7-3-9-90
STATION;interior_seed;5-0-45-2
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;False
SERVICES;contracts;True
SERVICES;admin;False

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;BioSynth Wildlife Park;0.05,0.05;26000;Rest and Relaxation;entertain_park.png;A weekend package to the local wildlife BioSynth park for your entire crew, included petting zoo. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;StarLuck Casino;0.05,0.05;24000;Gambling;entertain_casino.png;A weekend package to the local casino for your entire crew, complete with pocket money. 5% Morale Boost, 5% Loyalty Boost
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;7;1.97;npc_ship_data_(battle_carrier_1).txt
MERC;8;1.89;npc_ship_data_(pirate_utility_1).txt
MERC;4;1.77;npc_ship_data_(transport_utility_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Items Req: (1) Items ;20x969;174013;131010.80
ITEM;661;7;0.64;92467.5
ITEM;642;14;0.97;92467.5
ITEM;602;9;1.23;92467.5
ITEM;641;10;0.81;92467.5
ITEM;660;13;0.54;92467.5
ITEM;662;2;0.52;92467.5
ITEM;622;9;0.73;92467.5
ITEM;620;9;1.13;92467.5
ITEM;301;539;1.07;92467.5
ITEM;311;13;1.16;92467.5
ITEM;303;8;1.07;92467.5
ITEM;406;25;0.70;92467.5
ITEM;312;11;0.70;92467.5
ITEM;405;566;0.74;18.79995
ITEM;300;29;0.96;18.79995
ITEM;305;1534;0.71;84.79579
ITEM;313;12;1.20;84.79579
ITEM;302;10;1.03;84.79579
ITEM;404;1496;0.80;16.66125
ITEM;310;24;0.90;16.66125
ITEM;403;28;1.04;16.66125
ITEM;304;1414;1.14;137.8837
ITEM;407;28;0.57;137.8837
ITEM;408;3;1.11;137.8837
ITEM;22;195;1.02;137.8837
ITEM;2;116;1.05;137.8837
ITEM;3;150;0.74;137.8837
ITEM;1;35;0.85;137.8837
ITEM;20;76;0.78;137.8837
ITEM;21;4214;0.60;137.8837
ITEM;104;182;1.06;137.8837
ITEM;113;548;1.23;137.8837
ITEM;102;188;0.95;137.8837
ITEM;118;347;1.00;137.8837
ITEM;109;46;0.86;137.8837
ITEM;100;136;0.86;137.8837
ITEM;101;318;0.59;137.8837
ITEM;103;276;0.68;137.8837
ITEM;114;553;1.05;1.924545
ITEM;205;249;1.20;123.175
ITEM;163;446;1.22;40.74187
ITEM;202;193;0.77;40.74187
ITEM;169;203;1.01;40.74187
ITEM;152;140;0.73;7.336336
ITEM;155;445;0.57;9.732835
ITEM;167;175;0.67;9.732835
ITEM;157;412;0.77;27.30371
ITEM;204;441;0.58;46.4308
ITEM;154;419;0.85;46.4308
ITEM;170;363;1.00;46.4308
ITEM;159;282;0.81;46.4308
ITEM;150;389;1.13;46.4308
ITEM;166;138;0.97;62.90104
ITEM;161;116;0.63;62.90104
ITEM;203;261;1.18;62.90104
ITEM;201;313;0.89;57.71714
ITEM;164;292;0.60;57.71714
ITEM;160;145;0.60;57.71714
ITEM;162;200;0.83;57.71714
ITEM;207;393;1.08;57.71714
ITEM;200;151;0.57;57.71714
ITEM;151;224;0.93;57.71714
ITEM;153;37;1.11;57.71714
ITEM;168;269;1.00;47.74139
ITEM;2210;4;0.94;28064.46
ITEM;2331;20;0.65;28064.46
ITEM;2529;2;1.20;28064.46
ITEM;2349;16;1.18;28064.46
ITEM;2290;20;1.14;87978.83
ITEM;2427;6;0.94;87978.83
ITEM;2361;10;0.95;87978.83
ITEM;2319;24;0.75;87978.83
ITEM;2121;17;0.56;87978.83
ITEM;2437;17;0.68;87978.83
ITEM;2430;29;1.21;87978.83
ITEM;2433;26;0.81;87978.83
ITEM;2326;7;0.88;87978.83
ITEM;2101;29;0.63;87978.83
ITEM;2334;19;0.92;60186.23
ITEM;2440;8;0.97;60186.23
ITEM;2408;2;0.78;60186.23
ITEM;2320;8;1.11;60186.23
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;76;1.68
SKILL;210;1.33
SKILL;223;1.94
SKILL;24;0.64
SKILL;54;1.51
SKILL;31;1.41
SKILL;60;0.52
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;0.98;ship_data_(support_carrier_1).txt
SHIP;2;0.97;ship_data_(battle_cruiser_1).txt
SHIP;3;1.08;ship_data_(transport_escort_1).txt
SHIP;4;1.01;ship_data_(excavation_escort_1).txt
SHIP;5;0.98;ship_data_(transport_shuttle_1).txt
SHIP;6;0.94;ship_data_(transport_utility_1).txt
SHIP;7;1.07;ship_data_(excavation_cruiser_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>
