// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Imperium Republica 
STATION;type;Civil Housing Facility
STATION;owner;Fonmi Duemelze
STATION;faction;Alpha
STATION;material;station_material_Alpha.png
STATION;color;1 , .46, .19, 1
STATION;level;6
STATION;icon;ad_image_7.png
STATION;filename;sector_14_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;4-2-0-2-3-3-7-0-7-1-0-3-0-2-5-1-2-0-4-9-0-8-0
STATION;interior_seed;3-4-45-9
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;62281.67
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;False
SERVICES;contracts;True
SERVICES;admin;True

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Bottle of Whiskey;0.025,0.0;850;Whiskey;entertain_bar.png;Purchase a bottle of whiskey for each of your fleet members. 2.5% Morale bonus.
ENTERTAINMENT;Karaoke Night;0.15,0.05;15000;Musical Entertainment;entertain_show.png;Your fleet is treated to a night of karaoke at the local music tavern. 15% Morale , 5% Loyalty bonus.
ENTERTAINMENT;Deathmatch League;0.15,0.08;68500;Sport Fighting Event;entertain_fight.png;Tickets to the Deathmatch League, where your entire fleet will enjoy a evening of bloodsport. 15% Morale , 8% Loyalty bonus.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;2;0.72;npc_ship_data_(excavation_escort_1).txt
MERC;9;1.96;npc_ship_data_(support_escort_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Low Inventory: (1) Items ;1x645;17312;85450.90
ITEM;310;36;0.74;335.3678
ITEM;313;33;1.13;335.3678
ITEM;311;19;1.17;335.3678
ITEM;342;28;0.71;335.3678
ITEM;323;1432;0.83;26.5982
ITEM;333;762;0.48;26.5982
ITEM;321;38;1.05;26.5982
ITEM;325;1576;0.65;11.86485
ITEM;302;1766;0.73;11.86485
ITEM;341;8;1.18;11.86485
ITEM;403;1;0.93;11.86485
ITEM;340;870;0.94;11.86485
ITEM;324;27;0.94;11.86485
ITEM;331;793;1.16;147.843
ITEM;404;1486;0.55;147.843
ITEM;330;45;0.73;147.843
ITEM;305;34;0.62;147.843
ITEM;332;699;0.73;41.3896
ITEM;303;32;0.90;41.3896
ITEM;22;4065;0.66;41.3896
ITEM;2;153;0.78;41.3896
ITEM;25;205;0.84;41.3896
ITEM;5;203;0.75;41.3896
ITEM;4;112;0.60;41.3896
ITEM;23;8709;1.03;41.3896
ITEM;20;5256;0.74;41.3896
ITEM;3;3911;0.70;41.3896
ITEM;6;2943;0.56;41.3896
ITEM;24;56;0.57;41.3896
ITEM;21;4384;1.08;189.6231
ITEM;1;588;0.55;189.6231
ITEM;107;852;0.78;189.6231
ITEM;104;273;0.67;189.6231
ITEM;112;404;0.94;22.62724
ITEM;118;491;0.99;22.62724
ITEM;111;296;1.11;22.62724
ITEM;102;980;1.22;2.720289
ITEM;109;329;0.99;2.720289
ITEM;103;871;1.06;0.8538663
ITEM;113;893;0.98;0.8538663
ITEM;2000;575;1.16;0.8538663
ITEM;105;928;0.73;0.8538663
ITEM;110;513;0.91;0.8538663
ITEM;100;371;1.10;0.4840578
ITEM;108;443;1.20;16.23536
ITEM;106;246;0.88;16.23536
ITEM;115;1022;0.95;22.57999
ITEM;101;1263;0.45;22.57999
ITEM;114;791;1.11;22.57999
ITEM;162;178;0.62;22.57999
ITEM;153;280;0.90;22.57999
ITEM;207;402;1.03;22.57999
ITEM;154;743;0.62;22.74619
ITEM;2013;276;0.75;22.74619
ITEM;200;574;0.46;20.34317
ITEM;156;89;0.86;20.34317
ITEM;2008;145;0.61;20.34317
ITEM;205;561;0.94;20.34317
ITEM;2016;410;0.59;20.34317
ITEM;152;588;0.75;20.34317
ITEM;2011;325;0.74;82.0348
ITEM;2004;569;1.08;82.0348
ITEM;211;580;0.84;82.0348
ITEM;2007;401;0.59;82.0348
ITEM;169;312;0.93;82.0348
ITEM;208;599;0.86;104.2662
ITEM;214;285;1.00;104.2662
ITEM;206;502;0.63;104.2662
ITEM;2001;497;0.66;104.2662
ITEM;2018;187;0.51;104.2662
ITEM;161;288;0.65;13.67825
ITEM;210;484;0.52;13.67825
ITEM;166;94;0.83;13.67825
ITEM;170;580;0.77;13.67825
ITEM;401;72;0.58;13.67825
ITEM;203;401;1.07;13.67825
ITEM;2010;333;0.85;95.50938
ITEM;213;484;0.99;95.50938
ITEM;2019;551;0.78;95.50938
ITEM;201;421;1.11;95.50938
ITEM;150;371;1.17;95.50938
ITEM;2015;322;0.96;95.50938
ITEM;202;538;0.89;95.50938
ITEM;212;574;1.04;80.18661
ITEM;160;372;0.90;80.18661
ITEM;2285;47;0.85;80.18661
ITEM;2443;21;1.05;80.18661
ITEM;2333;53;0.57;80.18661
ITEM;2101;56;0.76;80.18661
ITEM;2390;45;0.86;80.18661
ITEM;2343;56;1.06;80.18661
ITEM;2449;9;0.69;558.1156
ITEM;2375;19;1.03;105752.2
ITEM;2473;58;1.10;105752.2
ITEM;2428;48;0.99;105752.2
ITEM;2210;16;1.09;105752.2
ITEM;2358;31;0.71;105752.2
ITEM;2250;21;0.77;105752.2
ITEM;2368;47;0.94;105752.2
ITEM;2273;49;0.57;105752.2
ITEM;2212;54;0.76;105752.2
ITEM;2141;59;0.66;105752.2
ITEM;2367;11;0.74;105752.2
ITEM;2274;45;0.53;105752.2
ITEM;2225;28;1.05;105752.2
ITEM;2170;31;1.15;12217.39
ITEM;2429;48;1.02;12217.39
ITEM;2211;34;0.82;12217.39
ITEM;2339;21;0.72;12217.39
ITEM;2401;14;0.64;518.786
ITEM;2451;56;0.55;518.786
ITEM;2330;3;0.86;518.786
ITEM;2194;27;1.08;438029.4
ITEM;2357;9;0.87;438029.4
ITEM;2280;26;0.80;438029.4
ITEM;2388;42;1.10;438029.4
ITEM;2381;20;0.62;438029.4
ITEM;2300;10;1.07;438029.4
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;55;1.09
SKILL;2;1.47
SKILL;44;0.83
SKILL;15;1.85
SKILL;231;1.73
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
MISSION;81;120;670456;RECOVER#1#1503#sector_79.txt#sector_0_station_0.txt#null#null#null#null;Locate a light <color='yellow'>Crate</color> in the <color='cyan'>Dragon Sea</color> sector, recover the <color='yellow'>1</color> <color='yellow'>Premium Thruster</color> and return to Biomate University in <color='cyan'>Void Starcross</color>;0;<i>Artaf Mesyan</i> has lost track of a shipment crate from his last haul. It has been reported found in <color='cyan'>Dragon Sea</color>. In an effort to save time, <i>Artaf Mesyan</i> has sub-contracted the task of returning the light shipment to Biomate University in <color='cyan'>Void Starcross</color>. The Alpha faction is aware of the situation and has sent a representative to Biomate University.;12750;3750
MISSION;133;170;245879;SALVAGE#44#25#sector_80.txt#sector_99_station_0.txt#null#null#null#null;Dismantle <color='yellow'>Special Module Fragment</color> in <color='cyan'>Blades of Dandrow</color> and return to Ferce Hub in <color='cyan'>Semja</color> with minimum of <color='yellow'>44</color>;0;The Alpha faction has reported that a special medium load of <color='yellow'>Special Module Fragment</color> has been scanned in the <color='cyan'>Blades of Dandrow</color> system. <i>Keemi Xulam</i> is credited with the find, but His claim is currently invalid. Hurry up and salvage the <color='yellow'>Special Module Fragment</color> and return to Ferce Hub, in the <color='cyan'>Semja</color>.;14965;5125
MISSION;111;600;319173;KILL_RAIDERS#sector_3_station_0.txt#sector_56.txt#2#10#npc_ship_data_(pirate_shuttle_1)#npc_ship_data_(recon_escort_1)#npc_ship_data_(support_escort_1)#npc_ship_data_(excavation_escort_1);Kill <color='yellow'>2 Raiders</color> level 10 in <color='cyan'>Hunu</color>. Return to Daemon Ammunitions in <color='cyan'>Starfort Ramos</color>;0;A medium group of thugs decided to set up camp in the <color='cyan'>Hunu</color> system. <i>Bacjanco Yibast</i>, who has recently been elected as Overseer of <color='cyan'>Hunu</color> by the Alphas, has requesting this contract to maintain in good standing with his constituents. Wipe out the level 10 and return to the Daemon Ammunitions station.;55339;10800
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;0.93;ship_data_(support_cruiser_1).txt
SHIP;2;0.97;ship_data_(support_shuttle_1).txt
SHIP;3;0.98;ship_data_(transport_utility_1).txt
SHIP;4;0.91;ship_data_(recon_utility_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>

