// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;1
STATION;name;Acrondia Hub
STATION;type;Organization Center
STATION;owner;Bidbruei Lowtibem
STATION;faction;Temple
STATION;material;station_material_Temple.png
STATION;color;.60 , .20 , .80 , 1
STATION;level;2
STATION;icon;acrondia.png
STATION;filename;sector_95_station_1.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;2-0-1-7-4-3-3-0-3-0-2-0-0
STATION;interior_seed;3-1-0-5
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;90459.06
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;False
SERVICES;university;True
SERVICES;hangar;False
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;True
SERVICES;admin;False
// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Bottle of Whiskey;0.025,0.0;850;Whiskey;entertain_bar.png;Purchase a bottle of whiskey for each of your fleet members. 2.5% Morale bonus.
ENTERTAINMENT;Pod Racing event;0.25,0.0;40000;Sport Racing Event;entertain_race.png;All expense paid trip to the weekly 'Astrox Pod Racing' (APR) event. 25% Morale Boost.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;4;1.68;npc_ship_data_(excavation_escort_1).txt
MERC;7;0.99;npc_ship_data_(support_carrier_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Shortage: (1) Items ;4x290;44910.00;115714.80
ITEM;2113;47;0.54;25.79
ITEM;2116;68;0.55;44.03
ITEM;100;215;0.66;0.27
ITEM;408;7;0.59;2498.87
ITEM;9;0;2.50;2775.71
ITEM;10;0;2.50;4447.10
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;75;1.88
SKILL;36;0.86
SKILL;16;0.63
SKILL;63;1.49
SKILL;74;1.43
SKILL;228;0.80
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
MISSION;80;120;394634;RECOVER#1#26#sector_77.txt#sector_40_station_0.txt#null#null#null#null;Recover a light quantity of <color='yellow'>1</color> <color='yellow'>Weapons Component</color> in <color='cyan'>Ballast Crow</color>, and return to Legistron in <color='cyan'>Dogstar Prime</color>;9;The Temple faction has lost track of a light crate somewhere in the <color='cyan'>Ballast Crow</color> system. Head over there and recover the crate containing <color='yellow'>1</color> units of <color='yellow'>Weapons Component</color>, and dock at the Legistron in the <color='cyan'>Dogstar Prime</color> sector. <i>Oukadd Whades</i> has been instructed to wait for the lost cargo at the Legistron station.;12503;2625
MISSION;60;140;572704;HARVEST#73#2#sector_78.txt#sector_16_station_0.txt#null#null#null#null;Harvest <color='yellow'>Special Gradeon Ore</color> in <color='cyan'>Bitcola</color> and return with <color='yellow'>73</color> ore to Rendo Labs in <color='cyan'>Entropy</color>;9;A local prospector, <i>Xeweli Davis</i> of the Temple faction has located a light quantity of special <color='yellow'>Special Gradeon Ore</color> in the <color='cyan'>Bitcola</color> sector. Head over there and harvest all of the special <color='yellow'>Special Gradeon Ore</color>, and meet <i>Xeweli Davis</i> back at Rendo Labs station located in the <color='cyan'>Entropy</color>.;12622;3200
MISSION;141;120;242386;REFINE#2#26#sector_3_station_0.txt#sector_0_station_0.txt#null#null#null#null;Refine a light container of <color='yellow'>2</color> <color='yellow'>Weapons Components</color> at the Daemon Ammunitions station in <color='cyan'>Starfort Ramos</color>;9;The Temple Faction has commissioned a refinery liaison, <i>Nave Zaefon</i> at Biomate University. After an audit, <color='yellow'>2</color> items of <color='yellow'>Weapons Components</color> were left unused. Head on over to <color='cyan'>Starfort Ramos</color> and refine these <color='yellow'>Weapons Components</color> at the Daemon Ammunitions refinery.;10750;2500
MISSION;112;600;285254;KILL_RAIDERS#sector_77_station_0.txt#sector_81.txt#1#10#npc_ship_data_(pirate_shuttle_1)#npc_ship_data_(recon_escort_1)#npc_ship_data_(support_escort_1)#npc_ship_data_(excavation_escort_1);Destroy <color='yellow'>1 Raider</color> in <color='cyan'>Ferrelis Cove</color> and return to Lacuna Bandits in <color='cyan'>Ballast Crow</color>;9;A large Raider gang has been seen lurking around in <color='cyan'>Ferrelis Cove</color>. Their leader, <i>Naliaars Bahomero</i>, is a wanted criminal and the Temple faction has requested a bounty on <i>Naliaars Bahomero</i> and his crew. Travel to the <color='cyan'>Ferrelis Cove</color> and clear out the <color='yellow'>1 Raider</color>, level 10 that have been lurking around. Dock at the Lacuna Bandits station in <color='cyan'>Ballast Crow</color> when complete.;64562;25200
MISSION;141;120;736993;REFINE#3#24#sector_0_station_3.txt#sector_77_station_0.txt#null#null#null#null;Refine a light container of <color='yellow'>3</color> <color='yellow'>Electronic Fragments</color> at the StarShepards Headquarters station in <color='cyan'>Void Starcross</color>;11;The Orthodox Faction has commissioned a refinery liaison, <i>Fallres Vakhom</i> at Lacuna Bandits. After an audit, <color='yellow'>3</color> items of <color='yellow'>Electronic Fragments</color> were left unused. Head on over to <color='cyan'>Void Starcross</color> and refine these <color='yellow'>Electronic Fragments</color> at the StarShepards Headquarters refinery.;10750;2500
MISSION;53;150;166639;SCAN_STRUCTURE#sector_0_station_5.txt#sector_14.txt#Storage Facility#structure_storage_1.txt#1#null#null#null;Scan the <color='yellow'>Storage Facility</color> structure in <color='cyan'>Gate of Alpharis</color> and return to Proctors Center in <color='cyan'>Void Starcross</color>;9;Space rats have infested the <color='yellow'>Storage Facility</color> structure over in <color='cyan'>Gate of Alpharis</color>. <i>Magilla Macee</i> has been trying to get help with the infestation, but until the structure is scanned, Temple union members are not going to come. Head back to the Proctors Center station located in the <color='cyan'>Void Starcross</color> with a scan report.;10834;2775
MISSION;124;180;402995;CHAT_PILOT#sector_57_station_0.txt#sector_79.txt#Father Lindoxe Aoxo#npc_ship_data_(excavation_escort_2)#17#missions_arrest_escort.txt#0#null;Arrest <color='yellow'><i>Father Lindoxe Aoxo</i></color> over an outstanding warrant in <color='cyan'>Dragon Sea</color> and return to OmniTrust in <color='cyan'>Ponze</color>;11;<i>Jancoak Peian</i> of the Orthodox faction has sent out a warrent for the arrest of <color='yellow'><i>Father Lindoxe Aoxo</i></color>. Last known sighting of <color='yellow'><i>Father Lindoxe Aoxo</i></color> was in the area of <color='cyan'>Dragon Sea</color>. Bring them back alive to the OmniTrust in the <color='cyan'>Ponze</color> system to complete this contract.;28399;7200
MISSION;51;120;892704;SCAN_STRUCTURE#sector_0_station_2.txt#sector_35.txt#Community Farming Center#structure_farm_1.txt#1#null#null#null;Find the target <color='yellow'>Community Farming Center</color> structure in <color='cyan'>Felishar</color>, scan, and return to StarGypsy Warehouse in <color='cyan'>Void Starcross</color>;10;<i>Sayo Gencoo</i> has requested that someone verify the location of <color='yellow'>Community Farming Center</color> in the <color='cyan'>Felishar</color> sector. After a recent mix-up at the zoning office, the Missionary reps are concerned that construction guidelines were not followed properly. Return to the StarGypsy Warehouse station located in the <color='cyan'>Void Starcross</color> with the scan data.;8400;2625
MISSION;110;600;285843;KILL_RAIDERS#sector_77_station_0.txt#sector_0.txt#1#10#npc_ship_data_(pirate_shuttle_1)#npc_ship_data_(recon_escort_1)#npc_ship_data_(support_escort_1)#npc_ship_data_(excavation_escort_1);Hunt <color='yellow'>1 Raider</color> level 10 in <color='cyan'>Void Starcross</color> and return to Lacuna Bandits in <color='cyan'>Ballast Crow</color>;9;There has been a small Raider gang hanging around the warp gates in <color='cyan'>Void Starcross</color>. The Temple faction has requested a sector clearance contract. Head on over to the <color='cyan'>Void Starcross</color> and clear out the <color='yellow'>1 Raider</color>, level 10 that have set up camp there. Dock at the Lacuna Bandits station in <color='cyan'>Ballast Crow</color> when complete.;31200;6000
MISSION;121;120;173750;CHAT_PILOT#sector_0_station_4.txt#sector_35.txt#Father Oagot Neilekadd#npc_ship_data_(law_enforcer_1)#13#missions_debt_collection.txt#0#null;Chat with <color='yellow'><i>Father Oagot Neilekadd</i></color> about his debt in <color='cyan'>Felishar</color> and return to Starbase Corporate Center in <color='cyan'>Void Starcross</color>;10;<i>Rawha Bazae</i> has requested that debt be collected from <color='yellow'><i>Father Oagot Neilekadd</i></color>. After 3 payments to the Missionary faction for transport fines, <color='yellow'><i>Father Oagot Neilekadd</i></color> has refused to make any further payments. Last known sighting of <color='yellow'><i>Father Oagot Neilekadd</i></color> was in the vicinity of the <color='cyan'>Felishar</color> system. Have a chat with them, collect the debt, and return to the Starbase Corporate Center in the <color='cyan'>Void Starcross</color> system to deliver the payment.;18525;4875
MISSION;61;140;712054;HARVEST#91#1#sector_77.txt#sector_0_station_2.txt#null#null#null#null;Mine <color='yellow'>Special Adamyte Ore</color> in <color='cyan'>Ballast Crow</color> and return with <color='yellow'>91</color> to StarGypsy Warehouse in <color='cyan'>Void Starcross</color>;11;While collecting some junk in the <color='cyan'>Ballast Crow</color> system, <i>Paddorn Farvelyi</i> discovered a light haul of <color='yellow'>91</color> <color='yellow'>Special Adamyte Ore</color>. Unable to collect the material alone, <i>Paddorn Farvelyi</i> has requested that a capable pilot harvest the <color='yellow'>Special Adamyte Ore</color> and drop it off at the StarGypsy Warehouse station located in the <color='cyan'>Void Starcross</color>.;11822;2550
MISSION;61;140;272479;HARVEST#114#6#sector_80.txt#sector_0_station_1.txt#null#null#null#null;Mine <color='yellow'>Special Plasite Ore</color> in <color='cyan'>Blades of Dandrow</color> and return with <color='yellow'>114</color> to Lammassu Financial in <color='cyan'>Void Starcross</color>;9;While collecting some junk in the <color='cyan'>Blades of Dandrow</color> system, <i>Bastpea Bexad</i> discovered a light haul of <color='yellow'>114</color> <color='yellow'>Special Plasite Ore</color>. Unable to collect the material alone, <i>Bastpea Bexad</i> has requested that a capable pilot harvest the <color='yellow'>Special Plasite Ore</color> and drop it off at the Lammassu Financial station located in the <color='cyan'>Void Starcross</color>.;13896;4250
MISSION;32;240;459585;TRANSPORT#5#1122#sector_3_station_0.txt#sector_0_station_3.txt#null#null#null#null;Move light cargo from Daemon Ammunitions in <color='cyan'>Starfort Ramos</color> and dock with <color='yellow'>5</color> <color='yellow'>Focused x3 Lasers</color> at StarShepards Headquarters in <color='cyan'>Void Starcross</color>;9;<i>Bastfa Mejidta</i> was unable to complete a large shipment from Daemon Ammunitions to StarShepards Headquarters. A light shipment containing <color='yellow'>5</color> <color='yellow'>Focused x3 Lasers</color> is located at the storage bay at Daemon Ammunitions in <color='cyan'>Starfort Ramos</color>. Retrieve the <color='yellow'>Focused x3 Lasers</color> and transport them to StarShepards Headquarters in <color='cyan'>Void Starcross</color>.;10920;2100
MISSION;80;120;488899;RECOVER#129#311#sector_80.txt#sector_95_station_0.txt#null#null#null#null;Recover a light quantity of <color='yellow'>129</color> <color='yellow'>Bottled Whiskeys</color> in <color='cyan'>Blades of Dandrow</color>, and return to Star Shepards Hub in <color='cyan'>Temple Gates</color>;9;The Temple faction has lost track of a light crate somewhere in the <color='cyan'>Blades of Dandrow</color> system. Head over there and recover the crate containing <color='yellow'>129</color> units of <color='yellow'>Bottled Whiskeys</color>, and dock at the Star Shepards Hub in the <color='cyan'>Temple Gates</color> sector. <i>Casih Risan</i> has been instructed to wait for the lost cargo at the Star Shepards Hub station.;14305;4375
MISSION;131;140;627962;SALVAGE#5#20#sector_0.txt#sector_0_station_3.txt#null#null#null#null;Salvage <color='yellow'>Special Junk Part</color> in <color='cyan'>Void Starcross</color> and return with <color='yellow'>5</color> to StarShepards Headquarters in <color='cyan'>Void Starcross</color>;11;While collecting some junk in the <color='cyan'>Void Starcross</color> system, <i>Ladie Ribkol</i> discovered a light haul of <color='yellow'>5</color> <color='yellow'>Special Junk Part</color>. Unable to collect the material alone, <i>Ladie Ribkol</i> has requested that a capable pilot salvage the <color='yellow'>Special Junk Part</color> and drop it off at the StarShepards Headquarters station located in the <color='cyan'>Void Starcross</color>.;8320;1600
MISSION;133;170;262732;SALVAGE#43#20#sector_16.txt#sector_58_station_0.txt#null#null#null#null;Dismantle <color='yellow'>Special Junk Part</color> in <color='cyan'>Entropy</color> and return to CoraVault in <color='cyan'>Lins</color> with minimum of <color='yellow'>43</color>;9;The Temple faction has reported that a special medium load of <color='yellow'>Special Junk Part</color> has been scanned in the <color='cyan'>Entropy</color> system. <i>Beyit Leagalefon</i> is credited with the find, but His claim is currently invalid. Hurry up and salvage the <color='yellow'>Special Junk Part</color> and return to CoraVault, in the <color='cyan'>Lins</color>.;16257;4100
MISSION;60;140;565764;HARVEST#63#1#sector_56.txt#sector_95_station_0.txt#null#null#null#null;Harvest <color='yellow'>Special Adamyte Ore</color> in <color='cyan'>Hunu</color> and return with <color='yellow'>63</color> ore to Star Shepards Hub in <color='cyan'>Temple Gates</color>;11;A local prospector, <i>Fuzan Hinyitpad</i> of the Orthodox faction has located a light quantity of special <color='yellow'>Special Adamyte Ore</color> in the <color='cyan'>Hunu</color> sector. Head over there and harvest all of the special <color='yellow'>Special Adamyte Ore</color>, and meet <i>Fuzan Hinyitpad</i> back at Star Shepards Hub station located in the <color='cyan'>Temple Gates</color>.;11712;2400
MISSION;151;120;629467;FABRICATE#8#2472#sector_0_station_3.txt#sector_0_station_0.txt#null#null#null#null;Produce a light container of <color='yellow'>8</color> <color='yellow'>Glass Panels</color> at the StarShepards Headquarters fabricator in <color='cyan'>Void Starcross</color>;9;The Temple Faction has commissioned a production liaison, <i>Lindozae Bemlow</i> at Biomate University. After an audit, <color='yellow'>8</color> items of <color='yellow'>Glass Panels</color> were deemed required. Head on over to <color='cyan'>Void Starcross</color> and manufacture these <color='yellow'>Glass Panels</color> at StarShepards Headquarters.;12500;1250
MISSION;12;120;855755;DELIVERY#3#1523#sector_99_station_0.txt#sector_16_station_0.txt#null#null#null#null;Light delivery of <color='yellow'>3</color> <color='yellow'>Premium Afterburners</color> to Ferce Hub Station in <color='cyan'>Semja</color>;10;<i>Samole Madmeemi</i> from Rendo Labs Station has commissioned a delivery . He has required a small transport delivery of <color='yellow'>3</color> <color='yellow'>Premium Afterburners</color>. Set your GPS autopilot to <color='cyan'>Semja</color> and deliver these <color='yellow'>Premium Afterburners</color> to Ferce Hub immediately.;16770;6450
MISSION;81;120;982945;RECOVER#19#2033#sector_77.txt#sector_56_station_1.txt#null#null#null#null;Locate a light <color='yellow'>Crate</color> in the <color='cyan'>Ballast Crow</color> sector, recover the <color='yellow'>19</color> <color='yellow'>Cooling Units</color> and return to ValueStar in <color='cyan'>Hunu</color>;11;<i>Zahom Binotel</i> has lost track of a shipment crate from his last haul. It has been reported found in <color='cyan'>Ballast Crow</color>. In an effort to save time, <i>Zahom Binotel</i> has sub-contracted the task of returning the light shipment to ValueStar in <color='cyan'>Hunu</color>. The Orthodox faction is aware of the situation and has sent a representative to ValueStar.;12375;2813
MISSION;145;150;834630;REFINE#47#20#sector_58_station_0.txt#sector_1_station_0.txt#null#null#null#null;Dock with CoraVault refinery and process a medium shipment of <color='yellow'>47</color> <color='yellow'>Junk Parts</color> in <color='cyan'>Lins</color>;9;<i>Naliajid Ascee</i> has relocated from Quantex and requests processing of <color='yellow'>47</color> <color='yellow'>Junk Parts</color> to be refined at the new refinery at CoraVault. Head on over to <color='cyan'>Lins</color> and process these <color='yellow'>Junk Parts</color>.;31805;8250
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;0.92;ship_data_(battle_escort_1).txt
SHIP;2;1.08;ship_data_(battle_escort_1).txt
SHIP;3;1.01;ship_data_(pirate_utility_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>

