// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Mass Market
STATION;type;Market Center
STATION;owner;Bidjag Zofiejalis
STATION;faction;Trade
STATION;material;station_material_Trade.png
STATION;color;.70 , 1, .23 , 1
STATION;level;9
STATION;icon;massmarket.png
STATION;filename;sector_69_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;3-4-1-1-2-0-2-0-4-9-3-9-1-2-6-1-9-0
STATION;interior_seed;5-9-45-3
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;True
SERVICES;admin;True

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Private Party;0.10,0.0;2700;Party;entertain_bar.png;Throw a private party at the local station pub for your entire fleet. 10% Morale Boost.
ENTERTAINMENT;Deathmatch League;0.15,0.08;68500;Sport Fighting Event;entertain_fight.png;Tickets to the Deathmatch League, where your entire fleet will enjoy a evening of bloodsport. 15% Morale , 8% Loyalty bonus.
ENTERTAINMENT;Private Concert;0.25,0.09;50000;Musical Entertainment;entertain_show.png;Provide a private concert for your entire crew, drinks and food included. 25% Morale , 9% Loyalty bonus.
ENTERTAINMENT;Karaoke Night;0.15,0.05;15000;Musical Entertainment;entertain_show.png;Your fleet is treated to a night of karaoke at the local music tavern. 15% Morale , 5% Loyalty bonus.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;5;0.69;npc_ship_data_(excavation_carrier_1).txt
MERC;3;1.88;npc_ship_data_(pirate_frigate_1).txt
MERC;2;0.88;npc_ship_data_(support_carrier_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Out of Stock: (1) Items ;163x707;33002;151157.70
ITEM;679;117;0.89;108726.3
ITEM;725;46;0.60;108726.3
ITEM;743;86;0.80;108726.3
ITEM;691;113;0.69;108726.3
ITEM;750;165;0.59;6729.549
ITEM;722;106;0.88;4458.551
ITEM;673;121;1.09;4458.551
ITEM;700;95;0.93;3946.917
ITEM;690;105;1.05;13668.13
ITEM;748;41;0.51;13668.13
ITEM;738;114;0.76;737105.1
ITEM;676;22;1.05;90870.87
ITEM;678;159;1.20;26433.92
ITEM;712;58;1.06;137742.2
ITEM;732;169;0.79;9724.989
ITEM;670;48;1.21;128282.2
ITEM;602;42;1.02;15376.18
ITEM;645;29;0.66;124357.6
ITEM;664;9;1.26;145015.9
ITEM;642;20;1.06;145015.9
ITEM;608;26;0.66;145015.9
ITEM;606;2;1.11;145015.9
ITEM;620;16;0.84;3471.62
ITEM;644;36;0.99;3471.62
ITEM;667;31;1.04;467292.4
ITEM;605;8;0.76;147814.3
ITEM;662;41;1.02;15326.76
ITEM;601;3;0.78;6390.405
ITEM;623;5;0.72;28865.94
ITEM;600;28;0.88;28865.94
ITEM;627;10;0.98;436800.5
ITEM;626;41;0.94;436800.5
ITEM;668;13;1.17;815243.6
ITEM;621;46;0.81;815243.6
ITEM;607;12;0.73;815243.6
ITEM;647;31;0.91;815243.6
ITEM;646;20;0.96;815243.6
ITEM;625;5;1.15;815243.6
ITEM;640;26;1.17;815243.6
ITEM;661;14;0.54;815243.6
ITEM;641;27;0.68;5392.727
ITEM;648;45;1.18;5392.727
ITEM;663;38;1.14;5392.727
ITEM;643;40;1.13;49295.84
ITEM;603;22;0.58;49295.84
ITEM;624;9;0.97;49295.84
ITEM;666;18;0.64;49295.84
ITEM;665;27;1.01;49295.84
ITEM;628;19;0.62;49295.84
ITEM;622;15;0.80;49295.84
ITEM;660;34;0.49;49295.84
ITEM;404;21;1.14;49295.84
ITEM;313;82;1.12;49295.84
ITEM;300;32;0.79;49295.84
ITEM;301;581;0.83;95.29053
ITEM;325;636;1.11;95.29053
ITEM;311;932;1.23;95.29053
ITEM;303;53;0.52;31.6794
ITEM;331;69;0.67;75.30011
ITEM;305;668;0.91;113.6522
ITEM;324;84;0.60;113.6522
ITEM;302;1033;0.91;43.31182
ITEM;352;21;1.10;206.6268
ITEM;330;63;0.75;49.94398
ITEM;304;911;0.95;110.0714
ITEM;340;22;1.12;73.77778
ITEM;321;874;0.73;110.8761
ITEM;312;867;0.76;46.20687
ITEM;403;826;0.94;46.20687
ITEM;343;42;0.82;46.20687
ITEM;332;1018;0.77;46.20687
ITEM;310;714;0.74;46.20687
ITEM;333;28;0.57;142.0132
ITEM;353;879;0.56;142.0132
ITEM;406;654;0.63;142.0132
ITEM;405;40;0.53;142.0132
ITEM;408;32;0.86;142.0132
ITEM;322;15;0.76;142.0132
ITEM;341;854;0.62;36.54957
ITEM;407;59;1.22;36.54957
ITEM;351;907;0.63;36.54957
ITEM;320;882;0.76;12.4584
ITEM;350;1061;1.11;36.85284
ITEM;323;79;1.17;36.85284
ITEM;342;73;0.66;36.85284
ITEM;6;3515;0.93;192.5835
ITEM;24;3470;1.15;1679.161
ITEM;7;4042;0.79;1679.161
ITEM;20;817;0.94;1679.161
ITEM;4;813;0.88;1679.161
ITEM;25;820;0.79;1679.161
ITEM;27;776;0.91;1679.161
ITEM;28;4178;1.10;1679.161
ITEM;1;3584;0.74;1679.161
ITEM;21;5000;1.02;1679.161
ITEM;3;3745;1.21;55.47516
ITEM;2;4337;0.72;55.47516
ITEM;26;3291;0.73;3566.654
ITEM;8;404;0.75;367.6606
ITEM;9;883;0.86;367.6606
ITEM;22;92;1.20;370.7788
ITEM;11;3955;0.61;370.7788
ITEM;5;170;0.85;108.0221
ITEM;23;389;0.63;339.3263
ITEM;113;1383;0.87;4.47192
ITEM;110;588;0.90;4.47192
ITEM;106;799;0.72;5.931691
ITEM;111;1118;0.73;15.09706
ITEM;109;125;1.03;4.505716
ITEM;117;1261;0.91;42.48344
ITEM;102;45;0.90;1.88712
ITEM;116;733;1.00;1.88712
ITEM;100;1312;0.69;1.88712
ITEM;108;546;0.63;1.88712
ITEM;121;1407;0.69;27.77922
ITEM;104;1054;0.81;27.77922
ITEM;119;360;1.16;27.77922
ITEM;101;841;0.99;0.635898
ITEM;112;660;0.75;16.95452
ITEM;107;950;0.78;6.878377
ITEM;103;201;0.75;6.878377
ITEM;2000;532;0.54;6.878377
ITEM;123;12;0.64;76.84986
ITEM;114;1114;1.20;2.218361
ITEM;105;959;0.82;2.218361
ITEM;115;134;0.62;13.28537
ITEM;124;1445;0.95;82.9899
ITEM;118;1271;0.62;82.9899
ITEM;207;809;1.11;123.6604
ITEM;402;843;0.72;123.6604
ITEM;215;797;1.03;137.985
ITEM;2020;877;0.91;138.9875
ITEM;2007;107;1.21;449.2038
ITEM;205;797;0.54;449.2038
ITEM;2032;556;0.56;215.2244
ITEM;157;242;1.06;39.31817
ITEM;2022;159;0.98;39.31817
ITEM;151;355;1.13;12.41597
ITEM;159;820;1.20;12.41597
ITEM;208;663;1.06;12.41597
ITEM;153;334;0.57;12.41597
ITEM;152;372;0.58;5.418681
ITEM;2008;760;0.79;5.418681
ITEM;2012;1029;1.11;5.418681
ITEM;211;162;0.90;5.418681
ITEM;400;823;1.13;5.418681
ITEM;2035;896;0.98;5.418681
ITEM;2021;561;0.84;140.9843
ITEM;170;592;0.81;34.01221
ITEM;2018;607;0.62;380.7097
ITEM;209;529;0.58;380.7097
ITEM;201;187;0.93;380.7097
ITEM;212;345;1.01;76.23235
ITEM;161;531;0.83;22.79566
ITEM;219;254;1.27;113.6264
ITEM;163;355;0.70;113.6264
ITEM;2031;320;0.97;293.0453
ITEM;2003;116;0.55;72.67215
ITEM;2048;793;1.14;72.67215
ITEM;150;592;0.71;72.67215
ITEM;2041;200;0.87;486.3476
ITEM;216;241;0.90;486.3476
ITEM;2039;538;0.59;1558.866
ITEM;200;291;0.83;1558.866
ITEM;2011;548;0.63;1558.866
ITEM;155;808;0.62;1558.866
ITEM;2017;285;0.74;333.8514
ITEM;154;509;1.13;57.65497
ITEM;2010;329;1.25;147.1012
ITEM;168;204;0.72;147.1012
ITEM;202;726;1.03;73.99158
ITEM;2036;967;0.74;73.99158
ITEM;2033;502;0.65;73.99158
ITEM;2015;575;0.94;73.99158
ITEM;2028;599;1.09;73.99158
ITEM;2001;854;1.25;133.8559
ITEM;2013;714;1.20;133.8559
ITEM;2026;657;1.17;133.8559
ITEM;2110;64;0.52;5939.852
ITEM;2418;88;0.51;1055.664
ITEM;2403;62;0.62;1055.664
ITEM;2394;52;0.95;1055.664
ITEM;2216;23;0.56;931358
ITEM;2510;47;1.25;931358
ITEM;2184;81;0.89;186956.8
ITEM;2185;53;0.90;379863.7
ITEM;2165;6;0.54;379863.7
ITEM;2462;66;0.51;379863.7
ITEM;2544;20;0.92;379863.7
ITEM;2369;14;0.96;96586.84
ITEM;2402;52;0.90;913.2687
ITEM;2120;72;1.09;383.2924
ITEM;2366;14;1.22;383.2924
ITEM;2352;27;1.10;42505.44
ITEM;2359;86;0.81;30929.31
ITEM;2212;6;0.79;30929.31
ITEM;2240;64;1.15;30929.31
ITEM;2222;39;1.15;210816.9
ITEM;2186;54;0.98;833540.6
ITEM;2180;24;1.20;17735.09
ITEM;2317;53;0.89;17735.09
ITEM;2431;51;1.10;17735.09
ITEM;2162;27;0.61;9525.072
ITEM;2244;20;0.47;299407
ITEM;2548;19;0.72;299407
ITEM;2391;67;0.78;384.7568
ITEM;2177;35;0.57;384.7568
ITEM;2342;81;0.83;384.7568
ITEM;2376;51;1.02;384.7568
ITEM;2482;9;1.22;384.7568
ITEM;2261;88;0.67;944338.6
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;61;0.63
SKILL;14;1.24
SKILL;224;1.67
SKILL;6;1.87
SKILL;75;1.21
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;0.97;ship_data_(recon_frigate_1).txt
SHIP;2;0.97;ship_data_(support_cruiser_1).txt
SHIP;3;0.91;ship_data_(battle_cruiser_1).txt
SHIP;4;1.06;ship_data_(battle_escort_1).txt
SHIP;5;0.95;ship_data_(battle_escort_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>
