// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Dustardz
STATION;type;Training Post
STATION;owner;Bueastar Quoa
STATION;faction;Pirate
STATION;material;station_material_Pirate.png
STATION;color;1 , .1 , .1 , 1
STATION;level;2
STATION;icon;dustardz.png
STATION;filename;sector_89_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;4-1-0-3-4-3-5-0-4-2-0-0-0-6-7-2-5-0-2-1-3-0-0
STATION;interior_seed;4-2-15-0
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;False
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;False
SERVICES;contracts;False
SERVICES;admin;True

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Private Party;0.10,0.0;2700;Party;entertain_bar.png;Throw a private party at the local station pub for your entire fleet. 10% Morale Boost.
ENTERTAINMENT;Spa Treatment;0.15,0.0;18500;Rest and Relaxation;entertain_spa.png;Send your crew to the spa, let them rest and relax for awhile. 15% Morale Boost.
ENTERTAINMENT;Deathmatch League;0.15,0.08;68500;Sport Fighting Event;entertain_fight.png;Tickets to the Deathmatch League, where your entire fleet will enjoy a evening of bloodsport. 15% Morale , 8% Loyalty bonus.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;2;1.23;npc_ship_data_(recon_frigate_1).txt
MERC;8;1.41;npc_ship_data_(pirate_shuttle_1).txt
MERC;1;1.72;npc_ship_data_(excavation_escort_1).txt
MERC;1;0.56;npc_ship_data_(transport_escort_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Items Req: (2) Items ;21x737,20x635;256992;89372.07
ITEM;749;7;0.71;76603.03
ITEM;727;6;0.73;9307.01
ITEM;670;9;1.15;9307.01
ITEM;729;36;1.28;9307.01
ITEM;741;13;0.67;9307.01
ITEM;752;34;0.81;9307.01
ITEM;757;29;1.18;9307.01
ITEM;693;14;0.78;9307.01
ITEM;758;9;1.10;9307.01
ITEM;754;14;1.16;263336.6
ITEM;680;19;0.75;15971.45
ITEM;736;17;1.02;15971.45
ITEM;691;18;1.09;15971.45
ITEM;711;17;0.91;15971.45
ITEM;641;5;1.09;9823.112
ITEM;620;0;1.20;9823.112
ITEM;660;3;0.70;2933.112
ITEM;600;2;1.17;2933.112
ITEM;640;1;0.68;2933.112
ITEM;621;9;0.82;2933.112
ITEM;661;5;0.93;2933.112
ITEM;601;4;0.67;2933.112
ITEM;405;16;0.77;2933.112
ITEM;408;18;0.87;2933.112
ITEM;302;19;0.95;2933.112
ITEM;406;5;0.97;2933.112
ITEM;304;16;0.83;2933.112
ITEM;305;1;0.61;2933.112
ITEM;303;0;0.94;2933.112
ITEM;301;12;1.22;2933.112
ITEM;300;3;0.82;44.26276
ITEM;403;3;1.15;44.26276
ITEM;404;7;0.81;17.55136
ITEM;407;9;0.80;17.55136
ITEM;1;3333;0.86;11.97282
ITEM;21;2691;0.99;220.4362
ITEM;20;197;0.88;220.4362
ITEM;2;17;0.93;220.4362
ITEM;100;117;0.62;220.4362
ITEM;114;152;0.54;220.4362
ITEM;102;86;1.09;220.4362
ITEM;101;194;1.21;220.4362
ITEM;104;106;1.22;3.001431
ITEM;103;155;0.86;3.001431
ITEM;153;148;0.98;3.001431
ITEM;154;47;0.59;22.54636
ITEM;166;110;1.15;22.54636
ITEM;160;60;0.76;16.18492
ITEM;169;173;1.15;16.18492
ITEM;168;151;1.07;16.18492
ITEM;155;148;0.58;16.18492
ITEM;162;156;1.22;16.18492
ITEM;161;142;0.96;16.18492
ITEM;152;2;0.85;16.18492
ITEM;156;140;0.77;21.983
ITEM;150;56;0.68;21.983
ITEM;163;97;1.24;21.983
ITEM;2241;3;0.71;21.983
ITEM;2220;18;1.09;52921.22
ITEM;2275;5;0.62;16214.6
ITEM;2429;10;0.72;16214.6
ITEM;2345;9;0.58;16214.6
ITEM;2432;10;0.82;16214.6
ITEM;2300;9;0.99;16214.6
ITEM;2557;19;0.56;16214.6
ITEM;2256;9;0.70;99100.77
ITEM;2335;10;0.63;99100.77
ITEM;2361;14;0.98;22277.36
ITEM;2551;15;0.58;22277.36
ITEM;2416;15;1.22;22277.36
ITEM;2270;13;0.85;107381.6
ITEM;2329;3;1.23;107381.6
ITEM;2344;11;1.24;107381.6
ITEM;2445;4;1.10;1135.853
ITEM;2440;5;0.68;1135.853
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;41;1.61
SKILL;76;0.63
SKILL;32;0.57
SKILL;21;1.48
SKILL;62;1.12
SKILL;15;0.53
SKILL;41;1.61
SKILL;232;0.95
SKILL;14;0.78
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;1.05;ship_data_(transport_carrier_1).txt
SHIP;2;0.97;ship_data_(battle_cruiser_1).txt
SHIP;3;1.07;ship_data_(recon_carrier_1).txt
SHIP;4;1.04;ship_data_(support_frigate_1).txt
SHIP;5;1.04;ship_data_(recon_battlecruiser_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>
