// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Valuestar Hub
STATION;type;Market Center
STATION;owner;Bosadjan Wagen
STATION;faction;Trade
STATION;material;station_material_Trade.png
STATION;color;.70 , 1, .23 , 1
STATION;level;8
STATION;icon;valuestar.png
STATION;filename;sector_62_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;3-7-0-5-0-3-5-1-6-5-3-9-1-4-7-3-2-90
STATION;interior_seed;5-0-45-3
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;False
SERVICES;fabricator;False
SERVICES;contracts;True
SERVICES;admin;False

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Live Music Concert;0.20,0.07;25000;Musical Entertainment;entertain_show.png;Your crew is treated to an 'all expenses paid' night at a music venue of their choosing. 20% Morale , 7% Loyalty bonus.
ENTERTAINMENT;BioSynth Wildlife Park;0.05,0.05;26000;Rest and Relaxation;entertain_park.png;A weekend package to the local wildlife BioSynth park for your entire crew, included petting zoo. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;Private Party;0.10,0.0;2700;Party;entertain_bar.png;Throw a private party at the local station pub for your entire fleet. 10% Morale Boost.
ENTERTAINMENT;Deathmatch League;0.15,0.08;68500;Sport Fighting Event;entertain_fight.png;Tickets to the Deathmatch League, where your entire fleet will enjoy a evening of bloodsport. 15% Morale , 8% Loyalty bonus.
ENTERTAINMENT;Bottle of Whiskey;0.025,0.0;850;Whiskey;entertain_bar.png;Purchase a bottle of whiskey for each of your fleet members. 2.5% Morale bonus.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;4;1.56;npc_ship_data_(battle_cruiser_1).txt
MERC;3;0.50;npc_ship_data_(excavation_utility_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Items Req: (2) Items ;161x425,160x278;32172;138762.60
ITEM;1642;25;1.16;7142.833
ITEM;1615;22;0.99;7142.833
ITEM;1753;26;0.98;7142.833
ITEM;1611;10;0.70;7142.833
ITEM;78;192;0.77;7142.833
ITEM;62;74;0.78;7142.833
ITEM;2120;341;0.60;7142.833
ITEM;2122;167;0.81;7142.833
ITEM;2128;310;1.09;91.62112
ITEM;2125;375;0.78;835.3434
ITEM;2127;359;0.51;835.3434
ITEM;77;290;1.17;835.3434
ITEM;63;303;1.18;835.3434
ITEM;2131;44;0.67;835.3434
ITEM;2114;314;0.59;835.3434
ITEM;43;103;0.62;835.3434
ITEM;2115;152;0.70;835.3434
ITEM;50;394;0.59;835.3434
ITEM;2117;398;0.89;835.3434
ITEM;75;339;0.51;835.3434
ITEM;60;52;0.50;835.3434
ITEM;53;58;0.61;835.3434
ITEM;2113;231;0.58;835.3434
ITEM;52;169;0.64;835.3434
ITEM;2650;180;0.91;835.3434
ITEM;2126;269;1.13;70.92303
ITEM;76;266;0.65;89.76954
ITEM;700;68;1.05;4551.232
ITEM;727;89;0.87;4551.232
ITEM;725;11;1.21;4551.232
ITEM;690;22;0.69;8156.572
ITEM;712;15;1.01;8156.572
ITEM;744;88;0.61;8156.572
ITEM;752;81;1.13;98795.66
ITEM;721;101;1.20;98795.66
ITEM;754;79;0.83;98795.66
ITEM;728;5;0.57;98795.66
ITEM;702;54;0.72;98795.66
ITEM;720;119;0.89;98795.66
ITEM;740;107;0.60;98795.66
ITEM;747;91;0.79;64936.41
ITEM;750;109;1.03;13289.53
ITEM;693;141;0.92;13289.53
ITEM;729;153;0.72;13289.53
ITEM;755;128;0.68;3205.022
ITEM;736;7;0.55;3205.022
ITEM;692;9;1.18;16565.86
ITEM;676;40;0.85;16565.86
ITEM;726;29;1.11;16565.86
ITEM;760;120;1.18;16565.86
ITEM;745;6;0.88;16565.86
ITEM;733;12;0.76;61361.31
ITEM;746;22;0.70;61361.31
ITEM;675;10;0.93;61361.31
ITEM;701;51;1.21;61361.31
ITEM;681;42;0.92;61361.31
ITEM;759;97;0.79;61361.31
ITEM;738;62;1.01;1044832
ITEM;691;14;0.61;14021.57
ITEM;601;21;1.25;14021.57
ITEM;624;19;0.89;14021.57
ITEM;644;24;1.10;14021.57
ITEM;647;23;1.23;14021.57
ITEM;607;29;0.78;14021.57
ITEM;602;38;0.69;14021.57
ITEM;621;8;1.03;14021.57
ITEM;604;17;1.19;14021.57
ITEM;664;2;0.50;14021.57
ITEM;605;8;0.73;14021.57
ITEM;642;3;0.69;14021.57
ITEM;641;28;1.21;10732.6
ITEM;663;19;1.02;10732.6
ITEM;620;24;1.24;10732.6
ITEM;627;21;1.05;473993.4
ITEM;665;22;0.90;182176.1
ITEM;645;22;0.80;182176.1
ITEM;625;32;0.71;182176.1
ITEM;622;18;0.73;182176.1
ITEM;606;22;1.25;182176.1
ITEM;623;16;0.60;22715
ITEM;662;2;0.89;22715
ITEM;603;26;0.94;22715
ITEM;660;26;0.80;3281.367
ITEM;640;7;0.99;3281.367
ITEM;666;30;0.78;3281.367
ITEM;626;1;0.62;186073.3
ITEM;600;19;0.93;186073.3
ITEM;667;14;0.99;442246.3
ITEM;643;37;0.56;442246.3
ITEM;661;15;0.70;442246.3
ITEM;646;33;0.75;237223.4
ITEM;340;49;1.05;237223.4
ITEM;403;51;1.12;237223.4
ITEM;350;42;0.64;237223.4
ITEM;405;72;0.87;237223.4
ITEM;406;61;1.19;237223.4
ITEM;324;11;0.73;29.85023
ITEM;320;22;1.10;29.85023
ITEM;303;26;1.25;93.27023
ITEM;325;30;0.61;93.27023
ITEM;321;54;0.54;93.27023
ITEM;343;27;0.89;93.27023
ITEM;352;54;0.65;93.27023
ITEM;311;69;0.86;93.27023
ITEM;331;5;0.86;93.27023
ITEM;408;60;0.62;93.27023
ITEM;342;76;0.96;18.81672
ITEM;407;50;0.50;18.81672
ITEM;313;27;0.77;18.81672
ITEM;353;72;1.20;54.08424
ITEM;301;56;1.15;54.08424
ITEM;302;11;1.27;64.08514
ITEM;300;20;1.07;57.66098
ITEM;305;42;1.23;159.4525
ITEM;404;15;0.69;159.4525
ITEM;351;31;0.68;159.4525
ITEM;304;56;1.12;159.4525
ITEM;341;14;0.74;159.4525
ITEM;333;51;1.10;159.4525
ITEM;310;32;0.96;159.4525
ITEM;322;73;1.08;201.048
ITEM;330;73;1.20;201.048
ITEM;312;51;0.72;43.09186
ITEM;27;481;0.80;43.09186
ITEM;26;510;0.70;43.09186
ITEM;24;611;0.62;43.09186
ITEM;20;729;0.87;71.34912
ITEM;4;60;1.21;71.34912
ITEM;3;584;1.02;45.84927
ITEM;7;29;1.14;45.84927
ITEM;23;291;0.69;45.84927
ITEM;8;457;1.11;580.7441
ITEM;2;379;1.09;580.7441
ITEM;21;568;0.81;134.3367
ITEM;22;467;0.74;134.3367
ITEM;11;675;1.21;134.3367
ITEM;6;411;0.83;169.2753
ITEM;1;628;0.70;169.2753
ITEM;25;301;0.99;169.2753
ITEM;5;796;1.12;169.2753
ITEM;115;809;0.55;11.20372
ITEM;110;931;0.62;11.20372
ITEM;124;595;1.09;11.20372
ITEM;121;150;1.23;55.08455
ITEM;100;578;1.16;55.08455
ITEM;109;1051;1.14;55.08455
ITEM;2000;990;1.03;55.08455
ITEM;105;866;0.79;6.508469
ITEM;101;228;0.86;6.508469
ITEM;114;258;0.73;6.508469
ITEM;118;1123;0.76;6.508469
ITEM;108;452;1.12;6.508469
ITEM;117;1186;1.04;6.508469
ITEM;107;242;0.92;8.284112
ITEM;102;1082;1.22;2.706108
ITEM;116;507;1.04;95.14101
ITEM;113;721;1.06;5.630184
ITEM;111;617;0.55;5.630184
ITEM;103;863;0.65;5.630184
ITEM;112;659;0.61;12.99152
ITEM;106;995;0.53;12.99152
ITEM;104;987;1.13;12.99152
ITEM;153;305;0.86;12.99152
ITEM;2028;760;0.89;12.99152
ITEM;154;554;0.93;12.99152
ITEM;152;330;0.59;12.99152
ITEM;213;189;0.60;45.03493
ITEM;2034;172;1.07;45.03493
ITEM;2004;779;1.15;45.03493
ITEM;168;542;0.83;45.03493
ITEM;2031;430;1.20;45.03493
ITEM;208;666;1.11;45.03493
ITEM;2038;155;0.56;874.834
ITEM;159;693;1.03;64.30592
ITEM;160;498;0.73;64.30592
ITEM;164;575;0.79;64.30592
ITEM;211;286;0.52;64.30592
ITEM;400;7;0.56;64.30592
ITEM;204;384;0.81;64.30592
ITEM;2012;736;0.94;64.30592
ITEM;156;505;0.89;24.6428
ITEM;2024;738;0.81;24.6428
ITEM;2007;459;0.69;230.345
ITEM;203;48;0.78;61.29357
ITEM;2010;622;0.91;61.29357
ITEM;167;458;0.79;61.29357
ITEM;217;638;0.73;61.29357
ITEM;209;304;0.56;61.29357
ITEM;2008;289;0.85;61.29357
ITEM;2020;546;0.80;61.29357
ITEM;2025;437;0.72;61.29357
ITEM;2003;368;0.69;96.44227
ITEM;210;745;0.86;55.42458
ITEM;216;712;0.77;55.42458
ITEM;166;444;0.84;55.42458
ITEM;170;31;0.97;55.42458
ITEM;2009;685;0.92;55.42458
ITEM;2029;414;1.17;55.42458
ITEM;2001;389;1.11;55.42458
ITEM;2026;114;1.12;55.42458
ITEM;2376;31;1.13;55.42458
ITEM;2365;22;0.56;55.42458
ITEM;2500;49;1.11;55.42458
ITEM;2331;19;0.80;55.42458
ITEM;2348;17;0.80;7694169
ITEM;2397;55;0.71;7694169
ITEM;2529;13;0.49;7694169
ITEM;2102;17;0.78;7694169
ITEM;2214;21;0.82;7694169
ITEM;2165;31;0.75;7694169
ITEM;2480;69;0.51;7694169
ITEM;2297;8;0.89;7694169
ITEM;2551;25;1.11;7694169
ITEM;2496;70;0.89;7694169
ITEM;2192;79;1.08;7694169
ITEM;2267;31;0.69;7694169
ITEM;2164;40;1.05;7694169
ITEM;2497;52;0.72;7694169
ITEM;2167;59;0.89;7694169
ITEM;2227;75;1.13;6821680
ITEM;2371;72;0.91;6821680
ITEM;2254;14;0.94;6821680
ITEM;2460;23;1.02;6821680
ITEM;2446;68;0.60;6821680
ITEM;2475;53;0.77;6821680
ITEM;2171;44;0.82;6821680
ITEM;2501;76;0.68;6821680
ITEM;2494;23;1.05;6821680
ITEM;2304;3;0.91;50156.96
ITEM;2547;50;1.16;50156.96
ITEM;2440;40;1.21;50156.96
ITEM;2156;21;1.06;50156.96
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;53;1.67
SKILL;12;0.51
SKILL;23;0.88
SKILL;227;1.76
SKILL;225;1.15
SKILL;24;1.16
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;0.98;ship_data_(battle_cruiser_1).txt
SHIP;2;1.09;ship_data_(battle_carrier_1).txt
SHIP;3;1.05;ship_data_(support_carrier_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>
