// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Vita Assembly
STATION;type;Assembly Station
STATION;owner;Yergale Feivel
STATION;faction;Temple
STATION;material;station_material_Temple.png
STATION;color;.60 , .20 , .80 , 1
STATION;level;3
STATION;icon;vita.png
STATION;filename;sector_109_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;3-3-1-5-2-3-7-1-1-6-0-5-1-4-2-0-0-90
STATION;interior_seed;5-9-0-9
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;True
SERVICES;admin;True

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Astrox Opera House;0.26,0.07;51000;Musical Entertainment;entertain_opera.png;Provide a private opera concert for your entire crew at the famous 'Astrox Opera House', drinks and food included. 26% Morale , 7% Loyalty bonus.
ENTERTAINMENT;Deathmatch League;0.15,0.08;68500;Sport Fighting Event;entertain_fight.png;Tickets to the Deathmatch League, where your entire fleet will enjoy a evening of bloodsport. 15% Morale , 8% Loyalty bonus.
ENTERTAINMENT;Evening of Drinks;0.05,0.0;1500;Alcholic Drinks;entertain_bar.png;Pick up the tab for an evening of drinks for your crew, they earned it. 5% Morale Boost.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;7;1.29;npc_ship_data_(support_utility_1).txt
MERC;6;1.42;npc_ship_data_(recon_shuttle_1).txt
MERC;9;1.93;npc_ship_data_(excavation_carrier_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
SELLORDER;Market Surplus: (1) Items ;2005x766;81496;167517.50
ITEM;164;144;1.30;27.30412
ITEM;200;25;0.76;27.30412
ITEM;170;283;1.04;27.30412
ITEM;165;65;0.67;27.30412
ITEM;168;70;0.97;27.30412
ITEM;156;34;1.20;27.30412
ITEM;159;130;1.10;27.30412
ITEM;203;175;0.93;79.01742
ITEM;150;164;0.83;79.01742
ITEM;154;128;1.11;79.01742
ITEM;201;289;1.10;79.01742
ITEM;160;262;1.00;79.01742
ITEM;207;101;1.20;79.01742
ITEM;208;109;0.87;110.0371
ITEM;162;91;0.76;17.20968
ITEM;202;38;1.22;17.20968
ITEM;169;234;1.12;17.20968
ITEM;206;257;1.21;17.20968
ITEM;166;299;1.19;17.20968
ITEM;155;179;0.88;17.37175
ITEM;204;295;1.08;101.5483
ITEM;157;160;0.93;101.5483
ITEM;2200;14;1.16;101.5483
ITEM;2441;2;0.66;389.1519
ITEM;2306;24;1.24;389.1519
ITEM;2192;20;0.78;389.1519
ITEM;2438;27;0.90;389.1519
ITEM;2316;6;0.80;389.1519
ITEM;2340;1;0.71;98613.13
ITEM;2363;28;0.62;98613.13
ITEM;2358;2;1.06;98613.13
ITEM;2202;14;1.17;140353.4
ITEM;2212;14;0.92;140353.4
ITEM;2132;6;1.24;140353.4
ITEM;2346;4;0.88;140353.4
ITEM;2408;20;0.71;140353.4
ITEM;2397;17;0.57;200.7887
ITEM;2285;22;0.96;200.7887
ITEM;2433;13;1.03;200.7887
ITEM;2450;23;1.05;200.7887
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;11;1.66
SKILL;23;1.63
SKILL;73;1.07
SKILL;3;1.82
SKILL;31;1.11
SKILL;36;0.82
SKILL;61;1.92
SKILL;229;1.37
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;0.96;ship_data_(excavation_frigate_1).txt
SHIP;2;0.91;ship_data_(recon_shuttle_1).txt
SHIP;3;1.02;ship_data_(battle_cruiser_1).txt
SHIP;4;0.98;ship_data_(battle_frigate_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>
