// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Lacuna Bandits
STATION;type;Entertainment Hub
STATION;owner;Kilekom Anfer
STATION;faction;Pirate
STATION;material;station_material_Pirate.png
STATION;color;1 , .1 , .1 , 1
STATION;level;4
STATION;icon;lacuna.png
STATION;filename;sector_77_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;3-6-1-7-7-3-3-1-1-0-2-6-0-3-3-2-1-90
STATION;interior_seed;5-8-45-6
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;82947.07
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;True
SERVICES;admin;False
// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Live Music Concert;0.20,0.07;25000;Musical Entertainment;entertain_show.png;Your crew is treated to an 'all expenses paid' night at a music venue of their choosing. 20% Morale , 7% Loyalty bonus.
ENTERTAINMENT;Deathmatch League;0.15,0.08;68500;Sport Fighting Event;entertain_fight.png;Tickets to the Deathmatch League, where your entire fleet will enjoy a evening of bloodsport. 15% Morale , 8% Loyalty bonus.
ENTERTAINMENT;BioSynth Wildlife Park;0.05,0.05;26000;Rest and Relaxation;entertain_park.png;A weekend package to the local wildlife BioSynth park for your entire crew, included petting zoo. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;Private Concert;0.25,0.09;50000;Musical Entertainment;entertain_show.png;Provide a private concert for your entire crew, drinks and food included. 25% Morale , 9% Loyalty bonus.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;9;1.03;npc_ship_data_(pirate_escort_1).txt
MERC;9;1.56;npc_ship_data_(transport_escort_1).txt
MERC;7;1.94;npc_ship_data_(recon_cruiser_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Shortage: (1) Items ;406x479;16631.00;104747.10
ITEM;603;1;1.19;53572.04
ITEM;325;5;1.07;21.79
ITEM;404;8;1.03;22.79
ITEM;200;61;0.64;32.33
ITEM;300;917;1.06;58.56
ITEM;301;27;0.99;121.04
ITEM;661;11;0.56;4414.41
ITEM;218;264;0.54;81.93
ITEM;108;30;0.75;9.60
ITEM;2002;52;0.73;80.71
ITEM;2003;150;0.25;23.15
ITEM;63;39;1.21;218.29
ITEM;660;2;0.75;3157.20
ITEM;112;250;0.77;18.24
ITEM;2004;29;0.68;119.81
ITEM;643;16;0.76;32072.03
ITEM;2005;150;0.25;33.78
ITEM;738;42;0.71;709728.80
ITEM;2118;94;0.68;196.50
ITEM;702;48;0.91;3957.20
ITEM;322;6;0.91;169.53
ITEM;1020;31;0.88;7614.41
ITEM;2114;10;1.08;68.55
ITEM;151;212;0.64;6.52
ITEM;1122;22;1.22;5837.64
ITEM;2115;121;1.19;91.18
ITEM;62;125;1.17;147.20
ITEM;324;38;1.01;45.37
ITEM;1003;13;0.83;782.58
ITEM;2006;150;0.25;42.94
ITEM;123;55;0.74;95.64
ITEM;313;920;0.51;76.57
ITEM;2;180;0.75;17.68
ITEM;405;8;1.24;34.76
ITEM;602;7;1.11;17350.21
ITEM;2007;49;0.69;239.83
ITEM;2008;150;0.25;58.94
ITEM;748;47;0.85;120687.70
ITEM;731;44;0.81;114087.70
ITEM;753;23;0.88;125637.70
ITEM;759;57;1.21;180087.70
ITEM;671;77;0.65;148803.40
ITEM;102;250;0.25;0.33
ITEM;2650;31;1.20;583.98
ITEM;1531;4;0.69;2878.18
ITEM;741;39;1.19;48214.83
ITEM;746;4;1.13;45514.83
ITEM;1651;1;0.83;9615.33
ITEM;621;6;0.53;4114.41
ITEM;1631;36;0.60;6506.81
ITEM;757;51;0.60;21664.83
ITEM;1616;3;0.92;4473.40
ITEM;1551;11;0.67;4017.02
ITEM;1561;38;0.94;2642.57
ITEM;1501;37;0.80;1698.76
ITEM;305;17;1.04;135.54
ITEM;1171;15;0.51;2270.36
ITEM;1173;27;0.63;11865.42
ITEM;2213;27;1.04;256529.10
ITEM;105;545;0.92;8.01
ITEM;2009;51;0.63;284.05
ITEM;20;3092;1.20;105.98
ITEM;219;39;0.75;63.59
ITEM;41;47;0.53;8.60
ITEM;304;912;1.11;135.83
ITEM;211;100;1.07;79.45
ITEM;2458;6;1.05;933.30
ITEM;752;37;0.72;60144.07
ITEM;758;6;0.66;54144.07
ITEM;209;72;0.93;58.18
ITEM;691;72;1.22;33043.22
ITEM;700;61;0.69;2857.20
ITEM;1460;14;1.16;57279.23
ITEM;158;84;1.14;46.27
ITEM;4;2701;1.08;90.38
ITEM;155;361;1.13;22.56
ITEM;104;430;1.21;2.95
ITEM;166;262;0.83;53.50
ITEM;203;210;1.21;104.23
ITEM;320;14;1.05;18.82
ITEM;674;10;0.87;97687.28
ITEM;756;63;0.97;12771.61
ITEM;678;74;0.96;21036.02
ITEM;670;70;0.97;102172.90
ITEM;711;45;0.74;15536.02
ITEM;214;266;0.89;95.12
ITEM;23;4911;0.74;435.01
ITEM;321;710;0.96;157.69
ITEM;121;250;0.25;6.64
ITEM;106;250;0.25;1.34
ITEM;601;19;0.63;5114.41
ITEM;303;18;0.76;54.14
ITEM;107;250;1.02;9.65
ITEM;1200;16;0.86;3336.48
ITEM;1201;7;1.03;7747.25
ITEM;1205;13;0.67;9650.21
ITEM;407;0;2.50;1283.00
ITEM;103;85;0.68;0.52
ITEM;1162;22;0.77;7100.70
ITEM;165;69;0.59;31.35
ITEM;118;28;0.86;4.08
ITEM;1533;13;1.01;73414.95
ITEM;2302;11;0.79;658126.00
ITEM;1513;5;1.15;161854.80
ITEM;1563;17;0.77;33990.09
ITEM;2322;28;1.15;633991.50
ITEM;120;29;0.79;171.15
ITEM;600;11;0.90;3907.20
ITEM;2117;87;0.50;102.99
ITEM;1102;28;0.97;1447.45
ITEM;1103;3;1.01;2941.75
ITEM;3;383;0.74;32.31
ITEM;53;85;1.18;61.88
ITEM;207;252;0.74;79.30
ITEM;164;66;0.81;15.76
ITEM;2440;18;1.07;531.86
ITEM;114;325;0.58;0.97
ITEM;2240;23;1.00;58175.08
ITEM;21;92;0.77;130.29
ITEM;113;361;0.64;3.18
ITEM;119;231;0.70;87.68
ITEM;216;365;0.99;141.70
ITEM;693;52;0.54;5057.29
ITEM;720;66;0.52;2408.64
ITEM;2464;22;0.86;1672.69
ITEM;723;9;0.94;4928.64
ITEM;725;70;0.89;11571.61
ITEM;323;9;0.59;17.96
ITEM;1450;17;0.74;3107.20
ITEM;117;197;0.82;38.86
ITEM;152;254;1.11;12.19
ITEM;1054;29;0.95;2120.17
ITEM;1064;5;0.56;4502.69
ITEM;2153;33;0.90;191296.70
ITEM;642;9;1.12;17525.21
ITEM;640;18;0.78;3307.20
ITEM;162;222;0.95;21.53
ITEM;202;177;0.65;44.27
ITEM;749;66;1.12;250360.20
ITEM;734;65;0.73;152860.20
ITEM;760;41;0.52;100360.10
ITEM;124;186;0.71;60.62
ITEM;75;2524;0.71;74.46
ITEM;77;22;1.19;252.65
ITEM;2418;35;1.08;2720.88
ITEM;2124;163;0.60;508.16
ITEM;2120;37;0.68;227.61
ITEM;2121;1;0.83;377.70
ITEM;2122;133;1.08;654.26
ITEM;2125;115;1.05;1211.34
ITEM;2127;46;0.89;64.18
ITEM;2130;22;1.16;156.32
ITEM;22;334;1.09;340.00
ITEM;122;56;0.77;170.74
ITEM;2116;153;1.20;108.79
ITEM;663;19;0.76;32072.03
ITEM;662;8;0.64;9125.21
ITEM;100;467;0.57;0.23
ITEM;408;6;1.05;6090.46
ITEM;1470;3;1.11;61469.32
ITEM;2253;4;1.14;759951.80
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;58;0.43
SKILL;41;1.16
SKILL;44;1.70
SKILL;230;0.90
SKILL;33;1.12
SKILL;24;1.60
SKILL;56;0.83
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
MISSION;30;240;964513;TRANSPORT#3#1113#sector_15_station_0.txt#sector_0_station_2.txt#null#null#null#null;Transport a light shipment of <color='yellow'>3</color> <color='yellow'>Blaster x4 Lasers</color> from Crystalis Broadcasting in <color='cyan'>Jermicus</color> to StarGypsy Warehouse in <color='cyan'>Void Starcross</color>;6;Transport manager <i>Eiwha Xulnaliakol</i> has requested a transport of a light shipment of <color='yellow'>3</color> <color='yellow'>Blaster x4 Lasers</color>. They need to be picked up at the storage facility at Crystalis Broadcasting in <color='cyan'>Jermicus</color>, and transported to StarGypsy Warehouse in <color='cyan'>Void Starcross</color>. <i>Eiwha Xulnaliakol</i> will be waiting at StarGypsy Warehouse to receive the shipment. ;9040;2850
MISSION;51;120;681074;SCAN_STRUCTURE#sector_0_station_0.txt#sector_36.txt#Industrial Machine#structure_machine_1.txt#1#null#null#null;Find the target <color='yellow'>Industrial Machine</color> structure in <color='cyan'>Beacon Spita</color>, scan, and return to Biomate University in <color='cyan'>Void Starcross</color>;6;<i>Rastyou Sipjan</i> has requested that someone verify the location of <color='yellow'>Industrial Machine</color> in the <color='cyan'>Beacon Spita</color> sector. After a recent mix-up at the zoning office, the Pirate reps are concerned that construction guidelines were not followed properly. Return to the Biomate University station located in the <color='cyan'>Void Starcross</color> with the scan data.;9394;3500
MISSION;30;240;880396;TRANSPORT#4#1615#sector_0_station_0.txt#sector_77_station_0.txt#null#null#null#null;Transport a light shipment of <color='yellow'>4</color> <color='yellow'>Basic Scan Boosters</color> from Biomate University in <color='cyan'>Void Starcross</color> to Lacuna Bandits in <color='cyan'>Ballast Crow</color>;6;Transport manager <i>Bacfie Adacoo</i> has requested a transport of a light shipment of <color='yellow'>4</color> <color='yellow'>Basic Scan Boosters</color>. They need to be picked up at the storage facility at Biomate University in <color='cyan'>Void Starcross</color>, and transported to Lacuna Bandits in <color='cyan'>Ballast Crow</color>. <i>Bacfie Adacoo</i> will be waiting at Lacuna Bandits to receive the shipment. ;6460;1900
MISSION;131;140;943553;SALVAGE#9#20#sector_95.txt#sector_35_station_0.txt#null#null#null#null;Salvage <color='yellow'>Special Junk Part</color> in <color='cyan'>Temple Gates</color> and return with <color='yellow'>9</color> to Astrox Security Patrol in <color='cyan'>Felishar</color>;6;While collecting some junk in the <color='cyan'>Temple Gates</color> system, <i>Tuvak Tafpeibid</i> discovered a light haul of <color='yellow'>9</color> <color='yellow'>Special Junk Part</color>. Unable to collect the material alone, <i>Tuvak Tafpeibid</i> has requested that a capable pilot salvage the <color='yellow'>Special Junk Part</color> and drop it off at the Astrox Security Patrol station located in the <color='cyan'>Felishar</color>.;7613;2400
MISSION;60;140;129788;HARVEST#50#3#sector_57.txt#sector_3_station_0.txt#null#null#null#null;Harvest <color='yellow'>Special Quazor Ore</color> in <color='cyan'>Ponze</color> and return with <color='yellow'>50</color> ore to Daemon Ammunitions in <color='cyan'>Starfort Ramos</color>;8;A local prospector, <i>Birabue Arsleares</i> of the Sovereign faction has located a light quantity of special <color='yellow'>Special Quazor Ore</color> in the <color='cyan'>Ponze</color> sector. Head over there and harvest all of the special <color='yellow'>Special Quazor Ore</color>, and meet <i>Birabue Arsleares</i> back at Daemon Ammunitions station located in the <color='cyan'>Starfort Ramos</color>.;8589;3200
MISSION;10;120;251355;DELIVERY#3#1111#sector_0_station_3.txt#sector_35_station_0.txt#null#null#null#null;Dock at StarShepards Headquarters in <color='cyan'>Void Starcross</color> to deliver a light shipment of <color='yellow'>3</color> <color='yellow'>Blaster x2 Lasers</color>;6;<i>Lespa Qozan</i> runs a Pirate shipping company at Astrox Security Patrol. After having some issues with a transport ship, <color='yellow'>3</color> items of <color='yellow'>Blaster x2 Lasers</color> were left behind. Head on over to <color='cyan'>Void Starcross</color> and deliver these <color='yellow'>Blaster x2 Lasers</color> to StarShepards Headquarters.;8170;1900
MISSION;111;600;293689;KILL_RAIDERS#sector_14_station_0.txt#sector_56.txt#4#10#npc_ship_data_(pirate_shuttle_1)#npc_ship_data_(recon_escort_1)#npc_ship_data_(support_escort_1)#npc_ship_data_(excavation_escort_1);Kill <color='yellow'>4 Raiders</color> level 10 in <color='cyan'>Hunu</color>. Return to Imperium Republica  in <color='cyan'>Gate of Alpharis</color>;8;A medium group of thugs decided to set up camp in the <color='cyan'>Hunu</color> system. <i>Raop Lomopao</i>, who has recently been elected as Overseer of <color='cyan'>Hunu</color> by the Sovereigns, has requesting this contract to maintain in good standing with his constituents. Wipe out the level 10 and return to the Imperium Republica  station.;42163;10800
MISSION;151;120;515574;FABRICATE#10#2465#sector_0_station_3.txt#sector_0_station_2.txt#null#null#null#null;Produce a light container of <color='yellow'>10</color> <color='yellow'>Copperi Cables</color> at the StarShepards Headquarters fabricator in <color='cyan'>Void Starcross</color>;8;The Sovereign Faction has commissioned a production liaison, <i>Johyou Sevbe</i> at StarGypsy Warehouse. After an audit, <color='yellow'>10</color> items of <color='yellow'>Copperi Cables</color> were deemed required. Head on over to <color='cyan'>Void Starcross</color> and manufacture these <color='yellow'>Copperi Cables</color> at StarShepards Headquarters.;9500;1250
MISSION;12;120;493094;DELIVERY#13#2081#sector_0_station_5.txt#sector_0_station_3.txt#null#null#null#null;Light delivery of <color='yellow'>13</color> <color='yellow'>Thermal Systems Packages</color> to Proctors Center Station in <color='cyan'>Void Starcross</color>;6;<i>Alport Fufoe</i> from StarShepards Headquarters Station has commissioned a delivery . He has required a small transport delivery of <color='yellow'>13</color> <color='yellow'>Thermal Systems Packages</color>. Set your GPS autopilot to <color='cyan'>Void Starcross</color> and deliver these <color='yellow'>Thermal Systems Packages</color> to Proctors Center immediately.;8170;1075
MISSION;63;170;131239;HARVEST#217#1#sector_14.txt#sector_0_station_4.txt#null#null#null#null;Extract <color='yellow'>Special Adamyte Ore</color> in <color='cyan'>Gate of Alpharis</color> and return to Starbase Corporate Center in <color='cyan'>Void Starcross</color> with minimum of <color='yellow'>217</color>;6;The Pirate faction has reported that a special medium load of <color='yellow'>Special Adamyte Ore</color> has been scanned in the <color='cyan'>Gate of Alpharis</color> system. <i>Bruqa Vajgacae</i> is credited with the find, but His claim is currently invalid. Hurry up and harvest the <color='yellow'>Special Adamyte Ore</color> and return to Starbase Corporate Center, in the <color='cyan'>Void Starcross</color>.;12755;3075
MISSION;111;600;485714;KILL_RAIDERS#sector_78_station_0.txt#sector_38.txt#4#10#npc_ship_data_(pirate_shuttle_1)#npc_ship_data_(recon_escort_1)#npc_ship_data_(support_escort_1)#npc_ship_data_(excavation_escort_1);Kill <color='yellow'>4 Raiders</color> level 10 in <color='cyan'>Equalias Val</color>. Return to Tella's in <color='cyan'>Bitcola</color>;6;A medium group of thugs decided to set up camp in the <color='cyan'>Equalias Val</color> system. <i>Xasev Yadozan</i>, who has recently been elected as Overseer of <color='cyan'>Equalias Val</color> by the Pirates, has requesting this contract to maintain in good standing with his constituents. Wipe out the level 10 and return to the Tella's station.;49190;14400
MISSION;82;120;358341;RECOVER#50000#103#sector_96.txt#sector_35_station_0.txt#null#null#null#null;Retrieve a light cache of <color='yellow'>50000</color> <color='yellow'>Oxygens</color> from a <color='yellow'>crate</color> in <color='cyan'>Arch of Mori</color> sector, drop at Astrox Security Patrol in <color='cyan'>Felishar</color>;8;After a skirmish in <color='cyan'>Arch of Mori</color>, the Sovereign's <i>Goars Ronarsar</i> cannot account for a light shipment of <color='yellow'>Oxygens</color> he was transporting before the attack. Head out to the <color='cyan'>Arch of Mori</color> sector and look for the crate. When found, take the contents of the crate back to the Astrox Security Patrol station in the <color='cyan'>Felishar</color> sector.;13664;4000
MISSION;133;170;514574;SALVAGE#43#20#sector_96.txt#sector_0_station_4.txt#null#null#null#null;Dismantle <color='yellow'>Special Junk Part</color> in <color='cyan'>Arch of Mori</color> and return to Starbase Corporate Center in <color='cyan'>Void Starcross</color> with minimum of <color='yellow'>43</color>;7;The Outlaw faction has reported that a special medium load of <color='yellow'>Special Junk Part</color> has been scanned in the <color='cyan'>Arch of Mori</color> system. <i>Dotu Sadtelri</i> is credited with the find, but His claim is currently invalid. Hurry up and salvage the <color='yellow'>Special Junk Part</color> and return to Starbase Corporate Center, in the <color='cyan'>Void Starcross</color>.;14006;4100
MISSION;82;120;850707;RECOVER#6#1571#sector_80.txt#sector_0_station_0.txt#null#null#null#null;Retrieve a light cache of <color='yellow'>6</color> <color='yellow'>Improved Energy Capacitors</color> from a <color='yellow'>crate</color> in <color='cyan'>Blades of Dandrow</color> sector, drop at Biomate University in <color='cyan'>Void Starcross</color>;7;After a skirmish in <color='cyan'>Blades of Dandrow</color>, the Outlaw's <i>Telsad Farsi</i> cannot account for a light shipment of <color='yellow'>Improved Energy Capacitors</color> he was transporting before the attack. Head out to the <color='cyan'>Blades of Dandrow</color> sector and look for the crate. When found, take the contents of the crate back to the Biomate University station in the <color='cyan'>Void Starcross</color> sector.;12444;3000
MISSION;124;180;719319;CHAT_PILOT#sector_16_station_0.txt#sector_35.txt#Entertainer Deelow Zeris#npc_ship_data_(battle_frigate_1)#17#missions_arrest_escort.txt#0#null;Arrest <color='yellow'><i>Entertainer Deelow Zeris</i></color> over an outstanding warrant in <color='cyan'>Felishar</color> and return to Rendo Labs in <color='cyan'>Entropy</color>;7;<i>Akdee Bacdue</i> of the Outlaw faction has sent out a warrent for the arrest of <color='yellow'><i>Entertainer Deelow Zeris</i></color>. Last known sighting of <color='yellow'><i>Entertainer Deelow Zeris</i></color> was in the area of <color='cyan'>Felishar</color>. Bring them back alive to the Rendo Labs in the <color='cyan'>Entropy</color> system to complete this contract.;27327;5400
MISSION;30;240;402017;TRANSPORT#79#108#sector_57_station_0.txt#sector_0_station_2.txt#null#null#null#null;Transport a light shipment of <color='yellow'>79</color> <color='yellow'>Copperi Cubexs</color> from OmniTrust in <color='cyan'>Ponze</color> to StarGypsy Warehouse in <color='cyan'>Void Starcross</color>;6;Transport manager <i>Opxa Tivakam</i> has requested a transport of a light shipment of <color='yellow'>79</color> <color='yellow'>Copperi Cubexs</color>. They need to be picked up at the storage facility at OmniTrust in <color='cyan'>Ponze</color>, and transported to StarGypsy Warehouse in <color='cyan'>Void Starcross</color>. <i>Opxa Tivakam</i> will be waiting at StarGypsy Warehouse to receive the shipment. ;11822;2850
MISSION;111;600;725414;KILL_RAIDERS#sector_78_station_0.txt#sector_16.txt#4#10#npc_ship_data_(pirate_shuttle_1)#npc_ship_data_(recon_escort_1)#npc_ship_data_(support_escort_1)#npc_ship_data_(excavation_escort_1);Kill <color='yellow'>4 Raiders</color> level 10 in <color='cyan'>Entropy</color>. Return to Tella's in <color='cyan'>Bitcola</color>;6;A medium group of thugs decided to set up camp in the <color='cyan'>Entropy</color> system. <i>Tiport Dafallkile</i>, who has recently been elected as Overseer of <color='cyan'>Entropy</color> by the Pirates, has requesting this contract to maintain in good standing with his constituents. Wipe out the level 10 and return to the Tella's station.;40320;14400
MISSION;51;120;126933;SCAN_STRUCTURE#sector_56_station_1.txt#sector_79.txt#Medical Facility#structure_medical_1.txt#1#null#null#null;Find the target <color='yellow'>Medical Facility</color> structure in <color='cyan'>Dragon Sea</color>, scan, and return to ValueStar in <color='cyan'>Hunu</color>;6;<i>Ferest Jouo</i> has requested that someone verify the location of <color='yellow'>Medical Facility</color> in the <color='cyan'>Dragon Sea</color> sector. After a recent mix-up at the zoning office, the Pirate reps are concerned that construction guidelines were not followed properly. Return to the ValueStar station located in the <color='cyan'>Hunu</color> with the scan data.;9821;1750
MISSION;16;180;537971;DELIVERY#6#1543#sector_95_station_0.txt#sector_101_station_0.txt#null#null#null#null;Deliver a heavy container of <color='yellow'>6</color> <color='yellow'>Premium Mass Reductions</color> to Star Shepards Hub in the <color='cyan'>Temple Gates</color> system.;8;Dock manager <i>Jalishin Roxoves</i> from the Vo Industries Corporation needs a heavy transport delivery. <color='yellow'>6</color> units of <color='yellow'>Premium Mass Reductions</color> need moved on over to <color='cyan'>Temple Gates</color> and delivered to <i>Jalishin Roxoves</i> at Star Shepards Hub.;21460;5800
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;0.99;ship_data_(excavation_cruiser_1).txt
SHIP;2;0.92;ship_data_(battle_cruiser_1).txt
SHIP;3;1.07;ship_data_(excavation_cruiser_1).txt
SHIP;4;0.95;ship_data_(recon_carrier_1).txt
SHIP;5;0.93;ship_data_(battle_cruiser_1).txt
SHIP;6;0.95;ship_data_(transport_cruiser_1).txt
SHIP;7;1.09;ship_data_(support_utility_1).txt
SHIP;8;1.07;ship_data_(excavation_shuttle_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>

